GEOID,G16PREDCLI,G16PRERTRU,G16PREGSTE,G16PRELJOH,G16HALDROC,G16HALRREI,G16HALGPER,G16HALLGES,G16GOVDCAR,G16GOVRBON,G16GOVGGRO,G16GOVLGOW,G16LTGDHAL,G16LTGRGUN,G16INSDNAV,G16INSRCRA
100050508012051,5.2,4.5,0.2,0.5,5.5,3.9,0.2,0.3,5.7,3.8,0.2,0.3,5.6,4.1,5.5,4.1
100050508012033,5.6,4.7,0.2,0.5,5.8,4.1,0.3,0.3,6.1,4.1,0.2,0.3,5.9,4.4,5.8,4.4
100050508021005,1.6,1.4,0.1,0.2,1.7,1.2,0.1,0.1,1.8,1.2,0.1,0.1,1.7,1.3,1.7,1.3
100050508021008,3.9,3.4,0.1,0.4,4.1,2.9,0.2,0.2,4.3,2.9,0.1,0.2,4.2,3.1,4.1,3.1
100050508021011,3.3,2.8,0.1,0.3,3.4,2.4,0.1,0.2,3.6,2.4,0.1,0.2,3.5,2.6,3.4,2.6
100050508021023,6.6,9.2,0.1,0.5,7,8.3,0.3,0.1,7.5,8.1,0.3,0.1,7.7,8,6.9,8.6
100050508021024,2.3,3.2,0,0.2,2.5,2.9,0.1,0,2.6,2.9,0.1,0,2.7,2.8,2.4,3
100050508021048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050504081001,1.7,5.6,0,0.2,2.2,4.9,0.1,0.1,2.6,4.3,0.1,0,2.6,4.5,1.9,5.1
100050504063007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050504031111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050504071001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050504072014,3.2,3.6,0.1,0.1,3.4,3.1,0.2,0,3.6,3.1,0.1,0,3.6,3,3.1,3.4
100050504071022,3.1,3.8,0.1,0.1,3.2,3.3,0.1,0.1,3.6,3.1,0.1,0,3.5,3.2,3,3.6
100050504081022,12.1,21,0.2,0.9,13.2,18,0.9,0.6,15.4,16.7,0.4,0.4,14.8,17.4,11.8,20.1
100050504052089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050504052086,5.3,5.4,0.1,0.4,5.4,4.6,0.3,0.2,5.8,4.4,0.2,0.1,5.6,4.7,4.9,5.2
100050504031031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050504012073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050504082001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050504012052,3.1,9.2,0.2,0.3,3.8,8.2,0.3,0.2,4.4,7.9,0.2,0.1,4.6,7.7,3.2,9
100050504011056,1.6,4.9,0.1,0.2,1.9,4.2,0.1,0.2,2.3,4.1,0.1,0.1,2.3,4.1,1.8,4.6
100050513033078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050512052003,2.2,4.2,0.1,0.1,2.1,3.9,0.1,0.1,2.5,3.7,0,0,2.5,3.7,2.1,4
100050512052009,1.1,2.1,0,0,1.1,2,0,0,1.2,1.9,0,0,1.3,1.8,1,2
100050513013002,137.2,251.8,2.7,6.3,138.9,227.6,4.7,2,158.5,220.3,2.9,1.5,166.5,211.2,134.9,233.7
100050515001039,2.1,3.8,0.1,0.2,2.4,3.3,0.1,0.1,2.8,3.1,0.1,0,3.1,2.8,2.3,3.4
100050515001038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050515003010,2.5,4.6,0.1,0.3,2.9,3.9,0.2,0.1,3.3,3.8,0.1,0,3.7,3.4,2.8,4.1
100050513052008,8.4,16.2,0.2,0.3,8.2,15.3,0.3,0.2,9.6,14.5,0.1,0.1,9.7,14.1,8,15.5
100050515003025,12.8,23.6,0.4,1.5,14.8,20.4,0.9,0.4,17.2,19.5,0.3,0.2,19.3,17.4,14.2,21.2
100050515004016,0.4,0.6,0,0,0.5,0.4,0,0,0.5,0.4,0,0,0.5,0.4,0.4,0.5
100050515004038,4.4,6.1,0.1,0.2,5,4.9,0.3,0.1,5.5,4.5,0.2,0.1,6,4.2,4.6,5.3
100050515004041,3.4,4.7,0.1,0.1,3.9,3.7,0.2,0.1,4.3,3.5,0.1,0.1,4.7,3.2,3.5,4.1
100050515004001,10.7,19.7,0.2,0.7,11.7,17.6,0.5,0.3,13.6,16.4,0.4,0.3,14.2,16.1,11.1,18.8
100050515004059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050513022000,0.3,0.6,0,0,0.3,0.5,0,0,0.3,0.5,0,0,0.4,0.5,0.3,0.6
100050515002068,1.4,1.9,0,0.1,1.6,1.5,0.1,0,1.8,1.4,0.1,0,1.9,1.3,1.5,1.7
100050512032001,1.7,2.2,0,0.1,1.6,2.2,0,0,1.8,2,0,0,1.8,2,1.5,2.2
100050512044002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050513053028,6,14.4,0.1,0.3,6,13.1,0.3,0.1,7.2,12.5,0.2,0.1,7.1,12.4,5.6,13.4
100050512041019,1.4,2.6,0,0,1.3,2.5,0.1,0,1.5,2.3,0,0,1.6,2.3,1.3,2.5
100050512044012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050513013061,0.9,1.7,0,0,0.9,1.5,0,0,1,1.5,0,0,1.1,1.4,0.9,1.5
100050513022085,5,10.6,0.2,0.4,5.2,9.8,0.3,0.1,5.8,9.6,0.2,0.1,6.5,8.9,4.9,10.2
100050513033012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050512034031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050512042002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050512034006,0.3,0.4,0,0,0.3,0.4,0,0,0.3,0.3,0,0,0.3,0.3,0.3,0.4
100050512011044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050514001013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050513061043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050513063038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050513051036,1.5,3.6,0,0.1,1.5,3.3,0.1,0,1.8,3.1,0,0,1.8,3.1,1.4,3.4
100050505012125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050505031037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050505012050,1.5,1.7,0,0.1,1.5,1.4,0.1,0,1.7,1.4,0,0,1.6,1.4,1.4,1.6
100050505032016,0.2,0.1,0,0,0.2,0.1,0,0,0.2,0.1,0,0,0.2,0.1,0.1,0.1
100050505031066,3,2.9,0.1,0.2,3.1,2.6,0.1,0.1,3.5,2.4,0.1,0,3.5,2.4,3,2.8
100050505031077,0.9,0.9,0,0.1,0.9,0.8,0,0,1,0.7,0,0,1,0.7,0.9,0.9
100050505032042,2.7,2.6,0.1,0.2,2.8,2.4,0.1,0.1,3.1,2.2,0.1,0,3.1,2.1,2.7,2.6
100050505032030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050505042055,5.5,5.2,0.2,0.3,5.6,4.8,0.2,0.1,6.3,4.3,0.1,0.1,6.3,4.3,5.3,5.1
100050505012113,1.7,1.6,0.1,0.1,1.7,1.5,0.1,0,1.9,1.3,0,0,1.9,1.3,1.6,1.6
100050505032079,0.2,0.1,0,0,0.2,0.1,0,0,0.2,0.1,0,0,0.2,0.1,0.1,0.1
100050505032068,2.7,2.6,0.1,0.2,2.8,2.4,0.1,0.1,3.1,2.2,0.1,0,3.1,2.1,2.7,2.6
100050505042032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050505012122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050505042033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050510052017,36.9,47.3,0.9,2.1,38,43.3,2.3,0.7,41.5,41.6,1.3,0.6,44,39.8,39.7,43
100050509011024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050509011016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050509023088,1.3,1,0,0.1,1.3,1,0,0,1.4,0.9,0,0,1.5,0.9,1.3,1
100050509023045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050509023050,1.8,1.3,0.1,0.1,1.8,1.3,0.1,0,1.9,1.2,0,0,1.9,1.2,1.7,1.3
100050509023078,4,2.9,0.1,0.2,4,2.9,0.1,0.1,4.3,2.8,0.1,0,4.4,2.7,3.9,3
100050510052025,6,7.7,0.1,0.3,6.2,7,0.4,0.1,6.7,6.7,0.2,0.1,7.1,6.4,6.4,7
100050509021033,8,5.8,0.3,0.5,7.9,5.9,0.3,0.2,8.5,5.6,0.2,0.1,8.7,5.4,7.9,6
100050509021065,2.2,1.6,0.1,0.1,2.2,1.6,0.1,0,2.4,1.6,0.1,0,2.4,1.5,2.2,1.7
100050509022012,8.5,6.1,0.3,0.5,8.4,6.2,0.3,0.2,9,5.9,0.2,0.1,9.2,5.7,8.3,6.3
100050509021054,1.8,1.3,0.1,0.1,1.8,1.3,0.1,0,1.9,1.2,0,0,1.9,1.2,1.7,1.3
100050509011090,4.8,6.1,0.2,0.3,4.8,6.1,0.2,0.1,5.5,5.7,0.1,0.1,5.5,5.7,4.9,6.1
100050509011089,2.1,2.6,0.1,0.1,2.1,2.6,0.1,0.1,2.4,2.4,0,0,2.4,2.4,2.1,2.6
100050509022026,3.1,3.3,0.1,0.1,3.1,3.1,0.1,0,3.4,3,0.1,0,3.4,2.9,3,3.2
100050509011087,2.8,3.5,0.1,0.2,2.8,3.5,0.1,0.1,3.1,3.3,0.1,0,3.1,3.2,2.8,3.5
100050502001075,0.6,2.2,0,0,0.8,1.9,0,0,0.9,1.8,0,0,0.9,1.8,0.7,2
100050501031056,4.4,4.4,0.1,0.2,4.5,4.1,0.1,0.1,4.7,4.1,0.1,0,4.5,4.2,4.5,4.2
100050501051011,1.7,2.3,0.1,0.1,1.8,2.1,0.1,0.1,1.9,2.1,0.1,0,1.9,2.1,1.7,2.3
100050502002004,0.2,0.3,0,0,0.2,0.3,0,0,0.3,0.3,0,0,0.3,0.3,0.2,0.3
100050501011028,1,2.8,0,0.1,1.2,2.6,0.1,0,1.3,2.6,0.1,0,1.5,2.4,1.1,2.8
100050502002037,2.7,3.9,0.1,0.2,3,3.4,0.1,0.1,3.1,3.4,0.1,0.1,3.1,3.4,2.8,3.6
100050501051013,1.3,2.2,0,0.1,1.4,2,0.1,0.1,1.6,2,0,0,1.6,1.9,1.4,2.1
100050501012023,7.7,20.9,0.2,1.1,8.7,19.4,0.6,0.4,9.9,19.1,0.4,0.3,11.3,17.8,8.2,20.5
100050501032069,0.9,2.6,0,0.1,1.1,2.3,0,0,1.2,2.2,0,0,1.4,2,1,2.4
100050501011059,0.6,1.7,0,0.1,0.7,1.5,0,0,0.8,1.5,0,0,0.8,1.4,0.6,1.6
100050507041050,0.9,1.3,0,0,0.9,1.2,0,0,1,1.2,0,0,1,1.1,0.9,1.2
100050506012073,0.6,2.3,0,0.1,0.8,2,0.1,0,1,1.9,0,0,1,1.9,0.7,2.2
100050506012093,3.4,8.6,0.2,0.5,4.5,7.5,0.3,0.2,5.2,7.1,0.2,0.1,6,6.5,4.3,8
100050506011004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050507053027,71.4,116.5,1.6,3.5,75.5,97.7,5.9,2.8,81.3,96.9,3.1,1.6,85,94.7,73,103.5
100050504031007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050504052074,0.2,0.2,0,0,0.2,0.2,0,0,0.2,0.2,0,0,0.2,0.2,0.2,0.2
100050504052075,1.7,1.7,0,0.1,1.7,1.5,0.1,0.1,1.9,1.4,0.1,0,1.8,1.5,1.6,1.7
100050504062035,12,14,0.2,1.1,12.3,12.4,0.5,0.8,13,12.4,0.4,0.4,12.9,12.6,11,14.3
100050504031048,3.8,7.5,0.1,0.4,4.1,6.5,0.3,0.2,4.6,6.4,0.2,0.1,4.7,6.3,3.7,7.3
100050504031047,2.9,5.7,0.1,0.3,3.1,5,0.2,0.2,3.5,4.9,0.1,0.1,3.6,4.8,2.8,5.5
100050504081027,2.8,4.9,0.1,0.2,3.1,4.2,0.2,0.1,3.6,3.9,0.1,0.1,3.4,4,2.7,4.7
100050504031098,3.6,7.2,0.1,0.3,4,6.3,0.3,0.2,4.5,6.1,0.2,0.1,4.5,6.1,3.5,7
100050504031097,3.3,6.6,0.1,0.3,3.6,5.8,0.2,0.2,4.1,5.6,0.1,0.1,4.1,5.6,3.2,6.4
100050504031099,3.2,6.3,0.1,0.3,3.5,5.5,0.2,0.2,3.9,5.4,0.1,0.1,3.9,5.3,3.1,6.1
100050504082048,6.7,22.2,0.1,0.7,8.9,19.6,0.4,0.2,10.4,17.4,0.2,0.1,10.5,18.2,7.7,20.3
100050504061030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050504071053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050504082020,0.4,1.4,0,0,0.6,1.2,0,0,0.6,1.1,0,0,0.7,1.1,0.5,1.3
100050513063010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050512021006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050513021011,19,34.9,0.4,0.9,19.2,31.5,0.7,0.3,22,30.5,0.4,0.2,23.1,29.2,18.7,32.4
100050513012010,2.4,6,0.1,0.2,2.6,5.6,0.1,0.1,3.1,5.2,0.1,0.1,3.4,4.9,2.3,5.8
100050512034022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050512043018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050513032050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050513032035,10.3,13.4,0.2,0.5,9.6,13.7,0.3,0.2,11.4,12.6,0.2,0.1,11.3,12.5,9.4,13.6
100050512034005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050512011067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050512041011,0.8,1.6,0,0,0.8,1.5,0,0,0.9,1.4,0,0,0.9,1.4,0.8,1.5
100050513033034,0.6,1.2,0,0,0.6,1.1,0,0,0.6,1.1,0,0,0.7,1,0.5,1.1
100050512041035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050512051018,16.1,30.8,0.4,0.6,15.6,29,0.6,0.4,18.3,27.5,0.1,0.2,18.5,26.9,15.1,29.5
100050513052003,8,19.2,0.2,0.4,8,17.5,0.4,0.1,9.6,16.6,0.2,0.1,9.5,16.6,7.4,17.9
100050513033002,4.7,7.8,0.1,0.4,4.8,7.4,0.2,0.1,5.5,7,0.1,0.1,5.8,6.8,4.5,7.7
100050512051067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050505042029,4.2,9.1,0.1,0.3,4.9,8,0.2,0.1,5.6,7.9,0,0,6.1,7.1,4.7,8.5
100050505031010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050505031044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050505032075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050505041062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050505042013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050505012011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050505032035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050505032019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050505012094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050505012083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050505012082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050505032007,1.2,1.2,0,0.1,1.2,1.1,0,0,1.4,1,0,0,1.4,1,1.2,1.1
100050505012080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050505032008,0.6,0.6,0,0,0.6,0.5,0,0,0.7,0.5,0,0,0.7,0.5,0.6,0.6
100050505042001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050505011003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050505043047,5.1,6.7,0.1,0.3,5.7,5.8,0.2,0.1,6.3,5.4,0.1,0.1,6.3,5.3,5.4,6
100050505012024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050518011096,2.8,5.6,0.2,0.2,3.5,4.5,0.3,0.1,3.8,4.4,0.2,0.1,3.8,4.4,3,5.2
100050518012040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050517012031,0.2,0.9,0,0,0.3,0.8,0,0,0.4,0.8,0,0,0.4,0.8,0.3,0.9
100050518012020,0.7,1.3,0,0,0.8,1.1,0.1,0,0.9,1,0,0,0.9,1,0.7,1.2
100050511013005,4.8,3.4,0.1,0.2,4.7,3.3,0.2,0.1,5,3.1,0.1,0.1,5,3.2,4.6,3.5
100050510073038,3.7,3.3,0.1,0.1,3.8,3,0.1,0.1,4,2.8,0.1,0,4.1,2.7,3.7,3
100050511013040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050511013025,3.6,2.5,0.1,0.2,3.6,2.5,0.1,0.1,3.8,2.3,0.1,0.1,3.7,2.4,3.5,2.6
100050509011011,2.7,2.6,0.1,0.1,2.7,2.5,0.1,0.1,2.8,2.4,0.1,0,2.7,2.5,2.7,2.5
100050510031000,3.1,2.2,0.1,0.2,3.1,2.3,0.1,0.1,3.3,2.2,0.1,0,3.4,2.1,3.1,2.3
100050509023019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050510073017,6.2,5.5,0.1,0.2,6.3,4.9,0.2,0.1,6.7,4.7,0.2,0,6.8,4.6,6.2,5
100050510073020,12.5,10.9,0.2,0.3,12.5,9.9,0.4,0.2,13.4,9.4,0.4,0.1,13.6,9.1,12.4,10.1
100050511021014,5.9,4.2,0.1,0.2,5.7,4.2,0.2,0.1,6.3,3.9,0.1,0.1,6,4.1,5.8,4.2
100050511031008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050511023008,3.7,2.6,0.1,0.1,3.6,2.6,0.1,0.1,3.9,2.4,0.1,0,3.8,2.6,3.7,2.6
100050511023025,1.5,1.1,0,0.1,1.4,1.1,0,0,1.6,1,0,0,1.5,1,1.5,1.1
100050511031017,5.6,4,0.1,0.2,5.4,4,0.2,0.1,5.9,3.6,0.1,0.1,5.6,3.9,5.5,3.9
100050509023008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050510071020,26.9,23.3,0.4,1.1,26.8,22.6,0.7,0.4,29.3,21.2,0.4,0.3,29.7,20.9,26.6,23.1
100050511023000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050511013018,1.2,0.8,0,0.1,1.2,0.8,0,0,1.3,0.8,0,0,1.2,0.8,1.2,0.9
100050506011062,5,22.4,0.4,0.8,7.1,19.4,0.5,0.3,9.6,17.7,0.2,0.2,10.6,16.6,6.7,20.1
100050506012072,0.5,1.9,0,0.1,0.6,1.6,0.1,0,0.8,1.5,0,0,0.8,1.5,0.6,1.7
100050506011075,1.5,6.5,0.1,0.2,2.1,5.6,0.2,0.1,2.8,5.2,0.1,0.1,3.1,4.9,2,5.9
100050507031022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050507011012,1,1.7,0,0.1,1,1.6,0.1,0,1.1,1.5,0,0,1.2,1.5,1,1.6
100050507011015,16.3,28.5,0.6,1.7,17.1,26,0.9,0.5,18.8,25.6,0.6,0.5,19.7,24.8,16.6,27.2
100050506023010,0.2,0.3,0,0,0.2,0.3,0,0,0.3,0.2,0,0,0.3,0.2,0.2,0.3
100050506023049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050506022023,0.9,1.2,0,0.1,1,1,0,0,1.1,0.9,0,0,1.1,0.9,0.9,1.1
100050506022030,40.6,53.3,0.8,2.7,44.8,45.6,1.3,1,49.6,42.5,1,0.8,50,41.8,42.9,47.9
100050506022031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050506022039,2.2,2.9,0,0.1,2.5,2.5,0.1,0.1,2.7,2.3,0.1,0,2.7,2.3,2.4,2.6
100050506011061,13.2,58.8,1,2,18.7,50.8,1.4,0.7,25.3,46.4,0.6,0.5,27.8,43.7,17.6,52.7
100050507052071,5.6,11.3,0.1,0.3,6.1,10.2,0.2,0.2,6.3,10.2,0.2,0.1,6.6,9.9,5.9,10.4
100050507062023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050504031015,1.2,2.4,0,0.1,1.3,2.1,0.1,0.1,1.5,2,0.1,0,1.5,2,1.2,2.3
100050504072009,26.5,30.2,0.8,1.2,27.9,25.6,1.4,0.3,30.2,25.4,0.8,0.1,29.6,24.9,26,28
100050504082047,0.1,0.5,0,0,0.2,0.4,0,0,0.2,0.4,0,0,0.2,0.4,0.2,0.4
100050504082046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050504052024,2.4,7.3,0.1,0.3,3,6.4,0.2,0.1,3.5,6.2,0.1,0.1,3.6,6.1,2.5,7.1
100050504052026,2.9,8.7,0.2,0.3,3.6,7.7,0.3,0.2,4.2,7.5,0.2,0.1,4.4,7.3,3,8.5
100050504082035,0.6,1.9,0,0.1,0.7,1.6,0,0,0.9,1.4,0,0,0.9,1.5,0.6,1.7
100050504031034,0.9,1.8,0,0.1,1,1.6,0.1,0,1.1,1.5,0,0,1.1,1.5,0.9,1.8
100050504012014,8.4,25.2,0.5,0.9,10.5,22.3,0.8,0.5,12.2,21.6,0.4,0.3,12.6,21.2,8.7,24.5
100050504012044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050513061017,2,4.8,0,0.1,2,4.4,0.1,0,2.4,4.2,0.1,0,2.4,4.1,1.9,4.5
100050513051001,0.2,0.6,0,0,0.3,0.5,0,0,0.3,0.5,0,0,0.3,0.5,0.2,0.6
100050512052051,0.5,1,0,0,0.5,1,0,0,0.6,0.9,0,0,0.6,0.9,0.5,1
100050514002056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050513011058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050515003020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050513012046,5.4,13.1,0.2,0.5,5.7,12.2,0.3,0.1,6.9,11.5,0.2,0.2,7.5,10.9,5.1,12.7
100050512011035,0.6,0.7,0,0,0.5,0.7,0,0,0.6,0.7,0,0,0.6,0.7,0.5,0.7
100050513011049,10,24.5,0.4,0.9,10.6,22.8,0.5,0.3,12.8,21.4,0.3,0.3,14.1,20.3,9.5,23.7
100050513032063,7.5,13.8,0.1,0.3,7.6,12.5,0.3,0.1,8.7,12.1,0.2,0.1,9.1,11.6,7.4,12.8
100050512044024,1.1,2.1,0,0,1.1,2,0,0,1.2,1.9,0,0,1.3,1.8,1,2
100050513013015,8.4,15.5,0.2,0.4,8.5,14,0.3,0.1,9.8,13.6,0.2,0.1,10.2,13,8.3,14.4
100050513013005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050514001104,7.3,11.8,0.2,0.6,7.4,10.2,0.4,0.4,8.9,9.7,0.4,0.1,9.2,9.5,7.1,11.2
100050512011055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050513033018,5.5,11.8,0.2,0.5,5.8,10.9,0.3,0.2,6.4,10.6,0.2,0.1,7.2,9.9,5.4,11.3
100050513011032,2,4.8,0.1,0.2,2.1,4.4,0.1,0.1,2.5,4.2,0.1,0.1,2.7,4,1.9,4.6
100050505031019,2.8,8.6,0.2,0.1,3,7.7,0.2,0.2,4,7,0.2,0.1,3.8,7.1,3.2,7.8
100050505031014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050505011006,1.5,3.2,0,0.1,1.7,2.8,0.1,0.1,2,2.8,0,0,2.1,2.5,1.6,3
100050505011007,8,20,0.4,1.1,10.4,17.4,0.7,0.4,12.1,16.4,0.4,0.2,13.8,15.1,10,18.6
100050505031040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050505041052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050505012089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050505032021,1.2,1.2,0,0.1,1.2,1.1,0,0,1.4,1,0,0,1.4,1,1.2,1.1
100050505012116,0.3,0.3,0,0,0.3,0.3,0,0,0.3,0.2,0,0,0.3,0.2,0.3,0.3
100050505012081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050505032017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050505031053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050505032003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050505032002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050505041009,5.3,11.3,0.1,0.4,6.1,10,0.3,0.2,7,9.9,0.1,0,7.6,8.9,5.8,10.6
100050505031089,0.9,0.9,0,0.1,0.9,0.8,0,0,1,0.7,0,0,1,0.7,0.9,0.9
100050505043053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050509022030,5.3,3.8,0.2,0.3,5.3,3.9,0.2,0.1,5.7,3.7,0.1,0.1,5.8,3.6,5.2,4
100050509023094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050510033011,1.2,0.8,0,0.1,1.2,0.8,0,0,1.3,0.8,0,0,1.2,0.8,1.2,0.9
100050511013020,0.8,0.6,0,0,0.8,0.5,0,0,0.8,0.5,0,0,0.8,0.5,0.8,0.6
100050511031004,2.2,1.6,0,0.1,2.1,1.6,0.1,0,2.4,1.4,0,0,2.3,1.6,2.2,1.6
100050510073031,7.9,6.9,0.1,0.2,7.9,6.3,0.2,0.1,8.5,6,0.2,0,8.6,5.8,7.8,6.4
100050510072013,7.1,6.2,0.1,0.2,7.1,5.6,0.2,0.1,7.6,5.3,0.2,0,7.7,5.2,7,5.7
100050510072033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050511021034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050511011013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050509023082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050511031023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050510071026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050511022036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050510042036,1.6,1.6,0,0.1,1.5,1.6,0.1,0,1.7,1.5,0,0,1.7,1.5,1.5,1.6
100050510033051,0.8,0.6,0,0,0.8,0.5,0,0,0.8,0.5,0,0,0.8,0.5,0.8,0.6
100050511021004,6.3,4.5,0.1,0.3,6.1,4.5,0.2,0.1,6.7,4.1,0.1,0.1,6.4,4.4,6.2,4.5
100050509023068,11.6,8.3,0.4,0.7,11.5,8.5,0.4,0.2,12.3,8.1,0.3,0.1,12.6,7.7,11.4,8.6
100050507011005,13.3,23.4,0.5,1.4,14.1,21.3,0.8,0.4,15.5,21,0.5,0.4,16.1,20.3,13.6,22.3
100050506011022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050507012024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050507012022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050506023034,2.9,3.8,0.1,0.2,3.2,3.3,0.1,0.1,3.5,3,0.1,0.1,3.6,3,3.1,3.4
