GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PRECCAS,G16USSRTHU,G16USSDWIL,G16HALRNOE,G16HALDHAW,G16PUCRNEL,G16PUCDRED
460990N1-17,46,099,0N1-17,771,443.9,93,10.5,968.4,338.5,807.4,501.4,948.4,266.5
460990N2-14,46,099,0N2-14,1266.6,924.9,108.5,20.3,1653.9,673.4,1407.8,920.6,1709.7,507.8
460990N3-10,46,099,0N3-10,919,596,78,10,1222,381,1024,576,1210,316
460990N3-11,46,099,0N3-11,588,385.5,56.8,7.6,775,270.6,651.6,395.8,788,218.7
460990N3-12,46,099,0N3-12,683.5,431.3,75.3,10,794.8,386.2,682.3,503.9,834.6,306.2
460990N3-13,46,099,0N3-13,438,316,52,8,580,235,488,323,595,196
460990N3-14,46,099,0N3-14,806.9,587.8,130,26.8,1044.1,493.5,894.7,649.5,1049.6,412.6
460990N3-15,46,099,0N3-15,684.5,534.6,94,24.6,909.7,421.6,778.2,563.9,912.6,353.6
460990N3-16,46,099,0N3-16,816,448.2,78.6,13.1,1040.5,308.1,886.6,455.1,994.9,275.2
460990N3-17,46,099,0N3-17,1049.2,625.9,95.3,16.5,1345,434.2,1130.6,653.7,1332.6,346.4
460990N4-10,46,099,0N4-10,534,383,73.8,16.5,660.3,333,573.3,424.3,686.8,261
460990N4-11,46,099,0N4-11,953.2,581.3,95.2,13,1195.4,450.2,1032.9,610.3,1199.1,379.6
460990N4-12,46,099,0N4-12,568,463,62,15,714,391,613,497,760,291
460990N4-13,46,099,0N4-13,350.8,417.6,45.4,9.6,480.3,346,402.6,427.9,494.2,286.6
460990N4-14,46,099,0N4-14,209.1,248.4,35.6,5.5,257,235.6,213.7,276.2,244.2,214.6
460990N5-10,46,099,0N5-10,304,322,47,10,387,294,324,357,410,238
460990N5-11,46,099,0N5-11,325.3,302.6,49.3,8.9,422.9,254.3,354.9,316.4,404.2,239.6
460990N5-12,46,099,0N5-12,387.3,357.5,41.5,14.7,510.7,285.4,423.7,374.9,521.8,244.4
460990N5-13,46,099,0N5-13,299,322,54,4,457,246,355,343,463,207
460990N5-14,46,099,0N5-14,385,434,83,16,495,411,418,488,499,360
460990N5-17,46,099,0N5-17,307,265,30,8,393,224,326,294,418,173
460990N5-18,46,099,0N5-18,402,535,73,18,539,479,464,558,557,432
460990N5-19,46,099,0N5-19,279,234,27,4,363,177,301,246,373,145
460990N5-20,46,099,0N5-20,450.7,442.7,93.9,20,589.5,424.7,521.6,491.6,594.5,353.7
460990N5-21,46,099,0N5-21,230,201,22,3,305,153,246,208,308,125
460990NVP-6,46,099,0NVP-6,356.9,154.5,21.1,2.4,378,148.2,346.3,187.5,426.2,82.6
460990NVP01,46,099,0NVP01,531.2,184.4,49.3,8.1,585.8,174.1,538.4,235.5,602.9,130.8
460990NVP02,46,099,0NVP02,1217.8,528.2,97.3,17.6,1435,423.7,1293.9,575.6,1484.5,320.3
460990NVP10,46,099,0NVP10,683,367,76,10,796,332,691,439,839,244
460990NVP12,46,099,0NVP12,95,27,8,1,103,30,93,39,116,17
460990NVP16,46,099,0NVP16,583.1,244.4,51.6,6.2,669,208.6,568.7,320,696.3,148.1
460990NVP17,46,099,0NVP17,427,170,39,4,487,147,397,250,492,122
46099NVP-07,46,099,NVP-07,1041,488,105,26,1258,409,914,769,1264,320
46099NVP-08,46,099,NVP-08,459.8,186.9,32,10,506.8,177.9,419.8,276.9,520.8,139.9
46101000V-1,46,101,000V-1,226,258,19,7,283,236,195,326,298,214
46101000V-2,46,101,000V-2,207,279,29,3,274,251,185,337,286,224
46101000V-3,46,101,000V-3,357,151,26,7,401,147,346,201,444,95
46101000V-4,46,101,000V-4,264,86,19,1,283,85,223,149,280,79
46101000V-5,46,101,000V-5,469,160,28,6,499,159,419,239,527,115
46101V-3/4B,46,101,V-3/4B,208,109,10,4,243,92,177,157,248,77
46102VTD-BA,46,102,VTD-BA,44,94,9,3,52,95,52,98,43,104
46102VTD-CN,46,102,VTD-CN,15.1,39.3,0.4,0.2,21.4,34.5,19.4,37.6,10.2,44.8
46102VTD-KY,46,102,VTD-KY,40.3,425.7,15.8,8.9,117,368.7,91.4,400.1,44.2,443.4
46102VTD-MA,46,102,VTD-MA,6.9,153.8,9.8,4.9,59.6,111.8,39.1,134.2,13.7,158.7
46102VTD-OG,46,102,VTD-OG,32.9,365.5,21,12,98.1,331.2,66.1,355.4,46.9,379.5
46102VTD-P1,46,102,VTD-P1,30,581,14,5,112,502,86,533,38,585
46102VTD-P3,46,102,VTD-P3,31.9,414,12,6,88.8,371.1,68.8,388,30.9,421.9
46102VTD-PO,46,102,VTD-PO,25.1,358.6,14.1,4.1,80.6,321.2,66.4,331.4,29.2,368.7
46102VTD-RF,46,102,VTD-RF,14.7,77.1,10,4,25.2,80.6,24.5,83.2,12.8,94
461030VTD-6,46,103,0VTD-6,290.6,148.2,47.5,1.3,354.2,135.1,321.4,164.1,340.6,131.8
461030VTD-9,46,103,0VTD-9,102,29.3,6,1.1,110.5,25.1,105.6,31,109,22.7
46103VTD-10,46,103,VTD-10,432,100,19,5,436,118,422,129,435,97
46103VTD-11,46,103,VTD-11,228.3,32,14,3.8,230.8,44.9,230.3,48.4,227.7,38
46103VTD-12,46,103,VTD-12,76,4,3,1,76,4,77,6,75,6
46103VTD-14,46,103,VTD-14,53.6,4.1,4.9,0,56.6,6,53.5,8.1,49.5,8
46103VTD-15,46,103,VTD-15,311.2,57.5,14.9,5,331,47.6,313.2,71.4,319.1,48.6
46103VTD-17,46,103,VTD-17,182.8,20.5,10.1,1,188,20.4,178.8,29.6,180.8,18.4
46103VTD-18,46,103,VTD-18,204.7,74.3,24.9,7.2,220.7,85.7,204.4,104,214.6,78.6
46103VTD-19,46,103,VTD-19,260.1,36.1,16.5,4.2,263.3,51,263.3,54.7,260.1,43
46103VTD-23,46,103,VTD-23,854.7,340.1,73.7,12.3,994.6,279,939.3,344.6,995.3,251.3
46103VTD-24,46,103,VTD-24,701.2,213,65.4,7.9,785.4,199.1,744.8,247.7,771.5,197.1
46103VTD-AW,46,103,VTD-AW,0,0,0,0,0,0,0,0,0,0
46103VTD-E1,46,103,VTD-E1,435.2,127.2,27.4,5.1,473,110.3,451.2,135.6,465.6,100.2
46103VTD-F1,46,103,VTD-F1,796.1,313.2,105.6,18.7,897.8,318.1,853.3,369.4,900.3,265.2
46103VTD-F2,46,103,VTD-F2,1084.8,327.2,120.1,17.6,1170.8,337.9,1111.2,415.1,1127.8,316.4
46103VTD-K3,46,103,VTD-K3,381,123.1,25.6,3.9,401.7,125,387.9,138.8,386.9,120.1
46103VTD1-1,46,103,VTD1-1,886.1,386.9,121.1,21.7,1053.4,353.4,973.7,428.2,1002.2,347.5
46103VTD1-2,46,103,VTD1-2,1146,590,146,24,1350,551,1234,658,1331,514
46103VTD1-3,46,103,VTD1-3,1619,734,135,29,1886,626,1719,775,1828,565
46103VTD1-4,46,103,VTD1-4,624.7,275.1,54,10.3,706.8,260.7,660.1,307.8,710.1,215.2
46103VTD2-1,46,103,VTD2-1,61,51,7,2,71,48,64,54,63,51
46103VTD2-2,46,103,VTD2-2,49,20,9,1,57,21,53,25,54,25
46103VTD2-3,46,103,VTD2-3,876.4,431,125.6,19.4,1007.2,422,939,490.2,932.3,429.8
46103VTD2-4,46,103,VTD2-4,1189,794,233,27,1413,819,1290,941,1310,836
46103VTD2-5,46,103,VTD2-5,91,88,21,3,104,92,94,101,91,96
46103VTD3-1,46,103,VTD3-1,383.6,243.3,60.4,10.2,480.8,215.5,432.6,260.8,471.5,199.3
46103VTD3-2,46,103,VTD3-2,1955,763.9,175.3,17.6,2295.8,639.1,2138.4,811.2,2263.8,568
46103VTD3-3,46,103,VTD3-3,589.6,292,42.6,7.7,693.5,226.9,650.9,273.1,682.7,214.6
46103VTD3-4,46,103,VTD3-4,1705.4,1011.6,223.8,23.2,2042.5,913.2,1875.3,1096.2,2071.1,804.9
46103VTD3-5,46,103,VTD3-5,154.7,70,13.9,0.9,182.9,58.8,171.3,73.7,183,54.5
46103VTD333,46,103,VTD333,305,105,39,2,342,95,332,105,306,99
46103VTD4-1,46,103,VTD4-1,226.9,148.3,36.8,8,263.7,150.3,244.8,172.2,241.8,166.2
46103VTD4-2,46,103,VTD4-2,696,439,111,13,789,457,729,517,744,467
46103VTD4-3,46,103,VTD4-3,582.9,320,48.6,13.1,655.3,305,609,351.4,626.5,298.1
46103VTD4-4,46,103,VTD4-4,452.6,392.1,105.3,22.4,541.4,424.3,481.9,479.9,489.6,447.7
46103VTD4-5,46,103,VTD4-5,458.3,215.9,59.5,13.7,526,217.5,496.5,248.9,515.8,193.6
46103VTD5-1,46,103,VTD5-1,281.9,212.8,45.9,8.7,344.6,198.5,315.3,231.6,339,190.8
46103VTD5-2,46,103,VTD5-2,944.3,640.1,171,15.9,1139.2,616.3,1041.7,713.7,1114.3,576.5
46103VTD5-3,46,103,VTD5-3,1246.9,714.8,154.7,27,1470.6,666.9,1363.8,780.7,1491.5,565.1
46103VTD5-4,46,103,VTD5-4,665.4,736.7,139.6,15.8,887.2,654.5,766.4,784.2,857.5,633.7
46103VTD5-5,46,103,VTD5-5,220.3,116.5,14.5,8,252,110.4,235.7,122.8,265.8,86.4
46103VTDDG7,46,103,VTDDG7,956.8,293.4,124,9,1067.9,289.4,1009.8,345.4,980.9,306.4
46103VTDHC1,46,103,VTDHC1,847,300.1,73.6,11.1,926.6,297.1,894.2,327.5,872.5,309.8
46103VTDJS5,46,103,VTDJS5,862,346.8,59.8,14.9,962.7,321.9,912.9,375.7,977.6,283
46103VTDN34,46,103,VTDN34,676.2,255.5,76.8,15.9,758.6,252.7,718.3,292,708.9,251.8
46103VTDRK4,46,103,VTDRK4,833.3,239.8,49.4,9.4,903.5,206,863,253.4,891.2,186
461050VTD-2,46,105,0VTD-2,87.9,12.9,6,0,92.9,14.9,90.9,15.9,87,15.9
461050VTD-3,46,105,0VTD-3,74.1,13.5,4.8,1.6,79.6,14.5,76.4,17.1,81.2,11
461050VTD-4,46,105,0VTD-4,49,9,1,0,47,11,47,13,47,6
461050VTD-5,46,105,0VTD-5,121,17,3,1,115,23,119,22,122,16
461050VTD-6,46,105,0VTD-6,105,11,3,3,100,22,105,19,106,12
461050VTD-7,46,105,0VTD-7,121.1,5.2,3.1,0,122.1,5.2,122.1,8.2,123,4.2
461050VTD-8,46,105,0VTD-8,59,2,5,0,64,2,60,5,64,1
461050VTD-9,46,105,0VTD-9,72,4,2,3,74,7,71,7,71,5
46105VTD-12,46,105,VTD-12,270,38,15,1,275,51,272,56,276,41
46105VTD-L1,46,105,VTD-L1,219,47,17,2,238,50,230,59,238,47
46105VTD-L3,46,105,VTD-L3,155.9,28.5,10.2,3.4,167.4,30.5,160.6,35.9,170.8,23
46107VTD-01,46,107,VTD-01,293.5,59.9,9,2.3,298.1,71.1,295,74.7,319.6,38.4
46107VTD-02,46,107,VTD-02,167.7,37.7,8.9,2.2,169.9,44.3,168.4,46.5,182.5,24.4
46107VTD-03,46,107,VTD-03,233.8,45.7,9.1,2.7,237.4,53,234.7,56.6,253.9,29.2
46107VTD-04,46,107,VTD-04,213.8,40.7,7.3,2.1,216.9,48,214.8,51.1,233.6,27.1
46107VTD-05,46,107,VTD-05,162.3,31.1,5.7,1.6,164.7,36.6,163,39,176.5,19.9
46107VTD-36,46,107,VTD-36,0,0,0,0,0,0,0,0,0,0
461090VTD-1,46,109,0VTD-1,113,49,6,1,136,36,106,64,141,24
461090VTD-2,46,109,0VTD-2,303,110,19,9,332,111,307,135,351,79
461090VTD-3,46,109,0VTD-3,104,62,8,1,126,60,106,79,128,45
461090VTD-4,46,109,0VTD-4,53,24,7,0,47,35,46,39,54,23
461090VTD-5,46,109,0VTD-5,157,208,12,5,200,184,167,218,186,191
461090VTD-6,46,109,0VTD-6,100.6,40.2,7.9,1.4,114,37.1,103.7,46.1,111.2,32
461090VTD-7,46,109,0VTD-7,257.4,102.8,20.1,3.6,292,94.9,265.3,117.9,284.8,82
461090VTD-8,46,109,0VTD-8,56,48,6,1,66,47,60,52,74,36
461090VTD-9,46,109,0VTD-9,278,145,19,5,336,111,282,170,336,98
461090VTD12,46,109,0VTD12,114.7,128.6,13.1,0.8,150.8,117.2,122.1,143.4,147.5,111.4
461090VTD13,46,109,0VTD13,125,149,11,5,166,120,131,159,162,121
461090VTD14,46,109,0VTD14,25.3,28.4,2.9,0.2,33.2,25.8,26.9,31.6,32.5,24.6
46109VTD-10,46,109,VTD-10,76,126,1,2,93,119,75,136,71,135
46109VTD-11,46,109,VTD-11,381,319,31,6,458,278,402,336,452,264
461110VTD-1,46,111,0VTD-1,193,59,16,3,219,51,189,78,226,33
461110VTD-2,46,111,0VTD-2,239,54,15,5,251,63,225,90,253,48
461110VTD-4,46,111,0VTD-4,210,63,14,2,218,77,206,87,236,49
461110VTD-5,46,111,0VTD-5,177,65,6,2,201,53,184,70,209,42
461150VTD-1,46,115,0VTD-1,276,96,17,5,320,90,286,119,348,49
461150VTD-3,46,115,0VTD-3,232,80,13,2,247,80,227,99,273,49
461150VTD-4,46,115,0VTD-4,221.2,70.8,6,3,242.2,57.8,214.2,86.7,251.1,38.9
461150VTD-5,46,115,0VTD-5,121,69,9,2,139,65,125,76,147,51
461150VTD-6,46,115,0VTD-6,82,33,1,0,90,28,71,43,90,25
461150VTD-7,46,115,0VTD-7,285,144,17,4,334,126,281,179,360,89
461150VTD-8,46,115,0VTD-8,96,42,4,3,101,43,84,60,104,38
461150VTD-9,46,115,0VTD-9,294,188,45,12,379,162,318,218,423,111
46115VTD-10,46,115,VTD-10,246.8,196.2,31,4,324.9,164.2,268.8,221.3,364.9,113.1
461170VTD-1,46,117,0VTD-1,1007.7,305.6,66.9,10,1097.7,282.6,985.8,403.4,1140.7,224.7
461170VTD-2,46,117,0VTD-2,66.6,11.8,3.8,3,75.5,8.8,69.8,14.4,70.7,11.6
461170VTD-3,46,117,0VTD-3,74.6,11.8,6.4,0,81.9,11.8,77.4,15.5,82.8,10.9
461190VTD-1,46,119,0VTD-1,127.1,23.7,14.3,2,134.8,23.6,125,32.2,138,17.9
461190VTD-2,46,119,0VTD-2,99.8,13.9,3.7,0.9,105.3,13.9,98.9,19.4,108.1,11.1
461190VTD-5,46,119,0VTD-5,96.7,17.1,3.2,0,101.9,17,94.8,23.9,103.9,13.6
461190VTD-6,46,119,0VTD-6,80.8,24.4,3.4,0.1,85.7,23.7,79.9,33.9,87.4,18.9
46119VTD2-1,46,119,VTD2-1,110,20.8,3.7,0.8,116.8,20.8,108.2,29.5,119.4,16.5
46119VTD2-2,46,119,VTD2-2,113.8,26.7,9.2,0.8,119.7,26.7,111.3,37.5,122.2,20.9
46119VTD3-2,46,119,VTD3-2,50.8,10.4,2.5,0.4,53.8,10.4,49.9,14.7,55,8.2
46121VTD-BO,46,121,VTD-BO,11.9,42.7,2,1,18.9,36.7,15.9,41.7,9.9,43.7
46121VTD-JE,46,121,VTD-JE,67.2,8.9,1,1,60.3,12.8,62.2,10.9,63.2,8.9
46121VTD-LA,46,121,VTD-LA,86.8,10.6,0,5.8,91.6,9.6,87.7,15.4,90.6,7.7
46121VTD-OK,46,121,VTD-OK,44.9,74.5,3.2,0.1,50.2,73.4,41,82.7,40.9,78.7
46121VTD-PA,46,121,VTD-PA,21.1,220.5,13,6,59.2,203.4,43.1,217.5,20.1,238.5
46121VTD-RO,46,121,VTD-RO,46.9,338.4,21,5,104.8,305.4,68.9,340.4,36.9,370.3
46121VTD-SA,46,121,VTD-SA,58,168.6,12.8,5.9,82.5,158.8,64.8,177.5,59.9,182.4
46121VTD-SF,46,121,VTD-SF,54.2,274.5,13,4.2,105.4,231.5,75.3,263.7,54.4,281.5
46121VTDMNA,46,121,VTDMNA,96,366,30,8,151,344,121,378,93,398
46123VTD-CF,46,123,VTD-CF,108,27,8,0,107,30,98,42,119,21
46123VTD-CL,46,123,VTD-CL,302,62,9,3,303,70,296,81,311,51
46123VTD-E2,46,123,VTD-E2,193.2,43,6,2,190.2,50,182.2,62.1,210.2,30
46123VTD-E3,46,123,VTD-E3,224,50.3,15.1,0,246.9,44.3,223.9,68.4,250.9,38.3
46123VTD-HM,46,123,VTD-HM,83.9,10.1,2.1,1,87.9,10.1,86.9,12.2,90,6.1
46123VTD-ID,46,123,VTD-ID,65.1,14.3,3.2,1,73,11.6,67.8,17.8,68.3,15.2
46123VTD-LK,46,123,VTD-LK,138,18,4,1,143,17,132,8,141,13
46123VTD-LM,46,123,VTD-LM,263.8,51,8,2,259.8,69,235.8,91.9,275.8,47
46123VTD-SU,46,123,VTD-SU,69,22,5,0,73,26,64,35,78,18
46123VTD-W2,46,123,VTD-W2,264,77,7,1,286,67,256,98,300,47
46123VTD-W3,46,123,VTD-W3,158,43.7,8,2,156.1,53.7,144.1,65.6,154.1,53.7
46123VTD-WT,46,123,VTD-WT,82.4,16.9,4,0,79.4,21.8,75.4,29.8,85.3,18.9
46123VTDSE1,46,123,VTDSE1,121,27,5,2,132,22,117,36,134,13
461250VTD-1,46,125,0VTD-1,620.5,162.9,35,12,668.5,167.9,613.6,224.8,689.5,131.9
461250VTD-2,46,125,0VTD-2,664.2,208.1,58,4,752.2,190.1,688.2,260.1,771.2,145.1
461250VTD-3,46,125,0VTD-3,242,64,12,1,267,58,244,79,273,44
461250VTD-4,46,125,0VTD-4,204,60,10,5,227,53,202,77,224,44
461250VTD-5,46,125,0VTD-5,384,139,23,4,432,112,377,170,437,102
461250VTD-6,46,125,0VTD-6,336.2,137.2,30.7,6,365.4,130.9,316.8,186.3,407.6,79.3
461250VTD-7,46,125,0VTD-7,97.8,50.8,17.3,1,125.6,43.1,112.2,54.6,130.4,30.7
461250VTD-8,46,125,0VTD-8,388,139,30,3,451,116,405,167,449,101
461270VTD-1,46,127,0VTD-1,238,90,10,4,280,64,254,88,256,69
461270VTD-3,46,127,0VTD-3,456,239,41,15,549,206,517,236,529,206
461270VTD-4,46,127,0VTD-4,233,131,17,3,271,111,254,124,265,104
461270VTD-5,46,127,0VTD-5,314.6,136.4,21.9,8,343.5,133.4,301.7,175.2,365.4,103.6
461270VTD-7,46,127,0VTD-7,414.4,128.6,26.1,5,461.5,98.6,453.3,106.8,443.6,97.4
461270VTD-8,46,127,0VTD-8,305,131,27,4,382,90,367,105,364,83
461270VTD-9,46,127,0VTD-9,285,146,16,3,327,112,314,125,302,121
46127VTD-10,46,127,VTD-10,418,208,25,4,443,192,423,205,412,199
46127VTD-11,46,127,VTD-11,462,224,32,3,537,180,516,197,484,197
46127VTD-12,46,127,VTD-12,662.1,184.1,25.1,6.1,766.9,119.8,751.3,127.3,745.7,110.8
46127VTD-13,46,127,VTD-13,863.9,299.9,35.9,3.9,955.1,226.2,936.7,242.7,916.3,224.2
46127VTD-A1,46,127,VTD-A1,108,56.7,6.8,0.9,126.6,48.1,112.5,65.3,131.1,43.1
46127VTD-A2,46,127,VTD-A2,115.5,60.6,7.3,1,135.4,51.4,120.3,69.9,140.2,46.1
46127VTD-A3,46,127,VTD-A3,14.6,7.6,0.9,0.1,17.1,6.5,15.2,8.8,17.7,5.8
46127VTD-B1,46,127,VTD-B1,218.1,100.3,10.9,3.8,253.5,84,230.1,109.6,269.9,55.6
46127VTD-B2,46,127,VTD-B2,105.2,48.4,5.3,1.8,122.3,40.5,111,52.9,130.2,26.8
46127VTD-B3,46,127,VTD-B3,76.7,35.3,3.8,1.3,89.1,29.5,80.9,38.5,94.9,19.6
46129VTD-01,46,129,VTD-01,127,16,2,3,116,24,115,31,128,14
46129VTD-02,46,129,VTD-02,122,20,9,1,120,31,117,34,128,23
46129VTD-03,46,129,VTD-03,347,46,11,5,364,52,340,72,374,28
46129VTD-04,46,129,VTD-04,115.7,38.6,3.9,5.8,123.5,40.5,114.8,48.2,123.5,32.8
46129VTD-05,46,129,VTD-05,227.8,79.9,13,7,242.8,83.9,224.8,98.9,238.8,74.9
46129VTD-06,46,129,VTD-06,350.3,112.4,19.1,11.2,388.5,95.5,368.2,112.8,389.5,83.2
46129VTD-07,46,129,VTD-07,330.1,114.7,8,4,347.1,109.7,339.1,117.7,369,74.8
46129VTD-08,46,129,VTD-08,78,3,1,2,68,10,70,12,75,6
46129VTD-09,46,129,VTD-09,67.2,11.1,8,2,72.2,15.1,67.2,19.1,75.2,8.1
46129VTD-10,46,129,VTD-10,130.8,15.3,4,4,132.8,20.3,134.8,21.3,143.9,11.2
461350VTD-1,46,135,0VTD-1,5659.2,3301,552,111,6542.2,3089,5763.2,3830.1,6955.2,2287
46137VTD-BR,46,137,VTD-BR,6.5,25.2,0,0,5.6,23.4,7.5,22.4,6.5,24.3
46137VTD-CC,46,137,VTD-CC,5.3,49.8,0.7,0.1,16.8,37.7,11.2,41.2,5.4,47
46137VTD-DV,46,137,VTD-DV,79.3,100,12.4,5,101.2,93,79.9,116,73,118.6
46137VTD-GV,46,137,VTD-GV,59,10,0,0,58,12,52,18,56,10
46137VTD-ND,46,137,VTD-ND,28,14.6,1.8,1.3,29.4,16.9,26.1,20.3,29.4,15.6
46137VTD-RD,46,137,VTD-RD,109.4,57,7.1,5.1,115,66.2,102.3,79.4,115,61.1
46137VTD-RS,46,137,VTD-RS,14.7,54.9,1.3,2.9,26.1,48,24.8,49.5,18.6,53.7
46137VTD-SD,46,137,VTD-SD,77.6,40.7,5.1,3.6,81.7,47.2,72.6,56.6,81.6,43.6
