GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREBSEG,G20PREOWRI
2404105-001,24,041,05-001,288.14,236.99,7.61,0.01,0.01,4.23
2404105-002,24,041,05-002,96.86,137.66,3.43,0.76,0.76,2.29
24041ZZZZZZ,24,041,ZZZZZZ,1376.01,1280.37,30.35,9.39,3.54,20.68
2404301-001,24,043,01-001,616.43,1194.89,26.97,7.99,2,8.99
2404302-001,24,043,02-001,658.59,1427.32,30.63,7.32,2.11,12.29
2404303-001,24,043,03-001,244,147,3,4,1,1
2404303-002,24,043,03-002,389,278,15,5,1,4
2404303-003,24,043,03-003,414,494,12,7,6,4
2404303-004,24,043,03-004,440.91,255.97,10.53,8.08,1.03,2.09
2404304-001,24,043,04-001,288.82,1323.91,17.45,4.85,0,1.94
2404305-001,24,043,05-001,252.32,1360.83,17.03,11,0,2
2404306-001,24,043,06-001,520.86,1142.32,25.07,8.07,2.03,7.81
2404306-002,24,043,06-002,653.35,1057.3,28,3.93,0.98,10.21
2404307-001,24,043,07-001,490.35,1210.44,17.29,5.02,0.04,8.09
2404307-002,24,043,07-002,459.97,892.11,17.82,2.99,1.96,6.95
2404308-001,24,043,08-001,445.71,943.04,17.87,8.93,1.99,2.98
2404309-001,24,043,09-001,569.69,954.45,19.88,2.98,0,6.96
2404310-001,24,043,10-001,764.7,1071.94,18.41,9.69,1.94,6.78
2404310-002,24,043,10-002,1170.81,1297,31.73,15.31,6.04,16.23
2404310-003,24,043,10-003,419.43,565.94,15.32,7.66,1.92,8.62
2404310-004,24,043,10-004,252.75,384.85,6.07,1.03,1.01,4.02
2404310-005,24,043,10-005,16.42,14.16,0.27,0.09,0.04,0.03
2404311-001,24,043,11-001,256,385.99,6,4,1,2
2404311-002,24,043,11-002,101.58,222.12,4.03,2.01,2,0.01
2404312-001,24,043,12-001,371.79,995.37,18.94,2,2.99,4.99
2404313-001,24,043,13-001,428.96,1309.3,26.93,8.43,1.96,3.71
2404313-002,24,043,13-002,482.84,685.54,13.06,5.02,1,6.01
2404314-001,24,043,14-001,169,416,12,1,1,2
2404314-002,24,043,14-002,155,358,5,3,0,1
2404315-001,24,043,15-001,174.11,877.42,8.31,2.09,0,3.03
2404316-001,24,043,16-001,775.06,1301.67,13.86,3.96,4.95,8.91
2404317-001,24,043,17-001,1290.71,1119.12,41.92,14.52,6.1,4.55
2404318-001,24,043,18-001,459,1047,19,3,1,6
2404318-002,24,043,18-002,631.25,1077.25,10.57,8.15,1.34,9.79
2404318-003,24,043,18-003,1110.31,906.45,22.12,15,4.06,12.03
2404318-004,24,043,18-004,227.69,107.55,3.88,0,1.94,0.97
2404319-001,24,043,19-001,529,890,20,5,1,6
2404320-001,24,043,20-001,277,868,11,4,0,2
2404321-001,24,043,21-001,906.88,730.43,21.69,8.87,7.89,8.87
2404321-002,24,043,21-002,775.71,658.61,22.75,8.16,1.08,6.64
2404321-003,24,043,21-003,497.65,356.73,15.01,4,0,2.01
2404322-001,24,043,22-001,573.33,329.26,14.01,11,0,6
2404322-002,24,043,22-002,643.54,534.05,16.74,3.97,2.77,1.33
2404323-001,24,043,23-001,537.21,2113.65,29.1,8.63,5.13,2.32
2404324-001,24,043,24-001,222.35,346.64,6.39,1.87,1.41,1.68
2404325-001,24,043,25-001,324,83,3,4,2,0
2404325-002,24,043,25-002,762.42,667.83,18.14,3.19,1.08,3.07
2404325-004,24,043,25-004,683.17,534.41,12.26,7.88,4.4,5.23
2404326-001,24,043,26-001,474.79,935.59,12.99,9,1,1
2404326-002,24,043,26-002,518.19,772,18.27,7.69,0.96,5.77
2404326-003,24,043,26-003,278.84,469.7,14.03,4.01,0,3.01
2404326-004,24,043,26-004,512.59,1042.46,19.2,8.64,2.88,8.64
2404327-001,24,043,27-001,917.65,942.66,20.24,4.84,1.92,15.35
2404327-002,24,043,27-002,897.41,1103.27,24.98,10.99,3,9.99
2404501-001,24,045,01-001,223,191,5,4,1,5
2404501-002,24,045,01-002,276.58,523.29,7.76,4.01,2.21,4.01
2404501-003,24,045,01-003,129.5,499.32,7.02,8.91,0.96,1.92
2404502-001,24,045,02-001,507.58,839.2,14.49,6.12,2.85,5.78
2404504-001,24,045,04-001,50.44,154.19,6.66,0,0.95,0
2404504-002,24,045,04-002,108.46,343.29,5.9,5.19,0.22,0.22
2404504-003,24,045,04-003,288,854,17,1,4,2
2404505-001,24,045,05-001,1065.94,288.98,16,11,14,8
2404505-002,24,045,05-002,231,207,5,6,1,1
2404505-003,24,045,05-003,586.31,536.35,11.75,8.81,2.94,2.94
2404505-004,24,045,05-004,981.68,1016.75,19.32,9.21,10.07,6.09
2404505-005,24,045,05-005,1134.98,1297.96,35.35,11.78,10.8,13.75
2404505-006,24,045,05-006,567.14,610.13,17,11,4,8
2404505-007,24,045,05-007,317.55,728.62,15.94,5.5,4.29,8.43
2404505-008,24,045,05-008,250.73,533.84,12.03,6.48,3.7,5.55
2404505-009,24,045,05-009,71.72,166.53,2.03,3.02,0.01,0.02
2404506-001,24,045,06-001,92,384,4,0,0,0
2404507-001,24,045,07-001,713.72,1083.71,14.8,9.11,0.92,8.02
2404508-001,24,045,08-001,313.61,645.24,8.39,5.1,1.05,4.19
2404508-002,24,045,08-002,759,1165,33,7,0,15
2404508-003,24,045,08-003,147.91,165.84,1.07,1.03,1.01,0
2404508-004,24,045,08-004,464.73,495.68,14.6,3.89,1.95,6.83
2404508-005,24,045,08-005,444.76,386.49,10.46,2.26,2.18,9.25
2404509-001,24,045,09-001,1105,205,5,9,4,4
2404509-002,24,045,09-002,838.46,72.84,3.25,8.11,4.91,2.02
2404509-003,24,045,09-003,829.17,262.23,8.78,14.6,8.93,2.66
2404509-004,24,045,09-004,6.85,3.94,0.21,0,0,0.21
2404509-005,24,045,09-005,93.32,79.3,1.93,0.97,1.45,0.48
2404509-006,24,045,09-006,917.74,1143.79,23.65,8.17,2.2,13.41
2404509-007,24,045,09-007,463.12,275.36,7.58,6.59,1.91,3.77
2404509-008,24,045,09-008,447.11,382.09,7.8,2.9,0.06,6.66
2404509-091,24,045,09-091,5.43,1.35,0.05,0.11,0.06,0.02
2404510-001,24,045,10-001,103.75,38.23,2.05,2.73,0.68,0
2404510-002,24,045,10-002,29.4,34.1,1.13,0.44,0.11,0
2404510-003,24,045,10-003,89.21,312.01,12.2,2,0,5
2404511-001,24,045,11-001,138,29,2,1,1,1
2404511-002,24,045,11-002,88,126,1,1,0,2
2404511-003,24,045,11-003,100.17,143.51,2.06,0.05,1.02,1.03
2404511-004,24,045,11-004,765.83,885.49,22.94,16.95,6.98,11.97
2404513-001,24,045,13-001,340.76,112.3,5.98,3.1,1.97,1.29
2404513-002,24,045,13-002,963.27,399.68,16.29,10.54,4.79,9.58
2404513-003,24,045,13-003,1249.78,854.66,31.18,8.41,6.37,9.12
2404513-004,24,045,13-004,629.94,327.93,20.12,10.27,7.35,12.06
2404514-001,24,045,14-001,46,180,1,1,1,2
2404514-002,24,045,14-002,200,606,11,5,1,0
2404515-001,24,045,15-001,377.69,629.16,5.83,6.8,3.88,7.77
2404515-002,24,045,15-002,77.31,152.62,3.35,2.27,1.15,2.3
2404515-003,24,045,15-003,193.07,430.12,6,3,1,4
2404516-001,24,045,16-001,157.58,201.19,4.21,4.11,1.01,3.1
2404516-002,24,045,16-002,96.5,184.31,2.89,2.89,0,1.93
2404516-003,24,045,16-003,558.56,533.71,16.9,12.92,4.97,9.94
2404516-004,24,045,16-004,351.51,296.96,5.27,3.78,1.68,4.47
2404516-005,24,045,16-005,658.58,423.24,15.88,5.93,3.05,1.4
2404516-006,24,045,16-006,25.78,28.69,0.87,0.29,0.29,0.73
2404517-001,24,045,17-001,429.7,564.77,6.07,7.3,4.15,1.3
2404701-001,24,047,01-001,1329.29,1653.92,43.81,7.8,3.79,9.48
2404701-002,24,047,01-002,172.12,363.36,4.16,0.83,0,4.99
2404702-001,24,047,02-001,216.53,159.88,3.18,1.04,0.02,1.04
2404702-002,24,047,02-002,607.59,260.76,8.85,0.99,0,2.95
2404702-003,24,047,02-003,97.21,211.05,5.29,0.03,0.72,0.81
2404702-004,24,047,02-004,252.02,140.73,4.6,1.84,0,0
2404702-005,24,047,02-005,825.88,459.05,12.56,3.87,0,2.88
2404703-001,24,047,03-001,699.49,1566.94,28.1,4.38,1.75,9.64
2404703-002,24,047,03-002,511.39,939.14,13.72,4.86,0.96,2.21
2404703-003,24,047,03-003,416,415,7,1,3,8
2404704-001,24,047,04-001,647.48,1309.09,17.95,5.97,1.99,4
2404704-002,24,047,04-002,263.95,450.59,9.35,1.16,0,3.05
2404704-003,24,047,04-003,75,216,2,3,0,1
2404704-004,24,047,04-004,366.16,687.46,9.76,2.93,1.95,2.93
2404705-001,24,047,05-001,1152.83,1460.38,22.64,4.72,0,9.43
2404705-002,24,047,05-002,999.31,1383.73,28.92,9.33,2.8,11.2
2404706-001,24,047,06-001,1083.17,1638.98,16.32,7.3,1.14,16
2404706-002,24,047,06-002,260.69,678.64,19.46,1.9,0.05,3.73
2404706-003,24,047,06-003,440.52,994.27,10.15,5.52,0.92,4.61
2404707-001,24,047,07-001,1516.41,2511.17,48.55,7.94,0,18.54
24047ZZZZZZ,24,047,ZZZZZZ,584.38,1045.72,18.53,3.4,0.71,7.02
2451001-001,24,510,01-001,1317,248,23,10,2,13
2451001-002,24,510,01-002,1142,158,23,10,0,5
2451001-003,24,510,01-003,979.69,226.46,34.02,5.83,2.92,5.83
2451001-004,24,510,01-004,1225.94,371.44,38.53,1.98,2.96,10.87
2451001-005,24,510,01-005,1614,494,51,10,4,14
2451002-001,24,510,02-001,640,68,4,2,0,8
2451002-002,24,510,02-002,966,138,12,7,1,9
2451002-003,24,510,02-003,1356,246,21,4,1,12
2451003-001,24,510,03-001,411,23,4,5,2,3
2451003-002,24,510,03-002,285,29,2,3,0,2
2451003-003,24,510,03-003,1089.25,255.95,22.47,2.93,0.98,14.65
2451004-001,24,510,04-001,868.66,83.39,11.91,4.96,0.99,3.97
2451004-002,24,510,04-002,1320.73,139.39,11.86,13.84,2.97,11.86
2451004-003,24,510,04-003,248,5,0,6,0,0
2451005-001,24,510,05-001,485,26,3,5,2,0
2451005-002,24,510,05-002,69,0,0,1,0,0
2451006-001,24,510,06-001,452,39,5,3,1,3
2451006-002,24,510,06-002,327,28,2,3,1,2
2451006-003,24,510,06-003,229,15,1,0,0,1
2451006-004,24,510,06-004,719,45,16,7,0,6
2451006-005,24,510,06-005,1542,162,17,11,2,11
2451007-001,24,510,07-001,472,21,1,2,2,3
2451007-002,24,510,07-002,166,11,2,0,0,1
2451007-003,24,510,07-003,831,30,3,8,3,5
2451007-004,24,510,07-004,759,34,2,1,1,1
2451008-001,24,510,08-001,59,5,0,0,0,0
2451008-002,24,510,08-002,721,35,2,3,1,3
2451008-003,24,510,08-003,699,36,1,3,1,0
2451008-004,24,510,08-004,157,10,0,3,0,0
2451008-005,24,510,08-005,630,27,1,0,0,1
2451008-006,24,510,08-006,941,26,5,6,3,3
2451008-007,24,510,08-007,473,16,2,3,1,1
2451008-008,24,510,08-008,591,76,9,6,1,2
2451008-009,24,510,08-009,36,2,0,1,0,0
2451008-010,24,510,08-010,1288,31,4,10,2,3
2451008-011,24,510,08-011,201,7,1,2,0,0
2451009-001,24,510,09-001,338,10,2,1,3,4
2451009-002,24,510,09-002,461,24,3,4,1,6
2451009-003,24,510,09-003,812.25,30.36,2.29,4.17,1.29,4.44
2451009-004,24,510,09-004,1805,80,12,10,7,5
2451009-005,24,510,09-005,1087,55,2,12,2,3
2451009-006,24,510,09-006,1200,46,5,5,2,3
2451009-007,24,510,09-007,854,24,5,5,3,2
2451009-008,24,510,09-008,529,15,0,1,0,1
2451009-009,24,510,09-009,399,22,5,1,0,0
2451009-010,24,510,09-010,480.75,19.64,1.71,6.83,1.71,2.56
2451009-011,24,510,09-011,108,1,1,0,2,0
2451009-012,24,510,09-012,627,18,4,3,0,5
2451009-013,24,510,09-013,186,10,1,0,0,0
2451009-014,24,510,09-014,562,16,4,3,0,2
2451009-015,24,510,09-015,687,30,3,3,1,2
2451010-001,24,510,10-001,528,11,2,2,0,0
2451010-002,24,510,10-002,484,15,0,6,2,5
2451010-003,24,510,10-003,141,13,2,0,2,0
2451010-004,24,510,10-004,251,3,1,5,0,1
2451011-001,24,510,11-001,1011.19,54.58,10.53,12.45,4.79,11.49
2451011-002,24,510,11-002,248,17,1,3,0,0
2451011-003,24,510,11-003,938,45,3,14,2,4
2451011-004,24,510,11-004,34,2,0,1,0,0
2451011-005,24,510,11-005,840,36,2,5,1,4
2451011-006,24,510,11-006,1361.27,96.61,8.14,19.16,2.03,6.14
2451011-007,24,510,11-007,915,50,9,16,5,3
2451012-001,24,510,12-001,1707.65,196.14,9.12,12.12,4,12.17
2451012-002,24,510,12-002,150,31,4,0,0,3
2451012-003,24,510,12-003,421.82,41.01,4.88,3.91,0,2.93
2451012-004,24,510,12-004,608.16,44.18,4.7,4.7,0,6.58
2451012-005,24,510,12-005,698,34,3,9,2,4
2451012-006,24,510,12-006,530,32,8,5,1,7
2451012-007,24,510,12-007,822,24,8,11,0,7
2451012-008,24,510,12-008,857,45,9,22,2,16
2451012-009,24,510,12-009,1063.33,145.75,5.85,16.64,1.48,11.58
2451012-010,24,510,12-010,739,34,6,13,2,8
2451012-011,24,510,12-011,462,19,5,8,1,3
2451012-012,24,510,12-012,990.81,30.42,2.47,11.55,1.21,14.51
2451012-013,24,510,12-013,33.37,2.67,0.3,0.27,0,0.32
2451013-001,24,510,13-001,900,72,8,3,0,5
2451013-002,24,510,13-002,742,134,8,5,2,6
2451013-003,24,510,13-003,1342,249,18,11,3,8
2451013-004,24,510,13-004,671,170,10,8,1,4
2451013-005,24,510,13-005,542,92,10,6,0,2
2451013-006,24,510,13-006,734.11,17.87,5.52,6.07,2.77,4.06
2451013-007,24,510,13-007,559,13,1,3,2,2
2451013-008,24,510,13-008,872,26,2,12,0,3
2451013-009,24,510,13-009,149.11,3.5,1.5,1,0.25,1
2451013-010,24,510,13-010,840.78,37.63,1.98,6.93,1.98,5.94
2451013-011,24,510,13-011,1310.67,174.25,15.15,11.36,8.52,10.42
2451013-012,24,510,13-012,1079,125,12,10,3,10
2451013-013,24,510,13-013,74,9,0,0,0,0
2451014-001,24,510,14-001,530,28,2,9,2,8
2451014-002,24,510,14-002,509,23,3,5,2,1
2451014-003,24,510,14-003,344,5,2,3,1,4
2451014-004,24,510,14-004,1089,46,6,8,2,8
2451014-005,24,510,14-005,170,9,2,1,1,0
2451015-001,24,510,15-001,759,36,2,3,5,0
2451015-002,24,510,15-002,485,22,1,4,1,2
2451015-003,24,510,15-003,1288,41,3,7,1,6
2451015-004,24,510,15-004,448,16,1,4,0,2
2451015-005,24,510,15-005,774,26,4,6,2,1
2451015-006,24,510,15-006,904,27,0,6,2,6
2451015-007,24,510,15-007,732,20,3,2,2,2
2451015-008,24,510,15-008,447,21,0,3,4,3
2451015-009,24,510,15-009,1213,48,8,5,6,5
2451015-010,24,510,15-010,743.95,29.48,4.91,2.95,2.95,2.95
2451015-011,24,510,15-011,618.69,20.51,3.08,6.05,0.05,2.05
2451015-012,24,510,15-012,104,2,0,2,0,2
2451015-013,24,510,15-013,319,8,1,1,1,0
2451015-014,24,510,15-014,705,16,3,0,0,0
2451015-015,24,510,15-015,310,8,1,0,2,1
2451015-016,24,510,15-016,323,9,1,1,1,1
2451015-017,24,510,15-017,629,14,1,2,2,3
2451015-018,24,510,15-018,1017,38,3,5,4,4
2451015-019,24,510,15-019,28,3,0,0,0,0
2451015-020,24,510,15-020,1009,24,4,3,1,2
2451015-021,24,510,15-021,555,14,0,1,1,3
2451015-022,24,510,15-022,463,17,3,2,0,1
2451015-023,24,510,15-023,711,27,1,1,4,6
2451015-024,24,510,15-024,814,38,3,3,2,0
2451015-025,24,510,15-025,275,19,1,1,2,0
2451016-001,24,510,16-001,309,6,0,2,1,1
2451016-002,24,510,16-002,464,12,1,6,1,1
2451016-003,24,510,16-003,281,14,1,0,0,2
2451016-004,24,510,16-004,179,10,1,0,0,1
2451016-005,24,510,16-005,728,28,5,5,0,2
2451016-006,24,510,16-006,750,11,2,3,0,7
2451016-007,24,510,16-007,584.91,19.94,2.85,6.65,0.95,0
2451016-008,24,510,16-008,402.81,8.2,1.03,2.07,1.01,1
2451016-009,24,510,16-009,557,12,4,3,3,4
2451016-010,24,510,16-010,359,5,1,1,0,2
2451016-011,24,510,16-011,318,7,1,0,0,2
2451016-012,24,510,16-012,673,23,4,2,2,3
2451016-013,24,510,16-013,756,20,2,1,1,3
2451016-014,24,510,16-014,1535,34,5,3,3,8
2451017-001,24,510,17-001,81,4,0,0,0,1
2451017-002,24,510,17-002,1226,53,5,15,4,6
2451018-001,24,510,18-001,362,13,2,4,0,3
2451018-002,24,510,18-002,694,72,3,5,0,6
2451019-001,24,510,19-001,511,8,2,3,0,2
2451019-002,24,510,19-002,636,85,7,5,7,3
2451019-003,24,510,19-003,69,4,0,0,0,1
2451020-001,24,510,20-001,607,17,2,1,1,2
2451020-002,24,510,20-002,241,9,0,2,0,3
2451020-003,24,510,20-003,670,22,3,6,3,2
2451020-004,24,510,20-004,133.28,6.86,0.12,1.29,0.04,0
2451020-005,24,510,20-005,443,8,0,2,1,1
2451020-006,24,510,20-006,1476,28,4,2,4,7
2451020-007,24,510,20-007,955,51,3,1,3,4
2451020-008,24,510,20-008,294,23,4,4,0,2
2451020-009,24,510,20-009,202,59,2,2,1,3
2451020-010,24,510,20-010,130.8,25.98,0,0,2.69,0
2451020-011,24,510,20-011,321,67,2,2,1,1
2451020-012,24,510,20-012,0,0,0,0,0,0
2451021-001,24,510,21-001,462.41,44.87,7.33,5.49,0,0
2451021-002,24,510,21-002,922.59,66.13,8.67,2.51,1,3
2451021-003,24,510,21-003,754.91,125.32,2.98,6.96,2.98,9.95
2451021-004,24,510,21-004,241.91,35.66,5.78,2.89,0,2.89
2451021-005,24,510,21-005,0,0,0,0,0,0
2451022-001,24,510,22-001,725.32,142.11,5.54,2.77,0,7.38
2451022-002,24,510,22-002,913,130,17,2,0,4
2451023-001,24,510,23-001,766,151,23,3,3,9
2451023-002,24,510,23-002,624.86,92.29,8.65,2.88,1.92,2.88
2451023-003,24,510,23-003,907.19,275.44,26.81,3.58,1.72,10.65
2451024-001,24,510,24-001,590.69,155.91,13.11,1.34,1.34,6.4
2451024-002,24,510,24-002,509,87,14,3,0,5
2451024-003,24,510,24-003,807.79,206.38,18.48,1.54,1.54,10.78
2451024-004,24,510,24-004,1347.33,354.56,20.8,8.51,0.95,20.8
2451024-005,24,510,24-005,2121.09,642.44,49.64,7.64,3.82,26.73
2451025-001,24,510,25-001,1576,114,9,8,1,4
2451025-002,24,510,25-002,996,58,4,3,2,4
2451025-003,24,510,25-003,603.37,390.06,15.94,7.96,2.99,6.97
2451025-004,24,510,25-004,628.29,473.7,16.02,5.04,3.33,7.05
2451025-005,24,510,25-005,691.47,125.38,3.74,5.61,4.68,2.81
2451025-006,24,510,25-006,426,20,0,8,2,0
2451025-007,24,510,25-007,175.4,17.62,2.01,0.29,0.99,0.13
2451025-008,24,510,25-008,832.43,41.13,4.9,10.77,4.9,2.94
2451025-009,24,510,25-009,508,7,4,3,3,1
2451025-010,24,510,25-010,567.11,24.01,2.77,7.39,1.85,1.85
2451025-011,24,510,25-011,129.15,99.35,3.61,0.9,0,0
2451025-012,24,510,25-012,326,169,3,1,5,4
2451025-013,24,510,25-013,200.16,101.68,3.14,2.05,0.01,1.97
2451025-014,24,510,25-014,317.31,41.75,3.71,4.64,0.93,0.93
2451025-015,24,510,25-015,410.47,93.14,3.31,5.35,1.06,1.1
2451025-016,24,510,25-016,1500.15,300.65,11.91,11.52,4.56,8.08
2451025-017,24,510,25-017,154,39,1,2,0,0
2451025-018,24,510,25-018,107.45,21.89,3.98,0.99,0.99,1.99
2451026-001,24,510,26-001,62.07,63.06,2.96,0,2.96,0.99
2451026-002,24,510,26-002,513,141,5,5,2,3
2451026-003,24,510,26-003,337,293,2,1,1,4
2451026-004,24,510,26-004,279,167,6,0,1,1
2451026-005,24,510,26-005,183.98,101.79,3.7,2.08,0.04,1.19
2451026-006,24,510,26-006,277,176,6,4,0,5
2451026-007,24,510,26-007,616.02,192.21,17.3,1.92,0.96,4.81
2451026-008,24,510,26-008,771.22,219.14,25.39,4.7,0,9.41
2451026-009,24,510,26-009,1568,517,49,8,3,17
2451026-010,24,510,26-010,897,224,19,6,2,6
2451026-011,24,510,26-011,292,94,6,1,3,2
2451026-012,24,510,26-012,178,19,1,2,0,0
2451026-013,24,510,26-013,160,194,4,1,1,0
2451026-014,24,510,26-014,139,144,4,1,0,1
2451026-015,24,510,26-015,826,35,1,5,0,6
2451026-016,24,510,26-016,665.7,26.99,1,5,1,1
2451026-017,24,510,26-017,282,13,0,0,1,2
2451026-018,24,510,26-018,588,40,0,3,1,1
2451026-019,24,510,26-019,716,28,4,6,1,1
2451026-020,24,510,26-020,358,14,0,1,0,2
2451026-021,24,510,26-021,452,14,1,3,1,1
2451026-022,24,510,26-022,394,20,3,0,0,3
2451026-023,24,510,26-023,600,27,4,3,1,1
2451026-024,24,510,26-024,1135,46,7,7,3,4
2451026-025,24,510,26-025,714.3,39.01,4,4,2,2
2451026-026,24,510,26-026,858,121,14,6,3,2
2451026-027,24,510,26-027,789,71,4,1,2,4
2451026-028,24,510,26-028,679,37,1,5,0,1
2451026-029,24,510,26-029,2225,135,6,11,2,5
2451026-030,24,510,26-030,496,72,6,3,1,2
2451026-031,24,510,26-031,384,107,7,3,1,3
2451026-032,24,510,26-032,884,40,1,3,0,3
2451026-033,24,510,26-033,827,27,2,4,1,2
2451027-001,24,510,27-001,1186,145,6,13,3,11
2451027-002,24,510,27-002,436,59,7,3,0,2
2451027-003,24,510,27-003,402,50,1,3,0,4
2451027-004,24,510,27-004,318,45,5,3,0,0
2451027-005,24,510,27-005,1308,204,12,6,2,7
2451027-006,24,510,27-006,1664,158,5,10,1,17
2451027-007,24,510,27-007,661.65,58.09,1.21,1.08,0.04,4.08
2451027-008,24,510,27-008,1234.13,204.73,10.52,3.83,1.91,3.83
2451027-009,24,510,27-009,812.22,167.18,10.27,7.1,1.05,3.1
2451027-010,24,510,27-010,313,141,4,5,0,7
2451027-011,24,510,27-011,1089,358,22,11,3,11
2451027-012,24,510,27-012,289,92,1,2,3,2
2451027-013,24,510,27-013,1297.14,206.09,10,12,3,15.01
2451027-014,24,510,27-014,1355,265,20,9,3,13
2451027-015,24,510,27-015,1200.83,91.43,4.03,3,3,10.99
2451027-016,24,510,27-016,414.7,47.3,5.02,1,1,6
2451027-017,24,510,27-017,710,68,7,4,3,6
2451027-018,24,510,27-018,991,102,7,6,3,8
2451027-019,24,510,27-019,381.33,13.18,0.94,0,0,0
2451027-020,24,510,27-020,1438,65,6,3,0,2
2451027-021,24,510,27-021,1471,45,8,8,4,7
2451027-022,24,510,27-022,1597,51,3,4,2,6
2451027-023,24,510,27-023,380,15,1,1,0,0
2451027-024,24,510,27-024,343,7,0,2,1,1
2451027-025,24,510,27-025,761,27,1,4,1,0
2451027-026,24,510,27-026,523,15,2,1,2,6
2451027-027,24,510,27-027,1008,22,2,3,0,2
2451027-028,24,510,27-028,585.97,18.69,0,4.88,0.81,0
2451027-029,24,510,27-029,628.03,23.31,1,3.12,0.19,2
2451027-030,24,510,27-030,811,25,1,6,0,3
2451027-031,24,510,27-031,1349,48,3,8,3,5
2451027-032,24,510,27-032,1432,115,11,8,4,8
2451027-033,24,510,27-033,1447,70,9,6,4,9
2451027-034,24,510,27-034,706,25,4,3,1,0
2451027-035,24,510,27-035,1406,54,13,14,3,4
2451027-036,24,510,27-036,412,19,0,3,0,4
2451027-037,24,510,27-037,411,82,7,4,1,3
2451027-038,24,510,27-038,769,68,5,9,2,7
2451027-039,24,510,27-039,559,97,2,4,0,8
2451027-040,24,510,27-040,971,206,14,8,2,11
2451027-041,24,510,27-041,1232,211,18,15,4,12
2451027-042,24,510,27-042,1140,165,14,8,0,12
2451027-043,24,510,27-043,555,96,9,0,1,1
2451027-044,24,510,27-044,866,92,9,5,3,8
2451027-045,24,510,27-045,1188.32,147.33,8.72,5.82,0.97,6.78
2451027-046,24,510,27-046,615,84,5,4,0,4
2451027-047,24,510,27-047,717.68,141.67,8.28,1.18,3.03,3.22
2451027-048,24,510,27-048,524.27,40.05,1.82,0.91,1.82,2.73
2451027-049,24,510,27-049,1906,394,14,10,2,18
2451027-050,24,510,27-050,870,43,7,6,2,3
2451027-051,24,510,27-051,129,10,0,0,0,0
2451027-052,24,510,27-052,1347.73,40.95,4.18,10.09,6.18,9.27
2451027-053,24,510,27-053,688,15,1,3,2,2
2451027-054,24,510,27-054,220,5,2,1,1,0
2451027-055,24,510,27-055,300,6,0,0,0,0
2451027-056,24,510,27-056,424,3,1,1,1,4
2451027-057,24,510,27-057,950,24,1,2,3,3
2451027-058,24,510,27-058,290,8,0,1,0,0
2451027-059,24,510,27-059,461,23,2,3,0,0
2451027-060,24,510,27-060,785,171,2,3,2,0
2451027-061,24,510,27-061,399.21,82.99,1.08,1.01,1.04,1.09
2451027-062,24,510,27-062,697.79,483.01,7.92,0.99,3.96,8.91
2451027-063,24,510,27-063,773.47,454.58,16.71,3.21,3.12,9.75
2451027-064,24,510,27-064,541.53,659.42,16.29,4.79,2.88,17.25
2451027-065,24,510,27-065,1022,987,18,3,4,17
2451027-066,24,510,27-066,635,993,14,8,2,15
2451027-067,24,510,27-067,871,358,7,4,4,11
2451028-001,24,510,28-001,691.89,31.32,2.85,2.85,0.95,1.9
2451028-002,24,510,28-002,1205,41,6,12,4,4
2451028-003,24,510,28-003,245,7,0,2,0,5
2451028-004,24,510,28-004,384,17,1,1,0,3
2451028-005,24,510,28-005,929,32,4,4,4,4
2451028-006,24,510,28-006,1353,48,4,7,4,4
2451028-007,24,510,28-007,675,23,2,3,2,4
2451028-008,24,510,28-008,803.89,24.42,3.76,4.7,1.88,1.88
2451028-009,24,510,28-009,1083.47,59.59,7.25,5.31,3.12,6.12
2451028-010,24,510,28-010,1285,75,2,3,3,3
2451028-011,24,510,28-011,1161,47,6,6,0,3
2451028-012,24,510,28-012,937,72,10,4,0,6
2451028-013,24,510,28-013,748,25,1,4,0,2
2451028-014,24,510,28-014,271,18,2,4,0,0
2451028-015,24,510,28-015,1011,122,11,8,1,7
24510ZZZZZZ,24,510,ZZZZZZ,683.7,170.36,14.69,3.26,1.26,7.01
