GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREOTH,G16USSRSZE,G16USSDVAN,G16USSGFLO,G16USSOTH,G16H01RHAR,G16H01DWER,G16H01LBEE,G16H01OTH,G16H02RMCD,G16H02DRUP,G16H02LKAS,G16H02OTH,G16H03RPLA,G16H03DSAR,G16H03GEZE,G16H03OTH,G16H04RMCD,G16H04DBRO,G16H04LKRA,G16H04GCLA,G16H04OTH,G16H05RARN,G16H05DHOY,G16H05LSUM,G16H05OTH,G16H06RHOE,G16H06DDEL,G16H06LHOW,G16H06GGLU,G16H06OTH,G16H07RVAU,G16H07DCUM,G16H07GHOE,G16H07OTH,G16H08RCOX,G16H08DRAS,G16H08LWUN,G16H08GWAL,G16H08OTH
2403104-003,24,031,04-003,553.1,2035.46,85.51,56.79,61.03,598.58,2066.22,89.23,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667.56,1960.97,54.22,92.93,3.19
2403104-004,24,031,04-004,47.86,280.96,9.79,5.57,10.05,57.16,275.83,14.73,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.26,270.87,6.99,14.3,0.58
2403104-005,24,031,04-005,471.04,1433.54,30.49,29.23,27.29,479.21,1386.85,75.44,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505.6,1329.17,37.3,97.41,0.02
2403104-006,24,031,04-006,420,1477.49,49.88,54.87,31.92,405.04,1496.45,109.74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465.89,1377.73,34.92,127.7,1
2403104-007,24,031,04-007,472.74,1442.96,40.87,37.54,26.69,431.96,1480.71,76.25,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507.79,1380.27,41.34,76.43,1.01
2403104-008,24,031,04-008,574.13,3324.16,104.07,46.71,118.25,715.69,3263.3,133.22,6.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771.76,3169.28,77.79,151.22,7.94
2403104-009,24,031,04-009,222.15,1043.71,47.88,28.73,17.24,250.87,1060.94,30.64,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.9,974.76,30.64,67.03,0.96
2403104-010,24,031,04-010,396.3,1626.54,78.67,21.38,61.7,488.95,1645.17,31.02,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557.29,1553.82,39.48,36,1.04
2403104-011,24,031,04-011,93.47,214.45,0.04,1.03,5.03,90.48,223.41,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.51,216.35,1.04,1.1,3
2403104-012,24,031,04-012,534,1701,75,35,70,612,1747,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,1567,18,39,0,0,0,0,0,0,0,0,0,0
2403104-013,24,031,04-013,381.98,1521.94,45,9,44,476.98,1479.94,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511.98,1472.94,21,21,4
2403104-014,24,031,04-014,449.2,1925.51,72.36,32.76,60.42,507.61,1930.58,68.4,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,4.22,0.15,0.12,0.01,0,0,0,0,576.1,1835.04,34.59,82.02,7.91
2403104-015,24,031,04-015,182.08,877.35,17.35,27.91,16.44,176.42,872.28,52.05,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.19,838.83,20.35,51.97,0.96
2403104-016,24,031,04-016,651.78,1915.99,44.5,52.03,64.99,719.73,1892.69,56.15,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,3.11,0.07,0.05,0.01,0,0,0,0,801.9,1740,39.3,76.57,5.9
2403104-017,24,031,04-017,317.23,1429.34,28.33,40.41,34.18,313.06,1455.33,42.44,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.15,1407.32,27.07,44.74,1.05
2403104-018,24,031,04-018,481.96,1704.74,60.18,22.21,49.61,562.5,1709.81,57.29,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,2.43,0.06,0.07,0.01,0,0,0,0,613.63,1651.48,29.05,57.36,4.07
2403104-019,24,031,04-019,305.38,884.02,43.98,29.96,27.05,327.59,908.88,41.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.47,828.96,28.97,23.97,1,0,0,0,0,0,0,0,0,0
2403104-020,24,031,04-020,563.65,1506.5,62.22,24.63,87.68,672.95,1514.89,35.93,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708.07,1342.84,35.73,22.57,5.64,0,0,0,0,2.78,6.02,0.14,0.27,0.02
2403104-021,24,031,04-021,399.96,1460.03,49.58,26.82,50.95,461.92,1465.58,57.76,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.14,0,0,0,0,0,0,0,521.09,1401.04,23.6,58.12,8.07
2403104-023,24,031,04-023,56,113,5,0,5,61,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,96,4,1,0,0,0,0,0,0,0,0,0,0
2403104-024,24,031,04-024,387.82,1326.92,37.88,29.91,34.89,440.65,1303.99,43.86,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522.4,1199.31,20.94,41.87,3.99
2403104-025,24,031,04-025,302.73,938.65,45.73,13.12,29.15,339.89,962.85,19.65,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.31,66.96,1.78,1.13,0.28,0,0,0,0,345.13,840.04,11.91,16.88,3.97
2403104-026,24,031,04-026,319.33,1321.43,42.19,33.56,33.56,348.1,1287.87,73.84,7.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386.46,1233.21,34.52,81.51,3.84
2403104-027,24,031,04-027,73.27,412.34,10.88,10.95,7.04,80.44,401.34,19.28,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.41,389.68,4.56,22.99,0.01
2403104-028,24,031,04-028,151.23,914.86,26.09,18.39,23.08,162.49,916.48,37.21,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.07,902.46,18.8,35.32,0.06
2403104-029,24,031,04-029,214,549,12,8,10,245,513,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,455,12,10,1
2403104-030,24,031,04-030,336.47,1423.8,58.04,21.94,35.14,359.38,1423.97,60.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398.08,1367.69,41.01,51.14,0
2403104-031,24,031,04-031,326.59,1761.49,44.12,38.07,53.12,363.71,1761.43,63.19,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.77,1708.37,40.09,65.18,0.01
2403104-032,24,031,04-032,173,689,24,12,40,223,693,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,609,10,21,3,0,0,0,0,0,0,0,0,0
2403104-033,24,031,04-033,19.12,111.11,5.46,0,4.55,20.95,114.75,6.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.12,122.03,2.73,2.73,0
2403104-034,24,031,04-034,435.35,1017.18,44.97,24.88,42.1,507.11,1013.35,34.45,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502.3,939.54,25.83,20.09,0.96,0,0,0,0,0.03,0.13,0,0.01,0
2403104-035,24,031,04-035,59,175,3,1,5,66,157,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,140,1,5,0,0,0,0,0,0,0,0,0,0
2403104-036,24,031,04-036,0.17,0.85,0.03,0.01,0.02,0.18,0.85,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.81,0.02,0.05,0
2403104-037,24,031,04-037,36.47,152.56,5.03,3.37,3.35,42.32,148.36,6.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.94,141.66,3.34,7.16,0
2403104-038,24,031,04-038,4.74,63.28,1.14,0.09,1.05,1.81,71.34,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89,66.07,1.1,1.21,0
2403104-040,24,031,04-040,12.69,116.73,1.53,0.9,3.44,16.39,107.83,4.6,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.43,114.52,5.51,1.68,0.03
2403104-041,24,031,04-041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403104-042,24,031,04-042,2.81,8.3,0.13,0.16,0.2,2.17,9.08,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,0,0,0,0,0,0,0,2.42,5.24,0.12,0.23,0.02
2403104-043,24,031,04-043,12.59,71.07,1.4,1.93,0.88,12.77,71.31,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.87,70.26,0.18,4.03,0
2403105-001,24,031,05-001,424.15,1759.47,49.9,49.9,39.92,429.14,1777.44,73.85,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.97,1666.66,35.93,82.83,9.98
2403105-002,24,031,05-002,156,1828,35,27,32,166,1804,66,1,0,0,0,0,0,0,0,0,183,1794,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403105-003,24,031,05-003,385.17,2342.44,38.33,49.13,29.48,377.31,2330.68,95.31,0.01,0,0,0,0,0,0,0,0,391.87,2309.97,92.32,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,1.03,0.02,0.05,0
2403105-004,24,031,05-004,290.75,1379.84,15.77,10.84,21.68,269.07,1362.1,32.52,0.99,0,0,0,0,0,0,0,0,272.03,1369,14.78,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403105-005,24,031,05-005,222.73,1375.56,34.07,35.2,25.23,224.09,1397.86,55.34,7.84,0,0,0,0,0,0,0,0,1.23,18.48,0.6,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.64,1340.51,25.88,65.75,5.92
2403105-006,24,031,05-006,349.92,2028.95,32.81,46.72,49.7,409.57,1942.46,74.56,2.98,0,0,0,0,0,0,0,0,411.56,1912.64,75.55,7.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403105-008,24,031,05-008,320.85,1681.53,34.1,25.1,58.08,351.86,1700.57,62.15,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.03,1628.34,31.07,80.17,4.02
2403105-009,24,031,05-009,531.49,1831.51,51.85,49.07,52.78,560.19,1828.73,88.89,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620.38,1765.77,37.04,94.45,7.41
2403105-010,24,031,05-010,197,1276,19,25,17,195,1300,32,3,0,0,0,0,0,0,0,0,208,1250,54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403105-011,24,031,05-011,249,1498,33,27,22,253,1475,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,1460,22,63,1
2403105-012,24,031,05-012,472.25,2542.16,52.23,43.16,34.32,493.93,2452.9,96.48,5.01,0,0,0,0,0,0,0,0,531.97,2447,69.22,8.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403105-013,24,031,05-013,141.14,2635.79,26.11,30.11,22.1,153.07,2566.47,71.99,1.06,0,0,0,0,0,0,0,0,166.77,2505.52,81.4,2.98,0.47,2.24,0.04,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,10.61,0.21,0.52,0.05
2403105-014,24,031,05-014,164.98,1359.37,17.78,28.65,9.88,143.25,1319.85,65.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.31,1231.93,38.53,137.32,0
2403105-015,24,031,05-015,565.73,1284.88,62.57,26.27,36.28,623.15,1296.68,55.64,3.01,0,0,0,0,0,0,0,0,615.11,1277.8,53.42,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403105-016,24,031,05-016,493.17,1874.47,64.7,39.94,46.47,508.45,1963.44,45.92,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576.01,1856.25,42.64,65.56,0.11
2403105-017,24,031,05-017,360,1471,45,33,40,403,1466,54,3,0,0,0,0,0,0,0,0,425,1424,62,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403105-018,24,031,05-018,394.03,743.79,47.97,22.24,23.07,428.55,728.94,51.8,1.32,0,0,0,0,0,0,0,0,396.92,683.42,32.59,2.96,30.59,46.54,2.98,1.8,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403105-019,24,031,05-019,441,1082,49,18,43,488,1065,42,1,0,0,0,0,0,0,0,0,519,1038,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403105-021,24,031,05-021,169,1990,26,34,20,206,1897,60,1,0,0,0,0,0,0,0,0,211,1879,75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403105-022,24,031,05-022,199.75,848.3,16.02,8.95,49.6,236.44,839.23,36.24,1.09,0,0,0,0,0,0,0,0,2.44,11.36,0.45,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.55,798.62,13.53,24.94,2.14
2403105-023,24,031,05-023,271.97,2073.78,45,26,40,314.97,2018.78,61.99,3,0,0,0,0,0,0,0,0,309.97,2020.78,75.99,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403106-001,24,031,06-001,661,948,75,9,41,766,897,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774,818,21,26,0,0,0,0,0,0,0,0,0,0
2403106-002,24,031,06-002,722.39,1582.67,63.95,21.51,48.01,825.15,1539.55,37.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864.84,1388.88,19.44,26.63,3,0,0,0,0,0,0,0,0,0
2403106-003,24,031,06-003,519.65,1351.64,60.5,26.92,44.03,551.24,1342.87,66.05,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570.96,1242.72,40.07,30.88,0.08,0,0,0,0,0,0,0,0,0
2403106-004,24,031,06-004,408.95,1473.82,68.99,22,49.99,468.94,1492.82,56.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489.94,1349.83,27,58.99,3,0,0,0,0,0,0,0,0,0
2403106-005,24,031,06-005,866.12,2053.47,100.01,34.01,75.01,981.13,2019.46,85.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985.14,1894.41,46.01,48.01,0,0,0,0,0,0,0,0,0,0
2403106-006,24,031,06-006,566,1812,52,26,55,572,1822,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,1617,33,35,1,0,0,0,0,0,0,0,0,0
2403106-007,24,031,06-007,655.91,1902.15,70.56,33.79,49.69,731.44,1861.4,66.59,4.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770.2,1684.5,44.72,47.7,5.96,0,0,0,0,0,0,0,0,0
2403106-008,24,031,06-008,399.3,1198.93,42.71,16.89,16.89,406.26,1205.88,37.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,1087.68,14.9,17.88,0,0,0,0,0,0,0,0,0,0
2403106-009,24,031,06-009,795.61,1263.33,61.05,32.49,64.99,908.85,1191.45,69.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953.16,1084.12,28.56,40.37,0,0,0,0,0,0,0,0,0,0
2403106-010,24,031,06-010,444.99,1905.99,36.43,51.19,34.46,410.54,1913.87,85.65,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428.26,1778.01,28.55,53.16,2.95,0,0,0,0,0,0,0,0,0
2403106-011,24,031,06-011,20.01,34.25,0.47,0.17,1.2,19.15,40.26,0.33,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.27,37.29,0.21,0.19,0.01,0,0,0,0,0,0,0,0,0
2403106-013,24,031,06-013,308.86,1181.45,27.99,24.99,31.99,330.85,1158.47,46.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362.83,1048.52,20.99,29.99,0,0,0,0,0,0,0,0,0,0
2403106-014,24,031,06-014,244.75,754.26,29.29,15.12,20.12,262.8,723.3,50.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06,7.49,0.1,0.12,0,0,0,0,0,301,663,23,46,0
2403106-015,24,031,06-015,595.99,1819.75,70.53,25.83,29.8,615.85,1820.74,49.67,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633.73,1676.71,31.79,28.81,0.99,0,0,0,0,0,0,0,0,0
2403106-016,24,031,06-016,8.04,20.71,0.94,0.41,0.68,8.54,20.58,1.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.85,19.04,0.62,0.47,0,0,0,0,0,0,0,0,0,0
2403107-001,24,031,07-001,192.47,950.73,25.15,2.9,26.11,233.09,891.73,38.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.92,864.65,25.15,56.1,0
2403107-002,24,031,07-002,278,1395,37,15,77,410,1360,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,1284,18,23,4
2403107-003,24,031,07-003,342.03,2041.74,34,33.33,63.15,431.25,2022.98,40.97,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485.34,1987.47,27.45,50.03,2.06
2403107-004,24,031,07-004,340,2241,75,27,70,476,2170,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,2108,40,63,4
2403107-005,24,031,07-005,191.59,1349.44,44.67,21.27,66.71,283.58,1367.45,26.39,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324.98,1303.42,27.33,27.48,4.03
2403107-006,24,031,07-006,179.48,957,50.85,17.1,27.88,285.85,890.02,23.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.01,865.11,13.85,33.89,2
2403107-007,24,031,07-007,190.02,1478.13,49.69,22.5,49.88,277.67,1468.5,25.22,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.83,1420.14,20.11,44.12,2.1
2403107-008,24,031,07-008,255.09,1773.54,59.02,39.01,38.01,357.11,1688.53,71.01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.13,1678.51,57.01,57.02,6
2403107-009,24,031,07-009,270.36,1622.56,45.85,30.97,42.61,333.04,1605.38,45.24,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384.78,1544.32,33.51,50.45,2.16
2403107-010,24,031,07-010,371.48,2063.13,61.5,35.89,48.81,453.01,2042.57,60.35,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517.78,1968.09,29.54,58.62,4.38
2403107-011,24,031,07-011,247.39,2159.79,63.26,28.33,75.36,339.4,2137.3,64.78,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361.43,2110.11,58.7,59.72,2.08
2403107-012,24,031,07-012,265,1638,37,20,58,360,1613,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,1552,18,34,2
2403107-013,24,031,07-013,415,1892,75,26,97,566,1895,38,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,1767,35,51,4
2403107-015,24,031,07-015,481.06,2027.27,59.28,32.07,76.78,606.43,2003.95,31.1,4.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704.59,1882.46,26.24,49.56,5.83
2403107-016,24,031,07-016,223.92,1261.81,47.68,28.57,43.16,282.37,1288.31,36.34,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.85,1224.11,25.75,36.37,0.04
2403107-018,24,031,07-018,285.53,2006.44,47.43,19.52,62.04,374.55,1998.29,24.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444.44,1895.86,32.75,37.44,2.15
2403107-019,24,031,07-019,609.11,2871.74,80.02,37.6,91.82,734.67,2858.42,67.94,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832.81,2767.18,32.42,77.89,14.07
2403107-020,24,031,07-020,371.78,1676.53,57.8,36.89,51.83,442.54,1668.59,59.8,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495.36,1561.98,39.86,79.73,7.97
2403107-021,24,031,07-021,155,757,28,3,47,241,737,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,694,5,8,2
2403107-022,24,031,07-022,211.64,1406.04,41.41,18.4,48.77,284.34,1404.2,29.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319.3,1362.79,21.16,29.45,1.84
2403107-023,24,031,07-023,548.82,2319.46,62.16,33.07,102.19,691.1,2294.46,55.11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776.24,2186.3,35.08,71.11,6.01
2403107-024,24,031,07-024,287.76,1457.34,51.2,13.24,56.49,390.15,1454.7,21.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470.48,1346.12,23.83,25.6,1.77
2403107-025,24,031,07-025,341.11,1574.61,43.37,43.83,44.37,397.13,1596.51,49.88,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.77,1532.21,28.31,70.39,2.03
2403107-026,24,031,07-026,265.59,2201.08,51.06,47.18,54.76,334.93,2170.21,61,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.74,2125.75,40.18,59.16,1.82
2403107-027,24,031,07-027,235.24,1410.66,60.8,13.76,78.51,404.85,1363.3,20.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504.52,1260.88,19.17,13.4,2.23
2403107-028,24,031,07-028,283.62,1110.29,37.25,3.16,45.23,348.92,1101.25,20.26,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379.15,1050.79,23.17,29.35,0.03
2403107-031,24,031,07-031,129.62,741.82,20.5,10.98,14.65,125.96,733.04,27.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.94,708.87,19.77,30.76,1.46
2403107-032,24,031,07-032,230.01,675.03,24,8,38,278.01,685.03,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327.01,633.03,10,7,6
2403108-001,24,031,08-001,829,2149,93,40,89,964,2090,82,5,0,0,0,0,0,0,0,0,967,2113,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403108-002,24,031,08-002,1034.69,2233.84,103.17,42.83,84.68,1119.39,2220.21,105.12,4.87,0,0,0,0,0,0,0,0,1173.88,2169.6,80.78,5.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403108-003,24,031,08-003,766.98,1680.65,76.04,33.57,81.97,858.62,1657.56,79.81,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875.38,1529.29,29.59,71.46,6.02,0,0,0,0,0.14,0.57,0.01,0.03,0
2403108-004,24,031,08-004,397,784,47,11,40,485,737,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,669,19,39,0
