GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVRHOG,G18GOVDJEA,G18GOVLQUI,G18GOVGSCH,G18GOVOWRI,G18COMRPHU,G18COMDFRA,G18COMOWRI,G18ATGRWOL,G18ATGDFRO,G18ATGOWRI,G18USSRCAM,G18USSDCAR,G18USSLVOH,G18USSISIM,G18USSOWRI
2403321-003,24,033,21-003,545.3,1186.7,11,22.3,1.5,202,1516,2.3,181.6,1552.1,2.4,160.5,1539,14.8,33.5,5.4
2403321-004,24,033,21-004,456.5,737,3.9,12.7,2,187.7,985.2,0,196.5,979.4,2,181.8,986.2,6.8,20.5,2
2403321-005,24,033,21-005,320.4,675.7,3,6,0,113.4,861.8,1,129.4,859.8,0,116.4,855.9,9.9,20.9,0
2403321-006,24,033,21-006,750,1093,7,11,0,280,1504,1,306,1494,1,234,1475,22,84,6
2403321-007,24,033,21-007,692.2,690.5,8.2,4.6,6.4,281.6,1037.9,4.6,326.4,999.5,0.9,266.1,1021.5,12.8,43.9,3.7
2403321-008,24,033,21-008,371.1,1586.2,15.2,7.5,0.4,127.4,1815.3,2.4,105.2,1866.9,3.2,76.2,1864.3,13.8,34.7,3.7
2403321-009,24,033,21-009,294.1,399.4,10.1,6,0.3,107,577.5,2.2,109.3,576.5,4.9,92.7,576.7,12.2,14.8,0.2
2403321-010,24,033,21-010,573.9,742.1,8.9,10.9,2,258.3,1010.3,0,276.1,997.4,3,239.5,995.4,16.8,40.6,3
2403321-011,24,033,21-011,384.6,1115.5,3,8,2,139.4,1356.7,0,130.4,1377.8,0,105.3,1377.8,12,20.1,0
2403321-012,24,033,21-012,252.1,341.4,1.9,1,0.3,81.4,491.3,0.6,94.6,483.2,0.2,85.2,482.3,8.3,14.3,0.4
2403321-013,24,033,21-013,482.6,1494,5,10.2,0.3,140.4,1798,1.4,135.6,1841.3,1.4,124.7,1829.9,9.7,22.2,1
2403321-014,24,033,21-014,387.7,620.7,0.1,5.2,2,132.2,859.9,1,149.6,837.7,2,130,828.6,10.2,18.7,3
2403321-015,24,033,21-015,293.2,438.2,1,7.8,2,115.3,594.6,1,131,585.8,0,105.6,579,8.8,27.4,0
2403321-016,24,033,21-016,246.6,600.4,2.8,0.2,0,71.5,760.6,0.1,70.7,772.1,0.1,61.3,771.2,1.2,11,0.8
2403321-017,24,033,21-017,165.9,386.6,3.8,2.5,1.6,71.1,451.2,1,53.4,487.6,0.9,39.1,488.1,8.1,22.4,2.5
2403321-018,24,033,21-018,399.3,1092.2,9,3,4,103.7,1387.5,1,92.7,1403.7,3,82.6,1397.7,10,17.1,0
2403321-019,24,033,21-019,15.1,27.2,0.1,0.3,0.1,5.8,35.5,0.1,5.6,36.8,0,4.7,35.9,0.4,1.4,0.1
2403321-091,24,033,21-091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-092,24,033,21-092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-094,24,033,21-094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-095,24,033,21-095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-096,24,033,21-096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-097,24,033,21-097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-098,24,033,21-098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-099,24,033,21-099,0.1,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0.2,0,0,0
2403501-001,24,035,01-001,1158,110,6,0,0,585,657,2,919,318,0,789,392,16,53,0
2403502-001,24,035,02-001,2000.4,371,13.3,11.8,0,935,1391.7,1.9,1479.2,858.9,0,1270.9,960,23.1,122.3,0
2403503-002,24,035,03-002,3172.7,554.5,15.1,16.5,0,1600.3,2027.2,4,2314.7,1353.5,3,2096.2,1370.4,30.5,205.8,4
2403504-001,24,035,04-001,1570.7,258.1,3,9,0,796.4,979.4,0,1146.6,657.3,0,1027.5,689.3,20,76,2
2403504-002,24,035,04-002,2410.4,402.3,16.1,5.3,6.9,1238.8,1524.2,2.1,1712.9,1056.1,0,1544.4,1095.7,39.5,144,0
2403504-003,24,035,04-003,2361.7,326.9,13.2,9.5,0,1270.9,1353.5,2.9,1795,865,1,1599.8,908.5,36.9,146.9,0
2403504-006,24,035,04-006,1431,184,5.4,6.3,0,755.9,816,0,1077.3,517.1,0,957.9,524.3,17.1,113.1,0
2403505-001,24,035,05-001,1538,251.7,5,6.5,0.7,694.1,1064,0.8,1078.2,676.8,0,951.4,727.8,9,105.4,0
2403505-002,24,035,05-002,2094.8,413,9.3,7.4,3.4,1026.5,1422.5,4.1,1540.8,917.3,0,1373.7,977.4,24.6,132.6,0
2403506-001,24,035,06-001,815,80,7,7,4,386,508,0,640,246,0,592,258,4,50,0
2403507-001,24,035,07-001,1080.8,362.9,7,7,0,534.2,881.6,0,774.1,653.6,0,675.2,665.2,13,87.4,0
2403701-001,24,037,01-001,962,288,17.6,8,0.8,587.9,657.3,0,701.1,550.5,0,654.1,567.2,18.4,39.1,0
2403701-002,24,037,01-002,654.4,118.8,8.2,8.9,0,386.6,383.2,0,475.9,287.7,0,445.7,308.3,13.7,22,0
2403702-001,24,037,02-001,985.8,201.6,17.2,3.3,1.6,643.8,524.8,1.6,729.9,449.3,1.6,674.9,465.7,17.2,42.7,0
2403702-002,24,037,02-002,679.6,169.1,10.4,5.2,0,393.6,439.5,0,486.3,360.6,1.7,452.5,375.4,8.7,30.3,0
2403702-003,24,037,02-003,384.3,63.3,8.7,0,0,233.3,208.2,0,287.1,163.1,0,266.3,166.5,7.8,9.5,0
2403702-004,24,037,02-004,352.6,87.5,5.6,4.1,0.1,263.9,177.4,0.1,273.1,173.7,0.1,265,147.3,9.6,26.6,0
2403703-001,24,037,03-001,878.1,256.8,11,5.5,0,544.6,572.3,0,636.5,492.6,1.8,604.7,479.1,16.5,45.2,0
2403703-002,24,037,03-002,1046.9,336,10.3,2.2,2,539.2,806.3,2,732.1,630.5,0,667.3,669.8,14.7,37.4,0
2403703-003,24,037,03-003,743.9,141.3,9,7.5,0,453.8,415,2.2,581.7,290.9,2.2,518.1,317,14.9,47.1,0
2403703-004,24,037,03-004,459.6,83.2,2.8,1.7,0,286.9,241.9,0,344.9,186.3,0,309.6,197.8,7,22.7,0
2403703-005,24,037,03-005,841,176.6,5,3,0.1,545.9,429.3,0,646.9,350,0,597.6,351.1,10.3,41.4,0
2403703-006,24,037,03-006,602,219.5,9.1,3,1,404.8,402.1,0,462.2,360,0,417.5,353,13.1,38.6,2
2403704-001,24,037,04-001,1379,203,13,2,0,872,658,0,1070,480,0,1004,504,16,49,0
2403704-002,24,037,04-002,853.3,156.5,6.9,5.9,0,579.7,415.4,0,691.9,302.2,0,642.7,325.8,12.8,31.5,0
2403704-003,24,037,04-003,1216.8,220.9,8.9,3.9,0,728.7,666.6,0,907.2,501.9,0,861.8,525.6,8.9,38.5,0
2403705-001,24,037,05-001,1550,289,16,4,1,994,809,0,1210,620,0,1123,652,18,68,0
2403705-002,24,037,05-002,1366.8,263.7,12.4,4.2,1,915.7,682.1,0,1054.8,555.5,0,1010.3,566.1,13.4,45.5,0
2403705-003,24,037,05-003,1161.1,133.3,9.2,2.8,2.8,820,450.4,0.9,968.9,320.8,0,905.5,333.7,11,47.8,0
2403706-001,24,037,06-001,609.9,110.8,5,1,0,394.3,309.4,0,475.1,236.6,0,439.2,241.6,8,30.9,0
2403706-002,24,037,06-002,843.8,118.7,4.9,2.5,0,549.6,393.9,0,675.7,267,0,624.6,293.4,5.8,35.4,0
2403706-003,24,037,06-003,1503.3,242.5,9.5,6.4,4,967.8,733,3,1204,523.3,3,1095.9,585.7,34.7,43.1,0.1
2403706-004,24,037,06-004,704,132,6,1,0,489,322,0,583,249,0,550,251,9,27,0
2403707-001,24,037,07-001,955.5,213.2,4.6,3.1,0,509.9,621,2.3,679.2,453.3,0,638.3,486.4,7.7,30.1,0
2403708-001,24,037,08-001,756.6,575,17.2,7,0,476.8,843.4,0,530.6,810.5,2,472.9,812,26.1,42.6,0
2403708-002,24,037,08-002,694.3,239.5,8.7,8,0.7,455.7,461.7,0,519.3,413.1,0.7,474.5,421.8,16,35.7,1.5
2403708-003,24,037,08-003,867,592.9,24.8,9.9,1,576.9,861.1,1,652.3,822.5,0,600.7,817.5,28.8,42.7,2
2403708-004,24,037,08-004,770.3,426.6,22,0,0,508.6,661.8,0.7,552.7,647.8,0,491,653,19.9,51.4,0
2403708-005,24,037,08-005,974,302,17,6,0,649,607,3,734,544,0,681,548,25,40,0
2403708-006,24,037,08-006,600.7,175.1,13.5,5.1,0,395.9,366.3,2.5,457.7,321.5,0.8,413.7,329.1,14.4,33,5.1
2403708-007,24,037,08-007,734,556.3,10,9,6,431.4,832.9,1,469.4,838.9,0,425.4,816.9,25,38,1
2403708-008,24,037,08-008,71.7,36.8,0.9,1.2,0,44.5,59.7,0,49.4,57.9,0.3,47,59.4,1.5,3.4,0
2403708-009,24,037,08-009,658,724,19,6,1,387,991,4,421,999,1,380,988,27,27,1
2403708-010,24,037,08-010,284,187,4,0,0,161,299,1,190,276,2,167,289,7,14,2
2403708-011,24,037,08-011,679.5,332,26.2,7.5,3,481.3,525.8,3.2,536.5,498.2,3.1,488.1,488.1,22.4,46.1,2.5
2403708-012,24,037,08-012,204,36.8,1.2,2.1,0,144.7,92,2,162.3,74.7,0,156.9,73.6,3.2,14.3,0
2403709-001,24,037,09-001,21.4,7,0,0.8,0,11.3,17,0,15.8,12.7,0,14.4,14.2,0.2,0.8,0
24037ZZZZZZ,24,037,ZZZZZZ,2578.2,660.5,33.5,18.1,0.9,1584,1598.6,2.2,1916,1292,1.5,1755.1,1352.8,44.7,119.1,0.8
2403901-001,24,039,01-001,204.7,174.4,3.1,0,0,121.2,251.5,0,166,212.8,0,148.2,222.3,2.9,7.1,0
2403901-002,24,039,01-002,372.6,343.1,5.9,3,0,199.6,514.1,0,279.2,456.1,1,245.8,469.9,3.9,17.7,0
2403901-003,24,039,01-003,33.2,94.3,0.8,0,0,19.6,105.5,0,27.2,99.5,0,24.7,99.6,0,1.7,0
2403902-001,24,039,02-001,131.9,35.8,0,0,0,82.7,77,0,116.8,50.8,1,107.8,58.8,0.1,6.9,0
2403903-001,24,039,03-001,429.7,145.3,5.2,2.6,0,275.7,289.7,0,371.9,201.3,0,339.6,232.8,6.1,5.2,1.8
2403904-001,24,039,04-001,333.6,122.6,5.9,2,0,212.1,222.3,0,292.6,152.9,0,268.6,174.9,3,12.9,0
2403905-001,24,039,05-001,362.4,88.9,5,2,3.9,206.5,246.7,2.9,296.1,163.4,2,282.7,157.8,4,23.8,1
2403906-001,24,039,06-001,124,76,2.4,2.4,3.2,88.8,116,0.8,116,93.6,0,115.2,93.6,1.6,0,0
2403907-001,24,039,07-001,554.8,308.2,7.5,4.2,2.5,319.1,538.8,0,448.7,423.3,0.8,406,457,3.4,20,0
2403908-001,24,039,08-001,622.7,122.3,4.3,5.2,2.6,401.6,318.3,0,538.6,189.1,0,482.2,258.4,3.5,17.4,0
2403908-002,24,039,08-002,243.1,46.1,4.9,2,0,151.9,123.5,0,210.8,74.5,0,189.2,96.1,0,5.9,0
2403909-001,24,039,09-001,137,22.7,0,2.5,0,80.7,83.2,0,120.2,35.3,2.5,101.7,53.8,0,7.6,0
2403910-001,24,039,10-001,56.7,12.6,0,1.3,0,20.8,42.9,0,33.4,30.2,0,25.8,47.9,0,1.3,0
2403910-002,24,039,10-002,11.2,3.1,0,0.1,0,4.8,8.8,0,8.7,4.9,0,4.4,11.1,0,0.1,0
2403911-001,24,039,11-001,23.5,1.7,0,0,0,16.2,7.3,0.3,20.9,3,0,19.9,3.3,0.7,0,0
2403912-001,24,039,12-001,265,57.9,4,0,0,138.1,187.3,0.8,214.2,104,0,178.5,145.2,2.4,3.2,0.8
2403913-001,24,039,13-001,56.3,10.7,0,0,0,37.3,27.4,0,49.5,16,0,43.4,22.1,0,0,0
2403913-002,24,039,13-002,114.2,59.2,1,0,0,71.1,101.3,0,98.2,73.2,0,91.1,76.2,2,5,0
2403913-003,24,039,13-003,83,30,1,0,0,50,65,0,68,50,0,65,48,0,5,0
2403914-001,24,039,14-001,200.6,21.8,0,0,0,124.7,94.3,0,166.6,57.5,0,138.7,81.1,0,7.9,0
2403915-001,24,039,15-001,193,159,6,0,2,128,217,0,154,204,0,138,204,4,9,0
2403915-002,24,039,15-002,99,245,9,2,0,50,297,0,71,298,0,63,291,3,2,0
2403915-003,24,039,15-003,16.1,34.2,0,0,0,3.8,47.5,0,8.6,45.6,0,3.8,49.4,0,0,0
24039ZZZZZZ,24,039,ZZZZZZ,536,185.2,5,3.7,1.7,321.6,390.3,0.9,443.3,273.2,0.8,393.6,325,4,14.2,0.4
2404101-001,24,041,01-001,1233.1,447.6,5,11.7,0,417.5,1246.5,0,768.7,895.3,0,660.5,943,12.6,69.6,2.5
2404101-002,24,041,01-002,1776.9,721.3,8.7,17.3,1,612.7,1861.9,2.9,1079.8,1392,1,942.5,1447.2,20.2,95.7,0
2404101-003,24,041,01-003,1169.3,623.3,9.2,7.4,0,465.6,1295.4,0.1,718.7,1080.3,4,641.4,1081.6,26.5,62.3,2
2404101-005,24,041,01-005,1341.3,283.1,8.6,4.8,1.9,497.9,1070.6,4.4,913.8,658.1,1.8,789.2,719.8,11.9,80,2.7
2404102-001,24,041,02-001,796.3,241.5,5.7,3.1,1.3,264.2,771.7,0,501.2,534,0.6,421.8,547.2,10.7,68.7,0.6
2404102-002,24,041,02-002,331.3,50.9,0.1,3.3,0,109.7,261.6,0,216.9,154.9,0,197,162,2.2,16.9,0
2404102-003,24,041,02-003,666.3,191.2,4.2,1.7,0,235.4,600.9,1.7,460.6,383.3,0,405.4,393.5,11.9,45,0
2404103-001,24,041,03-001,1455.7,360.1,13.4,0.3,0,551.4,1195,1.9,1015.5,747.9,0,891.3,846.2,7.9,56.4,0
2404103-003,24,041,03-003,481.4,118.9,6.1,1.2,0,167.5,439.5,0,310.4,297.8,0,260,319.3,5.6,28.4,0
2404104-001,24,041,04-001,2158,249.5,3.2,4,2,849.7,1476.6,1,1543,763.5,1,1390.3,855.5,14.1,111.7,3
2404105-001,24,041,05-001,491.6,154.6,2.5,1.7,0,155,491.9,0,276,384.4,0,237,403.1,6.8,27.1,0
2404105-002,24,041,05-002,257.4,41.2,0.8,0.8,0,106.4,185.7,0,169.3,118.2,0,144.5,136.9,2.7,14.9,0
24041ZZZZZZ,24,041,ZZZZZZ,1957.2,480.6,11.9,8.9,0.8,703.2,1703.8,1,1270.5,1134.2,0.5,1091.2,1216,21.6,121.4,1.1
2404301-001,24,043,01-001,1286.8,305.7,17,3,0,820.2,732.3,1,1010.1,571.5,1,963.1,597.4,13,39,2
2404302-001,24,043,02-001,1348.1,287.8,11.3,4.1,1,856.8,709.6,3,1065,536.3,2,1005.2,571.5,13.4,43.4,0
2404303-001,24,043,03-001,160,105,5,4,2,85,189,2,101,185,2,87,193,4,11,2
2404303-002,24,043,03-002,324,219,12,3,0,194,339,0,233,317,0,213,310,8,24,2
2404303-003,24,043,03-003,426,189,7,4,0,245,362,0,301,312,0,279,319,6,16,0
2404303-004,24,043,03-004,219.5,228.6,5.4,3.2,1,150.6,291.3,0,167.5,289.1,3,148.4,288.7,8.5,9.1,0.1
2404304-001,24,043,04-001,1257,87.2,4.8,3.9,1,834.5,441,0,1032.2,278.2,0,995.4,278.2,9.7,46.5,0
2404305-001,24,043,05-001,1157.5,131.1,19,4,3,862.8,381.6,0,1042.3,245.2,4,983.2,294.2,6,31.1,3
2404306-001,24,043,06-001,1159.3,257.5,12.8,7.4,3,746.5,635.3,1,915.8,503.4,0,868.3,510.3,15.6,46.3,0
2404306-002,24,043,06-002,1116.4,318.9,11.3,6.6,1,686.9,682.3,0,842.1,563.6,0,783.6,573.8,19.5,55.8,0
2404307-001,24,043,07-001,1256.5,183.7,12.1,7,0,824.1,570.2,1.1,1015,403,1,976.5,434.9,8.2,34.5,0
2404307-002,24,043,07-002,955.3,225.4,7,5,0,661.5,467.7,3,770.4,395.3,0,732.8,404.5,11.8,31.7,0
2404308-001,24,043,08-001,936.1,233.3,9.9,7,0,598.6,533.1,0,757.4,409,0,739.5,412,17.9,23.8,0
2404309-001,24,043,09-001,995.2,184.9,10.9,3,0,628.3,507,1,766.5,396.7,2,729.8,416.6,10.9,35.8,0
2404310-001,24,043,10-001,917.6,287.1,13.6,9.7,1,572.3,610.1,0,702.3,501.5,0,646,533.5,14.6,42.7,1.9
2404310-002,24,043,10-002,1146.1,450.9,7.3,4.4,3.1,703.1,863.8,1,868.8,722.4,1,826.4,731.8,20.3,43.3,2
2404310-003,24,043,10-003,542,150.3,3.8,1,1,329.4,344.7,1,409.9,272.9,0,382.1,284.4,7.7,33.5,0
2404310-004,24,043,10-004,383.3,90,5,1,1,228.1,248.2,0,287.5,195.8,1,254.3,207.9,10.1,19.1,0
2404310-005,24,043,10-005,11.6,7.2,0.1,0,0,7.1,12.4,0,8.9,11.8,0,8.6,12,0,0.3,0
2404311-001,24,043,11-001,472,133,5,5,0,317,279,0,359,259,1,345,247,8,19,0
2404311-002,24,043,11-002,228.2,56.3,2,0,0,147.8,131.7,0,183.9,102.5,0,169.9,106.6,5,7,0
2404312-001,24,043,12-001,1009.3,150.6,13.9,10.9,1,646.6,479.4,0,811,335,0,768.2,346.9,16.9,42.8,0
2404313-001,24,043,13-001,1183,162.3,10.2,4.7,0,810.2,481.4,0.9,984.5,320.9,0.9,963.6,329.2,12.9,33.3,0
2404313-002,24,043,13-002,632.4,204.3,14,8,0,391.6,418,1,500,338.6,1,474.9,350.7,7,31.1,0
2404314-001,24,043,14-001,424,83,5,4,0,282,209,1,332,167,1,313,178,4,20,0
2404314-002,24,043,14-002,386.7,107.4,5,9.9,0,282.4,202.8,0,330.1,166,0,308.2,175,2,12.9,0
2404315-001,24,043,15-001,798.2,88.5,6.1,4.1,5,557.8,263.8,1,685.3,169.9,0,664.6,174.9,2.2,32.8,0
2404316-001,24,043,16-001,1261.1,263.3,10.9,5.9,1,811.7,673.1,1,1011.6,501.9,0,958.2,519.7,14.8,53.5,0
2404317-001,24,043,17-001,880.5,485.3,20.4,1.3,3,497.1,842.5,4,615.5,745,1,565,766.2,8.7,49.3,5
2404318-001,24,043,18-001,1044,134,5,1,0,628,520,0,833,313,0,766,345,8,47,0
2404318-002,24,043,18-002,896.1,231.8,8.1,1.6,0.3,547.9,548.8,0.1,665.2,454,0.1,628.3,471.1,7.1,36.2,0
2404318-003,24,043,18-003,734.5,458.7,15,14,0,466.6,702.3,0,540.6,664.4,0,493.7,689.3,10,36,2
2404318-004,24,043,18-004,76.5,53.3,0,0,0,49.4,71.7,0,49.4,73.6,0,52.3,70.7,1,1,0
2404319-001,24,043,19-001,1013,242,9,11,3,654,576,0,809,444,0,769,455,7,43,0
2404320-001,24,043,20-001,878,121,10,4,0,576,377,0,738,255,0,696,278,7,31,1
2404321-001,24,043,21-001,802.4,383.4,9.9,6.9,0,449.5,719.6,0,547.1,626.9,1,495.8,657.5,16.8,38.4,0
2404321-002,24,043,21-002,716.5,341.4,12.6,10.5,1,394.7,659.2,3.1,502.7,569.5,3.1,462.8,588.6,13.8,26.3,0.1
2404321-003,24,043,21-003,429.8,179.1,3,6,0,193.5,396.5,0,250.6,349.4,0,224.6,367.4,8,20,0
2404322-001,24,043,22-001,296.2,262.2,17,3,0,163.2,393.3,0,183.2,395.2,1,168.2,370.3,11,34,0
2404322-002,24,043,22-002,495.2,337.6,13,5.5,2.7,295.4,513.3,0.9,348.5,484.8,0.9,320.7,498.2,11.2,23.3,0
2404323-001,24,043,23-001,1682.3,192.7,21.8,7.4,0,1182.4,620.9,5.1,1455.2,389.6,0.1,1381.1,429.2,19,41,0
2404324-001,24,043,24-001,303.4,84.2,3.9,1.8,1.1,199.3,186.6,3.1,238.4,160.9,1.1,222.9,166.3,1.9,15.7,0.1
2404325-001,24,043,25-001,83,174,3,1,0,38,215,0,42,220,0,35,226,1,5,0
2404325-002,24,043,25-002,586.8,340,15,6,1,353.9,566.1,1,417.8,525.2,1,380.1,510.4,18,38,2
2404325-004,24,043,25-004,515.6,312.6,14.8,7,0.9,325.7,496.3,0.9,374,468.1,0.9,355.4,451.1,14.8,29.7,0.9
2404326-001,24,043,26-001,858.6,237.9,9,6,0,536.8,540.8,0,681.7,415.8,3,633.7,438.8,7,31,0
2404326-002,24,043,26-002,774.9,222.1,8.7,9.6,2.9,475.9,518.2,0,593.2,407.6,0,558.6,418.2,7.7,32.7,0
2404326-003,24,043,26-003,523.5,117.3,4,8,0,305.9,309.8,0,404.1,237.6,0,370,260.6,8,22.1,0
2404326-004,24,043,26-004,900.4,171.9,8.6,2.9,1,548.1,503,1,696.9,356.2,0,646,389.8,11.5,38.4,0
2404327-001,24,043,27-001,1068.7,234.4,14.3,11.5,0,601.8,701.3,2.9,759.7,549.2,1.9,694.6,576,18.2,51.7,1.9
2404327-002,24,043,27-002,1191.2,380.8,17,8,1,731.5,819.5,1,904.4,663.6,1,795.5,721.5,12,67,0
2404501-001,24,045,01-001,72,7,0,0,0,41,35,0,54,24,0,49,25,0,3,0
2404501-002,24,045,01-002,434.3,175.5,7.1,0,0,234,370.1,0,347.8,256.6,0,322.7,271.6,4,14.1,0
2404501-003,24,045,01-003,546.1,60.1,0.1,2.9,0,344.1,240,0.9,446.9,142.9,0,420.4,158.1,4.8,9.8,0
2404502-001,24,045,02-001,896.3,229.2,8.6,0.2,0,545.9,564,0,750.3,357.1,0,681.1,395.6,6.8,39.8,0
2404504-001,24,045,04-001,156.1,17.1,0,2.9,0,89.5,82.8,0,123.7,48.5,0,109.4,53.3,3.8,13.3,0
2404504-002,24,045,04-002,336.7,50.4,6.2,1.3,2,230.6,149,0.1,293.8,88.1,0,261.4,110.1,3.5,18.7,0
2404504-003,24,045,04-003,814,152,7,6,0,530,416,4,687,266,0,615,317,9,28,0
2404505-001,24,045,05-001,288,557,13,3,0,131,742,0,165,723,1,139,722,15,17,2
2404505-002,24,045,05-002,129,97,1,1,2,86,141,0,98,126,1,83,138,1,12,0
2404505-003,24,045,05-003,434.6,285.8,2.9,5.9,0,260.3,454.2,0,338.6,386.6,0,282.9,405.2,10.8,35.2,0
2404505-004,24,045,05-004,736.6,350.7,16.1,5.1,3,436.7,643.4,1,563.8,527.5,0,500.5,556,16.3,38.9,0
2404505-005,24,045,05-005,1252.8,540,15.7,8.8,0,765.8,1003.4,3.9,984.8,800.2,3,879.7,848.3,22.6,64.8,2
2404505-006,24,045,05-006,602.1,198.1,3,5,0,374.1,402.1,0,484.1,305.1,0,428.1,345.1,7,28,0
2404505-007,24,045,05-007,597.5,151.6,7.3,9.4,0,409.1,322.7,0,504.5,244.4,1.1,446,264.3,8.4,44.5,0.1
2404505-008,24,045,05-008,506.1,123,3.7,4.6,0,347.9,265.5,0,430.2,198,0.9,396.9,209.1,4.6,19.4,1.9
2404505-009,24,045,05-009,189.4,38.4,0,0,2,114,106.8,0,160.2,63.6,0,142.1,76.6,3,5.1,0
2404506-001,24,045,06-001,415,59,1,0,0,262,186,1,351,107,0,318,126,12,12,0
2404507-001,24,045,07-001,1165.6,307.1,10.6,5.1,0.6,708.2,730.9,0.9,913.4,530.7,0.8,842.2,580.7,6.9,52.7,0
2404508-001,24,045,08-001,454.1,115.3,6.2,3,0,290.8,272.6,0,373.3,190,0,324.3,212.5,13.2,26.7,0
2404508-002,24,045,08-002,1143,234,7,8,1,680,682,0,906,436,0,818,483,19,52,2
2404508-003,24,045,08-003,163.2,59.6,4,3,0,100.3,128.5,0,124.7,104.2,0,111.4,110.3,3,7.1,0
2404508-004,24,045,08-004,498.4,117.1,8.8,1,0,256,354.6,0,348.6,259.2,1,313.5,275.7,6.8,27.3,0
2404508-005,24,045,08-005,320.5,176.2,9.1,1.2,0,174.4,315.7,0,256.9,249.1,0,218.6,262.2,8.3,22,0
2404509-001,24,045,09-001,204,616,6,0,1,67,772,3,86,772,4,74,764,4,21,3
2404509-002,24,045,09-002,125.2,508.2,4.1,0.3,3.2,33.7,627.5,1,45.4,637,0,39.5,629.5,2,7.5,0
2404509-003,24,045,09-003,153,427.4,2.8,2.3,0.1,70.9,540.1,0.1,85.4,538.4,2.1,72.1,534,4.4,15.6,2
2404509-004,24,045,09-004,4.2,4,0.4,0,0.3,2.1,7,0,2.7,6.5,0,2.4,6.3,0.4,0.3,0
2404509-005,24,045,09-005,181,84,2,2,0,93,162,1,133,126,2,125,136,1,2,2
2404509-006,24,045,09-006,1223.6,330.6,9.7,5.8,1.5,709.6,819.6,2.3,935.6,593.3,2.2,847.3,665.2,10.6,40.9,0
2404509-007,24,045,09-007,323.5,293.7,8.4,4.7,1.4,187.9,431.6,0,225,399.3,0,212,398.5,5.7,22.1,0
2404509-008,24,045,09-008,393.9,222.8,3.9,0.1,0,237.2,375,2.8,303.5,316.1,0,266.9,327.7,8.7,18.5,0
2404509-091,24,045,09-091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404510-001,24,045,10-001,55.2,99.6,0.8,0,0,23.8,132.6,0,34.5,126.4,0,31.4,134.1,0,0,0
2404510-002,24,045,10-002,38.5,10.6,0,0,0,19.6,26.2,0,28.6,16.4,0,24.6,20.5,0,1.6,0
2404510-003,24,045,10-003,432.5,32.4,1,1,0,244.3,213.8,0,349.4,100.6,0,327.4,110.5,3,17.4,0
2404511-001,24,045,11-001,20,97,0,0,0,7,109,0,12,109,0,13,103,1,0,0
2404511-002,24,045,11-002,123,30,3,1,0,69,85,0,96,51,0,86,62,0,7,0
2404511-003,24,045,11-003,103.6,39.2,6,0,0,67.6,76.1,0,93,57.7,0,75.8,70.9,0,5.1,0
2404511-004,24,045,11-004,902.5,425.8,10,5,2,558.4,756.9,0,720,611.3,0,627.2,677.1,12,40.9,0
2404513-001,24,045,13-001,135.5,152.2,6.6,2.8,0,65.8,225.9,0.9,87.6,213.1,0.9,67.4,221.1,3.9,13.7,0.1
2404513-002,24,045,13-002,409.3,527.2,8.6,2.9,0,220.4,724.6,0,272.2,697.8,0,237.7,696.8,8.6,26.8,1.9
2404513-003,24,045,13-003,1009.5,490.9,12.6,10.9,0,529.5,989.6,1,676.4,830.1,1,591.8,855.4,22.6,71.9,0
2404513-004,24,045,13-004,269.6,268.6,4.7,5.8,0,144.1,408.8,0,183.9,366.4,0,162.2,374.8,12.5,6.2,0
2404514-001,24,045,14-001,172,15,3,3,0,97,87,0,143,39,0,123,56,1,10,0
2404514-002,24,045,14-002,634,137,3,2,0,410,338,2,520,244,0,467,266,8,31,0
2404515-001,24,045,15-001,639.8,204.9,6.8,2.9,2.9,406.8,435.9,1,537.9,319.4,1.9,474.8,363.1,4.8,28.2,0
2404515-002,24,045,15-002,167.6,41.8,0.3,0.1,0.1,107.5,98.7,0,138.9,64.7,0.1,124.2,69.5,3.2,10.3,2
2404515-003,24,045,15-003,458.1,77,4,1,0,297.1,224.1,0,379.1,141.1,0,342.1,165.1,4,21,0
2404516-001,24,045,16-001,200.5,72.4,3.1,0,1,114.2,160.6,0,161.7,115,0,138.9,126.6,3.1,12.2,0
2404516-002,24,045,16-002,147.6,39.6,0,0,0,93.6,93.6,0,128.3,56.9,0,111.9,68.5,1,4.8,0
2404516-003,24,045,16-003,578.4,268.4,14.9,3,0,318,537.7,1,418.4,433.3,0,349.8,467.1,14.9,35.8,2
2404516-004,24,045,16-004,303.4,181.1,3.3,2.1,0,168.7,311.7,0,225.8,256.2,0,200.5,266.1,8,16.2,0.1
2404516-005,24,045,16-005,496.6,367.6,11.8,1.9,0,292,563.9,0,376.4,489.2,0,321.6,524.3,5.1,23.5,2.9
