GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVRHOG,G18GOVDJEA,G18GOVLQUI,G18GOVGSCH,G18GOVOWRI,G18COMRPHU,G18COMDFRA,G18COMOWRI,G18ATGRWOL,G18ATGDFRO,G18ATGOWRI,G18USSRCAM,G18USSDCAR,G18USSLVOH,G18USSISIM,G18USSOWRI
2403320-010,24,033,20-010,103,362,2,2,0,40,425,0,34,435,0,38,420,6,8,0
2403320-011,24,033,20-011,255.26,833.46,5.14,5.14,0,39.58,1067.1,0,40.35,1057.8,0,34.32,1069.82,5.14,4.31,0
2403320-012,24,033,20-012,121.4,694.64,5.72,3.39,0,29.39,789.59,0,35.46,791.97,0,23.04,810.11,0.97,5.16,0
2403320-013,24,033,20-013,78.73,227.91,2.75,2.77,0,20.37,289.61,0.94,27.25,283.21,0.91,20.06,288.93,1.07,3.11,0.01
2403320-014,24,033,20-014,29.29,91.55,0.06,2.5,0,11.01,110.69,0,8.61,112.35,0,8.47,112.56,0.01,1.7,0
2403320-015,24,033,20-015,7.56,19.03,0.15,0.15,0,2.08,25.45,0.05,2.82,24.36,0.05,3.18,24.3,0.05,0.15,0
2403320-016,24,033,20-016,81.33,251.45,0.49,0.49,0,15.56,316.99,0,9.75,323.93,0,7.21,327.05,0.49,2.37,0
2403320-017,24,033,20-017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403320-018,24,033,20-018,77.05,410.14,0.96,4.95,0,16.34,480.21,0,13.01,479.82,1.92,12.74,476.92,1.15,5.5,0
2403320-019,24,033,20-019,217,818,7,2,0,75,964,0,66,977,0,62,971,6,7,2
2403320-020,24,033,20-020,59,136,2,2,0,10,189,0,6,197,0,4,197,0,0,0
2403320-021,24,033,20-021,221,356,3,2,0,78,490,0,89,476,0,76,478,3,12,0
2403320-097,24,033,20-097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403320-098,24,033,20-098,10.49,34.26,0.21,0.21,0,1.62,43.87,0,1.66,43.48,0,1.41,43.97,0.21,0.18,0
2403320-099,24,033,20-099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-001,24,033,21-001,560.63,802.64,13.24,10.51,0.15,244.23,1076.15,3.06,264.09,1054.71,2.07,196.46,1087.76,22.59,49.75,0.1
2403321-002,24,033,21-002,457.36,589.49,12.73,5.6,2.39,192.57,807.41,2.21,181.76,823.58,5.18,156.51,813.76,11.7,50.96,1.56
2403321-003,24,033,21-003,545.27,1186.67,10.98,22.34,1.54,201.96,1515.97,2.34,181.64,1552.13,2.35,160.49,1539.04,14.79,33.51,5.42
2403321-004,24,033,21-004,456.46,736.98,3.91,12.71,1.95,187.67,985.25,0,196.46,979.38,1.95,181.8,986.22,6.84,20.53,1.95
2403321-005,24,033,21-005,320.45,675.73,2.99,5.97,0,113.45,861.83,1,129.37,859.84,0,116.44,855.86,9.95,20.9,0
2403321-006,24,033,21-006,750,1093,7,11,0,280,1504,1,306,1494,1,234,1475,22,84,6
2403321-007,24,033,21-007,692.21,690.47,8.23,4.57,6.4,281.65,1037.94,4.57,326.45,999.54,0.91,266.09,1021.49,12.81,43.9,3.66
2403321-008,24,033,21-008,371.09,1586.22,15.23,7.51,0.4,127.41,1815.29,2.38,105.23,1866.91,3.23,76.2,1864.32,13.85,34.68,3.67
2403321-009,24,033,21-009,294.11,399.44,10.09,6.03,0.32,107.05,577.51,2.16,109.31,576.55,4.88,92.72,576.68,12.25,14.79,0.18
2403321-010,24,033,21-010,573.91,742.12,8.91,10.88,1.98,258.26,1010.28,0,276.07,997.41,2.97,239.46,995.44,16.82,40.57,2.97
2403321-011,24,033,21-011,384.64,1115.49,3.04,8.01,2.02,139.43,1356.71,0,130.38,1377.78,0.01,105.34,1377.75,12.04,20.07,0
2403321-012,24,033,21-012,252.08,341.45,1.89,1,0.32,81.43,491.26,0.64,94.62,483.23,0.24,85.17,482.34,8.29,14.26,0.4
2403321-013,24,033,21-013,482.58,1494.03,5.04,10.23,0.3,140.43,1797.97,1.43,135.58,1841.32,1.43,124.66,1829.91,9.73,22.18,1.04
2403321-014,24,033,21-014,387.69,620.66,0.15,5.19,2.01,132.18,859.92,1.03,149.57,837.72,2.02,130.03,828.64,10.24,18.66,3.03
2403321-015,24,033,21-015,293.25,438.18,0.98,7.81,1.95,115.34,594.59,0.98,130.96,585.8,0,105.56,578.95,8.8,27.37,0
2403321-016,24,033,21-016,246.62,600.41,2.75,0.18,0,71.51,760.63,0.06,70.69,772.1,0.15,61.29,771.25,1.18,11.01,0.82
2403321-017,24,033,21-017,165.88,386.62,3.76,2.46,1.63,71.06,451.25,1.03,53.41,487.57,0.89,39.14,488.09,8.06,22.36,2.51
2403321-018,24,033,21-018,399.29,1092.2,9,2.99,3.98,103.7,1387.54,1,92.74,1403.66,2.99,82.63,1397.68,9.97,17.1,0.01
2403321-019,24,033,21-019,15.06,27.22,0.06,0.29,0.14,5.75,35.49,0.14,5.61,36.75,0,4.69,35.86,0.4,1.37,0.09
2403321-091,24,033,21-091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-092,24,033,21-092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-094,24,033,21-094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-095,24,033,21-095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-096,24,033,21-096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-097,24,033,21-097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-098,24,033,21-098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-099,24,033,21-099,0.09,0.18,0,0,0,0.03,0.23,0,0.03,0.23,0,0.03,0.23,0,0.01,0
2403501-001,24,035,01-001,1158,110,6,0,0,585,657,2,919,318,0,789,392,16,53,0
2403502-001,24,035,02-001,2000.39,370.97,13.31,11.84,0,935.01,1391.66,1.93,1479.17,858.86,0,1270.89,960,23.13,122.31,0
2403503-002,24,035,03-002,3172.69,554.48,15.08,16.49,0,1600.31,2027.22,4.05,2314.73,1353.51,3,2096.19,1370.36,30.54,205.76,4
2403504-001,24,035,04-001,1570.73,258.1,3,9,0,796.4,979.42,0,1146.56,657.27,0,1027.5,689.28,20.01,76.04,2
2403504-002,24,035,04-002,2410.43,402.32,16.12,5.29,6.88,1238.76,1524.25,2.13,1712.92,1056.13,0.03,1544.38,1095.72,39.47,143.98,0
2403504-003,24,035,04-003,2361.66,326.87,13.24,9.46,0,1270.89,1353.49,2.91,1795.01,864.95,0.97,1599.81,908.49,36.9,146.9,0
2403504-006,24,035,04-006,1430.98,184.03,5.39,6.28,0,755.89,816.03,0,1077.27,517.09,0,957.88,524.27,17.06,113.11,0
2403505-001,24,035,05-001,1538.02,251.65,4.95,6.52,0.68,694.06,1064.02,0.84,1078.21,676.77,0,951.4,727.78,9.01,105.37,0.01
2403505-002,24,035,05-002,2094.83,412.99,9.35,7.42,3.43,1026.54,1422.53,4.1,1540.82,917.28,0,1373.68,977.36,24.56,132.55,0
2403506-001,24,035,06-001,815,80,7,7,4,386,508,0,640,246,0,592,258,4,50,0
2403507-001,24,035,07-001,1080.79,362.9,6.99,6.99,0,534.18,881.63,0.03,774.09,653.61,0,675.17,665.19,12.97,87.41,0
2403701-001,24,037,01-001,961.99,288.03,17.55,7.98,0.8,587.9,657.32,0,701.14,550.46,0,654.06,567.22,18.35,39.1,0
2403701-002,24,037,01-002,654.44,118.8,8.24,8.93,0,386.62,383.19,0,475.89,287.73,0,445.68,308.34,13.73,21.97,0
2403702-001,24,037,02-001,985.84,201.58,17.23,3.29,1.64,643.81,524.75,1.64,729.9,449.34,1.64,674.93,465.72,17.24,42.66,0
2403702-002,24,037,02-002,679.65,169.05,10.4,5.2,0,393.57,439.52,0,486.33,360.63,1.73,452.52,375.37,8.67,30.34,0
2403702-003,24,037,02-003,384.26,63.32,8.67,0,0,233.33,208.18,0,287.11,163.07,0,266.29,166.54,7.81,9.54,0
2403702-004,24,037,02-004,352.59,87.46,5.64,4.12,0.06,263.9,177.45,0.06,273.09,173.65,0.06,265.05,147.26,9.64,26.58,0
2403703-001,24,037,03-001,878.09,256.81,10.99,5.5,0,544.56,572.31,0.01,636.48,492.59,1.82,604.67,479.08,16.53,45.24,0
2403703-002,24,037,03-002,1046.9,336.02,10.27,2.17,2,539.18,806.27,2,732.14,630.49,0,667.31,669.79,14.72,37.4,0
2403703-003,24,037,03-003,743.94,141.32,8.97,7.48,0,453.84,414.96,2.24,581.69,290.85,2.24,518.14,317.02,14.95,47.1,0
2403703-004,24,037,03-004,459.57,83.24,2.81,1.66,0,286.91,241.93,0,344.89,186.3,0.05,309.59,197.85,6.96,22.74,0
2403703-005,24,037,03-005,841.05,176.6,5,3.01,0.07,545.87,429.31,0.05,646.91,350.05,0.05,597.56,351.14,10.29,41.43,0
2403703-006,24,037,03-006,601.97,219.53,9.07,3.04,1,404.77,402.12,0,462.2,360.01,0,417.5,353.01,13.14,38.6,2
2403704-001,24,037,04-001,1379,203,13,2,0,872,658,0,1070,480,0,1004,504,16,49,0
2403704-002,24,037,04-002,853.34,156.49,6.89,5.91,0,579.72,415.35,0,691.92,302.16,0,642.71,325.78,12.8,31.5,0
2403704-003,24,037,04-003,1216.81,220.88,8.87,3.94,0,728.7,666.58,0,907.18,501.91,0,861.82,525.57,8.87,38.46,0
2403705-001,24,037,05-001,1550,289,16,4,1,994,809,0,1210,620,0,1123,652,18,68,0
2403705-002,24,037,05-002,1366.81,263.74,12.39,4.18,1.01,915.7,682.12,0.04,1054.77,555.55,0,1010.27,566.11,13.38,45.5,0.04
2403705-003,24,037,05-003,1161.07,133.3,9.19,2.76,2.76,820.01,450.45,0.92,968.94,320.83,0,905.51,333.7,11.03,47.8,0
2403706-001,24,037,06-001,609.91,110.8,4.99,1,0,394.3,309.45,0,475.15,236.58,0,439.22,241.57,7.99,30.94,0
2403706-002,24,037,06-002,843.82,118.66,4.94,2.47,0,549.63,393.89,0,675.71,266.99,0,624.62,293.36,5.77,35.43,0
2403706-003,24,037,06-003,1503.3,242.47,9.51,6.41,4,967.83,733.05,2.95,1203.99,523.26,2.95,1095.92,585.68,34.66,43.09,0.15
2403706-004,24,037,06-004,704,132,6,1,0,489,322,0,583,249,0,550,251,9,27,0
2403707-001,24,037,07-001,955.51,213.15,4.62,3.08,0,509.93,621.02,2.3,679.2,453.3,0,638.3,486.39,7.72,30.07,0
2403708-001,24,037,08-001,756.62,574.95,17.23,6.98,0.05,476.82,843.36,0.05,530.58,810.55,2.02,472.88,812.05,26.07,42.58,0
2403708-002,24,037,08-002,694.28,239.46,8.74,7.96,0.74,455.67,461.66,0,519.29,413.14,0.7,474.54,421.8,16.05,35.74,1.48
2403708-003,24,037,08-003,866.96,592.94,24.81,9.93,1,576.9,861.14,0.99,652.34,822.46,0,600.7,817.47,28.8,42.7,1.99
2403708-004,24,037,08-004,770.27,426.55,22.04,0.01,0,508.58,661.8,0.73,552.69,647.81,0,490.96,652.95,19.86,51.44,0
2403708-005,24,037,08-005,974,302,17,6,0,649,607,3,734,544,0,681,548,25,40,0
2403708-006,24,037,08-006,600.67,175.12,13.54,5.08,0,395.93,366.32,2.54,457.69,321.48,0.85,413.7,329.1,14.38,32.99,5.08
2403708-007,24,037,08-007,734.05,556.27,9.99,8.99,5.99,431.44,832.91,1,469.4,838.9,0,425.45,816.93,24.97,37.95,1
2403708-008,24,037,08-008,71.68,36.84,0.92,1.22,0,44.55,59.72,0,49.44,57.87,0.3,46.99,59.39,1.53,3.36,0
2403708-009,24,037,08-009,658,724,19,6,1,387,991,4,421,999,1,380,988,27,27,1
2403708-010,24,037,08-010,284,187,4,0,0,161,299,1,190,276,2,167,289,7,14,2
2403708-011,24,037,08-011,679.54,331.99,26.23,7.48,2.98,481.32,525.8,3.24,536.45,498.25,3.07,488.15,488.14,22.35,46.14,2.52
2403708-012,24,037,08-012,204.02,36.8,1.2,2.08,0.01,144.67,91.97,2.01,162.28,74.66,0,156.87,73.62,3.23,14.35,0.02
2403709-001,24,037,09-001,21.45,7.02,0,0.78,0,11.31,16.97,0,15.8,12.68,0,14.43,14.24,0.2,0.78,0
24037ZZZZZZ,24,037,ZZZZZZ,2578.17,660.53,33.54,18.14,0.88,1584.01,1598.57,2.24,1915.97,1292,1.52,1755.11,1352.78,44.66,119.08,0.76
2403901-001,24,039,01-001,204.7,174.37,3.08,0,0,121.21,251.49,0,166.03,212.82,0,148.23,222.34,2.86,7.1,0
2403901-002,24,039,01-002,372.55,343.06,5.9,2.95,0,199.55,514.1,0,279.17,456.11,0.98,245.75,469.87,3.93,17.69,0
2403901-003,24,039,01-003,33.25,94.29,0.82,0,0,19.61,105.5,0,27.25,99.51,0,24.67,99.64,0.04,1.66,0
2403902-001,24,039,02-001,131.88,35.84,0,0,0,82.68,76.97,0.03,116.78,50.82,0.99,107.77,58.78,0.06,6.94,0
2403903-001,24,039,03-001,429.67,145.34,5.25,2.63,0.01,275.67,289.72,0,371.93,201.35,0,339.57,232.83,6.13,5.25,1.75
2403904-001,24,039,04-001,333.59,122.61,5.94,1.98,0,212.12,222.34,0,292.59,152.92,0,268.57,174.9,2.97,12.87,0
2403905-001,24,039,05-001,362.41,88.92,5.01,2,3.91,206.48,246.73,2.93,296.08,163.4,1.97,282.69,157.83,4,23.8,0.98
2403906-001,24,039,06-001,124.03,76.02,2.4,2.4,3.2,88.82,116.02,0.8,116.02,93.62,0,115.22,93.62,1.6,0,0
2403907-001,24,039,07-001,554.78,308.23,7.51,4.19,2.51,319.08,538.79,0,448.72,423.32,0.83,406,456.98,3.35,20.05,0
2403908-001,24,039,08-001,622.7,122.28,4.34,5.2,2.6,401.55,318.29,0,538.57,189.06,0,482.2,258.45,3.47,17.35,0
2403908-002,24,039,08-002,243.1,46.07,4.9,1.96,0,151.94,123.51,0,210.75,74.5,0,189.18,96.06,0,5.88,0
2403909-001,24,039,09-001,137,22.69,0,2.52,0,80.68,83.21,0,120.19,35.3,2.52,101.7,53.79,0,7.56,0
2403910-001,24,039,10-001,56.71,12.6,0,1.26,0,20.79,42.85,0,33.4,30.25,0,25.84,47.89,0,1.26,0
2403910-002,24,039,10-002,10.05,2.69,0,0.13,0,4.24,7.92,0,7.62,4.54,0,4.07,9.82,0,0.13,0
2403911-001,24,039,11-001,23.53,1.66,0,0,0,16.24,7.29,0.33,20.88,2.98,0,19.89,3.31,0.66,0,0
2403912-001,24,039,12-001,265.04,57.93,3.97,0,0,138.07,187.27,0.79,214.25,103.95,0,178.54,145.21,2.38,3.17,0.79
2403913-001,24,039,13-001,56.34,10.66,0,0,0,37.31,27.41,0,49.49,15.99,0,43.4,22.08,0,0,0
2403913-002,24,039,13-002,114.2,59.18,1,0,0,71.1,101.27,0,98.15,73.24,0,91.13,76.25,2,5.01,0
2403913-003,24,039,13-003,83,30,1,0,0,50,65,0,68,50,0,65,48,0,5,0
2403914-001,24,039,14-001,200.63,21.84,0,0.01,0,124.72,94.3,0,166.64,57.55,0.01,138.73,81.12,0,7.86,0
2403915-001,24,039,15-001,193,159,6,0,2,128,217,0,154,204,0,138,204,4,9,0
2403915-002,24,039,15-002,99,245,9,2,0,50,297,0,71,298,0,63,291,3,2,0
2403915-003,24,039,15-003,16.15,34.21,0,0,0,3.8,47.51,0,8.55,45.61,0,3.8,49.41,0,0,0
24039ZZZZZZ,24,039,ZZZZZZ,537.1,185.53,5.04,3.73,1.68,322.21,391.23,0.93,444.45,273.56,0.78,393.96,326.31,4.02,14.18,0.41
2404101-001,24,041,01-001,1233.09,447.63,5.03,11.74,0,417.46,1246.5,0,768.69,895.27,0,660.55,943.05,12.57,69.58,2.51
2404101-002,24,041,01-002,1776.88,721.34,8.71,17.29,0.98,612.68,1861.91,2.92,1079.81,1391.95,0.98,942.46,1447.24,20.24,95.66,0.03
2404101-003,24,041,01-003,1169.33,623.26,9.21,7.41,0.02,465.59,1295.45,0.07,718.7,1080.27,4.02,641.43,1081.58,26.48,62.28,2
2404101-005,24,041,01-005,1341.26,283.08,8.64,4.8,1.92,497.88,1070.57,4.42,913.82,658.09,1.84,789.25,719.78,11.91,79.96,2.73
2404102-001,24,041,02-001,796.28,241.47,5.67,3.15,1.26,264.17,771.69,0,501.22,534.01,0.63,421.78,547.25,10.72,68.72,0.63
2404102-002,24,041,02-002,331.29,50.88,0.09,3.26,0,109.68,261.65,0,216.88,154.93,0,196.97,161.99,2.16,16.94,0
2404102-003,24,041,02-003,666.33,191.23,4.25,1.7,0,235.43,600.89,1.7,460.65,383.31,0,405.41,393.51,11.9,45.05,0
2404103-001,24,041,03-001,1455.68,360.06,13.39,0.26,0.01,551.4,1195.03,1.93,1015.46,747.94,0.01,891.28,846.21,7.89,56.36,0
2404103-003,24,041,03-003,481.43,118.94,6.14,1.23,0,167.47,439.53,0.01,310.42,297.84,0,260,319.3,5.56,28.35,0
2404104-001,24,041,04-001,2157.99,249.5,3.18,4.03,2.03,849.73,1476.57,1,1543,763.54,1,1390.35,855.5,14.14,111.69,2.99
2404105-001,24,041,05-001,491.56,154.56,2.53,1.69,0,155,491.92,0,275.98,384.39,0,237.04,403.06,6.76,27.08,0
2404105-002,24,041,05-002,257.39,41.18,0.76,0.76,0,106.39,185.7,0,169.31,118.21,0,144.52,136.89,2.67,14.87,0
24041ZZZZZZ,24,041,ZZZZZZ,1957.21,480.6,11.88,8.86,0.82,703.21,1703.75,0.97,1270.54,1134.15,0.51,1091.23,1216.02,21.55,121.44,1.1
2404301-001,24,043,01-001,1286.8,305.72,16.98,3,0,820.24,732.32,1,1010.06,571.47,1,963.1,597.44,12.99,38.96,2
2404302-001,24,043,02-001,1348.11,287.81,11.31,4.1,1.03,856.79,709.56,3.03,1064.99,536.29,1.99,1005.17,571.52,13.41,43.38,0
2404303-001,24,043,03-001,160,105,5,4,2,85,189,2,101,185,2,87,193,4,11,2
2404303-002,24,043,03-002,324,219,12,3,0,194,339,0,233,317,0,213,310,8,24,2
2404303-003,24,043,03-003,426,189,7,4,0,245,362,0,301,312,0,279,319,6,16,0
2404303-004,24,043,03-004,219.47,228.6,5.43,3.17,1.03,150.58,291.31,0.05,167.51,289.09,3.03,148.4,288.69,8.5,9.14,0.06
2404304-001,24,043,04-001,1257.03,87.23,4.85,3.88,0.97,834.47,440.98,0,1032.18,278.16,0,995.35,278.16,9.69,46.52,0
2404305-001,24,043,05-001,1157.46,131.11,19.02,4,2.99,862.8,381.56,0,1042.27,245.21,3.99,983.18,294.2,5.99,31.08,2.99
2404306-001,24,043,06-001,1159.26,257.48,12.75,7.45,2.98,746.47,635.29,0.96,915.84,503.37,0,868.26,510.26,15.55,46.33,0
2404306-002,24,043,06-002,1116.43,318.92,11.31,6.6,1.02,686.87,682.32,0.04,842.15,563.65,0,783.56,573.82,19.52,55.84,0
2404307-001,24,043,07-001,1256.47,183.68,12.07,7.04,0,824.1,570.24,1.06,1015.02,402.98,1,976.46,434.92,8.22,34.48,0
2404307-002,24,043,07-002,955.32,225.39,6.99,4.98,0,661.55,467.71,2.95,770.44,395.33,0.01,732.79,404.5,11.85,31.73,0
2404308-001,24,043,08-001,936.09,233.28,9.93,6.95,0,598.58,533.06,0,757.41,408.98,0,739.54,411.96,17.87,23.82,0
2404309-001,24,043,09-001,995.21,184.92,10.94,2.98,0,628.34,507.05,0.99,766.54,396.69,1.99,729.75,416.58,10.94,35.79,0
2404310-001,24,043,10-001,917.63,287.12,13.58,9.7,0.97,572.31,610.14,0,702.29,501.5,0,646.03,533.51,14.55,42.68,1.94
2404310-002,24,043,10-002,1146.11,450.92,7.35,4.39,3.12,703.11,863.81,1,868.82,722.37,1,826.43,731.79,20.31,43.31,2
2404310-003,24,043,10-003,542,150.34,3.83,0.96,0.96,329.41,344.73,0.96,409.85,272.91,0,382.08,284.41,7.66,33.52,0
2404310-004,24,043,10-004,383.29,90.03,5.05,1.03,1,228.05,248.19,0,287.52,195.8,1,254.32,207.92,10.05,19.15,0.01
2404310-005,24,043,10-005,11.59,7.17,0.13,0.01,0.02,7.14,12.45,0.03,8.89,11.84,0.01,8.57,11.97,0.05,0.31,0.03
2404311-001,24,043,11-001,471.99,133,5,5,0,316.99,278.99,0,358.99,259,1,344.99,247,8,19,0
2404311-002,24,043,11-002,228.21,56.29,2.02,0,0,147.77,131.69,0,183.95,102.54,0,169.9,106.56,5.01,7.04,0
2404312-001,24,043,12-001,1009.31,150.59,13.94,10.95,1,646.65,479.39,0,811.02,334.98,0,768.18,346.93,16.93,42.84,0
2404313-001,24,043,13-001,1182.97,162.26,10.19,4.74,0,810.17,481.4,0.93,984.54,320.94,0.93,963.62,329.22,12.95,33.32,0
2404313-002,24,043,13-002,632.4,204.31,14.01,8,0,391.65,417.98,1,499.98,338.65,1,474.9,350.69,7.03,31.07,0
2404314-001,24,043,14-001,424,83,5,4,0,282,209,1,332,167,1,313,178,4,20,0
2404314-002,24,043,14-002,386.74,107.37,4.97,9.94,0,282.35,202.81,0,330.07,166.03,0,308.2,174.98,1.99,12.92,0
2404315-001,24,043,15-001,798.24,88.54,6.09,4.07,5.02,557.76,263.8,1,685.26,169.92,0,664.61,174.92,2.17,32.82,0
2404316-001,24,043,16-001,1261.09,263.3,10.89,5.94,0.99,811.69,673.11,0.99,1011.64,501.86,0,958.19,519.68,14.85,53.45,0
2404317-001,24,043,17-001,880.49,485.34,20.41,1.3,3.05,497.09,842.49,4.02,615.45,744.95,0.99,565.01,766.2,8.68,49.34,5.02
2404318-001,24,043,18-001,1044,134,5,1,0,628,520,0,833,313,0,766,345,8,47,0
2404318-002,24,043,18-002,896.15,231.82,8.12,1.6,0.27,547.93,548.81,0.09,665.22,454.05,0.11,628.33,471.09,7.08,36.25,0
2404318-003,24,043,18-003,734.46,458.71,15,14,0,466.59,702.3,0,540.59,664.36,0,493.68,689.27,10.03,36.03,2
2404318-004,24,043,18-004,76.54,53.29,0,0,0,49.41,71.7,0,49.41,73.64,0,52.32,70.73,0.97,0.97,0
2404319-001,24,043,19-001,1013,242,9,11,3,654,576,0,809,444,0,769,455,7,43,0
2404320-001,24,043,20-001,878,121,10,4,0,576,377,0,738,255,0,696,278,7,31,1
2404321-001,24,043,21-001,802.39,383.45,9.86,6.9,0,449.5,719.59,0,547.09,626.93,0.99,495.83,657.49,16.76,38.44,0
2404321-002,24,043,21-002,716.47,341.45,12.64,10.51,1,394.71,659.2,3.13,502.72,569.45,3.08,462.83,588.64,13.81,26.29,0.08
2404321-003,24,043,21-003,429.82,179.14,3.01,6.01,0,193.48,396.49,0,250.61,349.37,0,224.56,367.38,8.01,20.04,0
2404322-001,24,043,22-001,296.24,262.18,17.01,3,0,163.15,393.26,0,183.17,395.25,1,168.16,370.26,11.01,34.01,0
2404322-002,24,043,22-002,495.21,337.55,13.02,5.5,2.73,295.43,513.34,0.91,348.52,484.77,0.91,320.68,498.17,11.16,23.3,0
2404323-001,24,043,23-001,1682.29,192.71,21.77,7.37,0.02,1182.37,620.91,5.07,1455.21,389.6,0.07,1381.14,429.22,19.03,40.98,0
2404324-001,24,043,24-001,303.41,84.19,3.9,1.75,1.1,199.27,186.55,3.06,238.39,160.87,1.1,222.94,166.32,1.93,15.66,0.11
2404325-001,24,043,25-001,83,174,3,1,0,38,215,0,42,220,0,35,226,1,5,0
2404325-002,24,043,25-002,586.81,339.98,15.02,6.04,0.99,353.91,566.11,1,417.75,525.23,1,380.14,510.43,17.98,38.02,1.96
2404325-004,24,043,25-004,515.56,312.59,14.81,7.01,0.88,325.73,496.33,0.9,374.04,468.12,0.88,355.45,451.12,14.79,29.69,0.87
2404326-001,24,043,26-001,858.62,237.9,9,6,0,536.76,540.76,0,681.7,415.82,3,633.72,438.81,7,30.99,0
2404326-002,24,043,26-002,774.89,222.08,8.65,9.61,2.88,475.89,518.19,0,593.18,407.63,0,558.57,418.21,7.69,32.69,0
2404326-003,24,043,26-003,523.47,117.28,4.01,8,0,305.89,309.82,0,404.14,237.58,0,370.05,260.64,8.02,22.06,0
2404326-004,24,043,26-004,900.41,171.86,8.64,2.88,0.96,548.12,503.03,0.96,696.91,356.17,0,646.04,389.76,11.52,38.39,0
2404327-001,24,043,27-001,1068.71,234.41,14.35,11.48,0,601.81,701.31,2.87,759.67,549.18,1.91,694.61,575.97,18.18,51.67,1.91
2404327-002,24,043,27-002,1191.21,380.75,16.99,7.99,1,731.52,819.46,1,904.4,663.56,1,795.47,721.52,11.99,66.96,0
2404501-001,24,045,01-001,72,7,0,0,0,41,35,0,54,24,0,49,25,0,3,0
2404501-002,24,045,01-002,434.26,175.54,7.11,0.03,0,233.99,370.15,0.01,347.82,256.57,0,322.7,271.56,3.98,14.09,0
2404501-003,24,045,01-003,546.13,60.09,0.12,2.86,0,344.15,240.03,0.95,446.91,142.93,0,420.36,158.05,4.84,9.82,0
2404502-001,24,045,02-001,896.3,229.17,8.63,0.19,0,545.94,563.95,0.04,750.32,357.14,0,681.1,395.61,6.83,39.81,0
2404504-001,24,045,04-001,156.09,17.13,0,2.86,0,89.47,82.8,0,123.73,48.54,0,109.45,53.3,3.81,13.32,0
2404504-002,24,045,04-002,336.67,50.39,6.25,1.28,2,230.61,149.02,0.06,293.8,88.08,0.05,261.42,110.08,3.55,18.7,0.03
2404504-003,24,045,04-003,814,152,7,6,0,530,416,4,687,266,0,615,317,9,28,0
2404505-001,24,045,05-001,287.98,556.97,13,3,0,130.99,741.96,0,164.99,722.96,1,138.99,721.96,15,17,2
2404505-002,24,045,05-002,129,97,1,1,2,86,141,0,98,126,1,83,138,1,12,0
2404505-003,24,045,05-003,434.56,285.81,2.94,5.87,0,260.34,454.16,0,338.64,386.63,0,282.85,405.23,10.77,35.23,0
2404505-004,24,045,05-004,736.57,350.67,16.1,5.13,3,436.74,643.35,1,563.84,527.47,0,500.48,555.95,16.26,38.88,0
2404505-005,24,045,05-005,1252.8,540,15.71,8.84,0,765.82,1003.42,3.93,984.76,800.18,2.95,879.71,848.29,22.58,64.8,1.96
2404505-006,24,045,05-006,602.11,198.07,3,5,0,374.06,402.11,0,484.08,305.09,0,428.07,345.1,7,28.01,0
2404505-007,24,045,05-007,597.46,151.59,7.29,9.36,0,409.12,322.7,0,504.54,244.44,1.07,445.95,264.3,8.36,44.51,0.14
2404505-008,24,045,05-008,506.09,123.05,3.7,4.63,0,347.88,265.53,0,430.22,197.99,0.93,396.91,209.1,4.63,19.43,1.85
2404505-009,24,045,05-009,189.45,38.35,0.01,0.01,2,114,106.76,0,160.23,63.57,0,142.14,76.6,3.01,5.06,0.01
2404506-001,24,045,06-001,415,59,1,0,0,262,186,1,351,107,0,318,126,12,12,0
2404507-001,24,045,07-001,1165.58,307.1,10.56,5.12,0.64,708.22,730.88,0.87,913.37,530.66,0.85,842.22,580.73,6.91,52.73,0.02
2404508-001,24,045,08-001,454.13,115.35,6.24,3.03,0,290.77,272.56,0,373.27,190.04,0.02,324.3,212.48,13.19,26.73,0
2404508-002,24,045,08-002,1143,234,7,8,1,680,682,0,906,436,0,818,483,19,52,2
2404508-003,24,045,08-003,163.18,59.64,4.05,3.01,0,100.29,128.5,0,124.66,104.17,0,111.41,110.33,3.02,7.1,0.01
2404508-004,24,045,08-004,498.42,117.08,8.77,0.97,0,256.05,354.57,0,348.59,259.16,0.97,313.5,275.71,6.82,27.27,0
2404508-005,24,045,08-005,320.53,176.19,9.06,1.16,0,174.44,315.69,0,256.85,249.12,0,218.55,262.23,8.28,22.01,0
2404509-001,24,045,09-001,204,616,6,0,1,67,772,3,86,772,4,74,764,4,21,3
2404509-002,24,045,09-002,125.23,508.2,4.11,0.33,3.21,33.7,627.53,0.96,45.4,637.03,0,39.47,629.48,2,7.54,0
