GEOID,G18USSDWHI,G18USSRFLA,G18USSOWRI,G18GOVDRAI,G18GOVRFUN,G18GOVITRI,G18GOVIMUN,G18GOVOGIL,G18GOVOARM,G18GOVOWRI,G18LTGDMCK,G18LTGRPEN,G18LTGIRIC,G18LTGIMCC,G18LTGOHEL,G18LTGOWRI,G18ATGDNER,G18ATGOGOR,G18ATGOWRI,G18TREDMAG,G18TRERRIL,G18TREOWRI,G18SOSDGOR,G18SOSRCOR,G18SOSOWRI
440090515025028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090515021056,18.7,13.4,0.1,16,13.1,1.3,0.3,0.8,0.5,0.1,18.9,9.6,0.8,0.6,1,0.1,23.5,5.1,0.2,19.9,11.5,0,20.7,10.7,0.1
440090515033000,8.6,6.3,0,8,5.6,0.6,0.3,0.4,0.1,0,8.8,4.4,0.4,0.3,0.5,0.1,10.7,2.4,0.1,8.9,5.5,0,9.6,4.8,0
440090515032049,14.7,10.8,0,13.6,9.5,1,0.4,0.7,0.1,0.1,15,7.5,0.6,0.5,0.8,0.1,18.3,4.1,0.2,15.2,9.3,0,16.4,8.2,0
440090515022023,0.7,0.5,0,0.6,0.4,0.1,0,0.1,0,0,0.7,0.3,0,0,0.1,0,0.9,0.2,0,0.8,0.4,0,0.8,0.4,0
440099901000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090515023014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090515043013,17.7,15.9,0.1,16.2,13.5,1.8,0.4,1.1,0.3,0.1,19.8,10.1,0.8,0.7,0.9,0.1,24.4,5.2,0.2,18.8,13.9,0,20.6,11.9,0
440090515031001,5.7,3.9,0,5.2,3.5,0.4,0,0.4,0,0,6.2,2,0.3,0.1,0.3,0.1,7.2,1.1,0,5.8,3.3,0,6.5,2.7,0
440090515031011,18.8,12.8,0,17.3,11.5,1.3,0,1.3,0,0.2,20.5,6.6,1,0.3,1.1,0.3,23.9,3.7,0,19.2,10.8,0,21.5,9.1,0
440090515032032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090515044016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090515042063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090515042000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090515033030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090515032048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090515032000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090515041026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090504022021,1.7,1.1,0,1.4,1,0.1,0,0.1,0,0,1.6,0.8,0.1,0.1,0.1,0,2.1,0.4,0,1.7,1,0,1.8,0.9,0
440090504022035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090504022045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090501032178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090504011015,25.2,27.2,0,22.7,24.9,1.9,0.7,1.5,0.2,0,26.9,20.3,1.4,0.9,1.3,0,38.1,8.4,0.5,27.7,23.2,0,28.5,22.2,0.1
440090504023019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090503013004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090504023010,10.4,6.8,0,9,6.3,0.5,0.2,0.6,0.3,0.1,9.9,4.9,0.4,0.4,0.6,0.2,12.9,2.4,0.2,10.6,6,0,11.3,5.4,0
440090504012050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090501041013,4,3.1,0,3.5,2.8,0.3,0.1,0.3,0.1,0,4,2.3,0.2,0.2,0.2,0,5.2,1.2,0.1,4.1,2.8,0,4.4,2.6,0
440090501035020,2.6,1.9,0,2.1,1.8,0.2,0.1,0.2,0.1,0,2.6,1.4,0.1,0.1,0.1,0.1,3.3,0.8,0.1,2.7,1.7,0,2.9,1.5,0
440090501041026,4.1,3.1,0,3.5,3,0.3,0.1,0.3,0.1,0,4,2.4,0.2,0.2,0.2,0,5.2,1.3,0.1,4.2,2.8,0,4.4,2.6,0
440090501041010,13.7,10.6,0,11.6,10.1,0.9,0.2,1,0.2,0.1,13.5,8.1,0.6,0.7,0.7,0.1,17.5,4.3,0.3,14,9.5,0,14.9,8.7,0
440090501042008,6.1,4.6,0,5.3,4.2,0.5,0.2,0.4,0.1,0,6.1,3.5,0.3,0.2,0.3,0.1,7.9,1.7,0.2,6.2,4.2,0,6.5,3.9,0
440090503023004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090503011052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090501035017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090501035030,7.1,5.3,0,5.9,4.9,0.7,0.2,0.5,0.2,0.1,7.2,3.8,0.4,0.3,0.4,0.1,9,2.2,0.1,7.5,4.7,0,8.1,4.1,0
440090501022008,6.4,4.9,0,5.3,4.4,0.6,0.2,0.4,0.2,0.1,6.5,3.5,0.4,0.3,0.3,0.1,8.2,2,0.1,6.8,4.3,0,7.3,3.7,0
440090506004039,2.4,2.2,0,1.9,2.1,0.2,0.1,0.2,0.1,0,2.1,1.9,0.1,0.1,0.2,0,3,1,0.1,2.4,2.1,0,2.5,1.9,0
440090506001016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090506001036,3,3.1,0,2.5,2.7,0.4,0.1,0.3,0.1,0,2.9,2.6,0.2,0.1,0.2,0,3.9,1.6,0.1,3.2,2.8,0,3.4,2.6,0
440090506001046,3.5,3.7,0,3,3.2,0.4,0.1,0.3,0.1,0,3.4,3,0.3,0.2,0.2,0,4.6,1.9,0.1,3.7,3.3,0,4,3.1,0
440090506001073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090506001026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090506004048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090506001060,10.5,11,0.1,8.9,9.7,1.3,0.4,1,0.3,0,10.2,9.1,0.8,0.5,0.6,0,13.7,5.6,0.4,11.2,10,0,12.1,9.2,0
440090506004007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090506003042,0.8,0.8,0,0.7,0.7,0.1,0,0.1,0,0,0.8,0.7,0.1,0,0,0,1.1,0.4,0,0.9,0.8,0,0.9,0.7,0
440090506003021,0.6,0.6,0,0.5,0.5,0.1,0,0,0,0,0.5,0.5,0,0,0.1,0,0.7,0.3,0,0.6,0.5,0,0.6,0.5,0
440090506002048,0.3,0.3,0,0.2,0.2,0,0,0,0,0,0.3,0.2,0,0,0,0,0.4,0.1,0,0.3,0.3,0,0.3,0.2,0
440090506002017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090506002043,0.8,0.8,0,0.7,0.7,0.1,0,0.1,0,0,0.8,0.7,0.1,0,0,0,1.1,0.4,0,0.9,0.8,0,0.9,0.7,0
440090506002071,15.9,16.6,0.1,13.5,14.6,1.9,0.6,1.4,0.5,0.1,15.4,13.7,1.3,0.8,1,0.1,20.8,8.5,0.5,17,15.2,0,18.3,13.9,0
440090506001012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090506001045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090514001011,0.2,0.1,0,0.2,0.1,0,0,0,0,0,0.2,0.1,0,0,0,0,0.2,0,0,0.2,0.1,0,0.2,0.1,0
440090514001024,21.5,12.4,0.2,18.6,11.5,1.5,0.5,1,0.6,0.2,19.7,8.9,1.4,1,1.1,0.5,24.4,4.8,0.5,20.6,11.6,0,22.5,10.2,0
440090514001034,1.2,0.7,0,1.1,0.7,0.1,0,0.1,0,0,1.1,0.5,0.1,0.1,0.1,0,1.4,0.3,0,1.2,0.7,0,1.3,0.6,0
440090514001023,0.6,0.3,0,0.5,0.3,0,0,0,0,0,0.5,0.2,0,0,0,0,0.6,0.1,0,0.5,0.3,0,0.6,0.3,0
440090512021034,1,0.4,0,0.9,0.3,0,0,0.1,0,0,0.9,0.2,0,0,0,0,1.1,0.2,0,1,0.3,0,1,0.3,0
440090512024014,6.9,3.8,0,6,3.4,0.4,0.1,0.4,0.2,0.1,6.6,2.6,0.4,0.2,0.4,0.1,8.1,1.4,0,7.1,3.4,0,7.4,3,0
440090513024020,2.3,1.2,0,2.1,1.1,0.2,0,0.1,0,0,2.2,0.9,0.1,0.1,0.1,0,2.7,0.5,0,2.3,1.1,0,2.5,1,0
440090513024006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090513024019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090513051036,4.3,2.3,0,3.9,2,0.3,0.1,0.2,0.1,0,4.1,1.6,0.2,0.2,0.2,0.1,5,0.9,0.1,4.4,2,0,4.6,1.8,0
440090513051003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090513061066,1.3,0.6,0,1.2,0.6,0.1,0,0.1,0,0,1.2,0.4,0,0,0.1,0,1.5,0.2,0,1.3,0.5,0,1.4,0.5,0
440090513041017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090513041066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090510005016,8.9,7.3,0,9,5.8,0.7,0.1,0.5,0.1,0,9,5.7,0.3,0.2,0.3,0,10.7,2.9,0.1,8.7,6.8,0,9.4,6.2,0
440090510002050,0.7,0.6,0,0.7,0.5,0.1,0,0,0,0,0.8,0.5,0,0,0,0,0.9,0.2,0,0.7,0.6,0,0.8,0.5,0
440090510002026,1.1,0.9,0,1.1,0.7,0.1,0,0.1,0,0,1.1,0.7,0,0,0,0,1.3,0.4,0,1.1,0.9,0,1.2,0.8,0
440090510005023,3.7,3,0,3.7,2.4,0.3,0,0.2,0.1,0,3.8,2.4,0.1,0.1,0.1,0,4.5,1.2,0.1,3.6,2.8,0,3.9,2.6,0
440090510002035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090510003015,0.3,0.3,0,0.3,0.2,0,0,0,0,0,0.3,0.2,0,0,0,0,0.4,0.1,0,0.3,0.3,0,0.4,0.2,0
440090510003021,2.7,2.2,0,2.8,1.8,0.2,0,0.1,0,0,2.7,1.8,0.1,0.1,0.2,0,3.2,0.9,0.1,2.6,2.1,0,2.8,1.9,0
440090510003022,3.8,3.1,0,3.8,2.5,0.3,0,0.2,0,0,3.7,2.4,0.2,0.1,0.2,0,4.4,1.3,0.1,3.6,2.9,0,3.9,2.6,0
440090508022002,4.1,3.4,0,4.2,2.7,0.3,0.1,0.2,0,0,4,2.7,0.2,0.1,0.2,0,4.8,1.4,0.1,3.9,3.2,0,4.3,2.9,0
440090510005003,5.6,4.5,0,5.6,3.6,0.4,0,0.3,0.1,0,5.6,3.6,0.2,0.1,0.2,0,6.7,1.8,0.1,5.4,4.3,0,5.9,3.9,0
440090510005020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090510005007,3.3,2.7,0,3.4,2.2,0.3,0,0.2,0,0,3.4,2.2,0.1,0.1,0.1,0,4,1.1,0.1,3.3,2.6,0,3.5,2.3,0
440090510001024,0.7,0.6,0,0.7,0.4,0.1,0,0,0,0,0.7,0.4,0,0,0,0,0.8,0.2,0,0.7,0.5,0,0.7,0.5,0
440090510003004,2.7,2.2,0,2.8,1.8,0.2,0,0.1,0,0,2.7,1.8,0.1,0.1,0.2,0,3.2,0.9,0.1,2.6,2.1,0,2.8,1.9,0
440090510001026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090509022008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090508014012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090510004001,2.2,1.8,0,2.2,1.5,0.2,0,0.1,0,0,2.3,1.4,0.1,0.1,0.1,0,2.7,0.7,0,2.2,1.7,0,2.3,1.5,0
440090509011014,3.6,2.4,0,3.3,2.1,0.3,0.1,0.2,0.1,0,3.4,2,0.2,0.1,0.2,0,4,1.4,0,3.4,2.4,0,3.7,2.2,0
440090507003040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090507003054,18.4,15.2,0.1,15.8,13.8,2.2,0.4,1.1,0.4,0.1,16.5,12.6,1.4,1,1.2,0.1,21.2,8,0.3,17.6,14.7,0.1,19.3,13.1,0
440090507001051,18.5,15.7,0,15.9,13,2.2,0.4,2,0.5,0.1,17,12.7,1.8,0.7,1.2,0.2,22.4,7.8,0.2,19.2,14.2,0.1,20.1,13.5,0
440090507004010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090507003070,55.8,46,0.3,48,41.8,6.6,1.1,3.2,1.2,0.2,49.9,38.2,4.1,2.9,3.5,0.2,64.4,24.3,0.8,53.5,44.7,0.2,58.5,39.8,0.2
440090507004013,4,3.3,0,3.4,3,0.5,0.1,0.2,0.1,0,3.6,2.7,0.3,0.2,0.3,0,4.6,1.7,0.1,3.8,3.2,0,4.2,2.8,0
440090507004014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090507004052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090507005004,15.7,16.2,0.1,13.9,14.2,2.1,0.5,0.9,0.5,0.1,15.2,13.3,0.9,0.9,0.9,0,18.9,9.3,0.3,15.7,15.6,0,16.7,14.5,0
440090504011006,162.4,107.1,0.3,141.6,99,7.7,3.6,9.2,4.6,1.5,155.6,77.6,6.7,6.8,8.8,2.8,201.6,38,2.5,166.9,94.4,0.1,177.3,84,0.4
440090501032030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090501032040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090501032009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090503021013,81.9,49.2,0.5,70.5,44.4,5.7,2.4,5.8,1.3,0.2,78.1,35.4,2.5,3.5,5.6,1.4,97.8,18.6,1.3,83.4,43.8,0,89.8,38.3,0.1
440090503013000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090504011004,14.9,13.1,0,13.3,11.7,1,0.6,1.3,0.1,0.1,14.9,9.5,0.8,0.6,1,0.3,21.3,3.7,0.3,15.2,11.9,0,16.8,10.6,0
440090504011012,98,86.1,0.2,87.1,76.9,6.5,4.1,8.5,0.6,0.4,97.4,62,5.6,3.9,6.5,1.9,139.8,24.1,2.2,99.5,78.3,0.2,110.2,69.6,0.2
440090504011001,4.5,4.9,0,4.1,4.5,0.3,0.1,0.3,0,0,4.9,3.7,0.3,0.2,0.2,0,6.9,1.5,0.1,5,4.2,0,5.2,4,0
440090504022013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090513061020,2.2,1.2,0,1.9,1.2,0.1,0.1,0.1,0.1,0,2,0.9,0.1,0.1,0.1,0,2.4,0.5,0,2.1,1.2,0,2.3,1,0
440090513061021,1.3,0.8,0,1.1,0.7,0.1,0,0.1,0,0,1.2,0.5,0.1,0.1,0.1,0,1.5,0.3,0,1.3,0.7,0,1.4,0.6,0
440090512022002,28.5,9.5,0.1,24.3,8.5,1.7,0.8,1.7,0.6,0.1,26.3,6.6,0.8,1,1.2,0.7,28.8,5.9,0.1,28.1,9.1,0.1,29.2,7.7,0.1
440090513051045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090513023009,12.5,6.6,0,11.1,5.8,0.9,0.2,0.6,0.2,0.2,12,5,0.5,0.4,0.6,0.1,14.3,2.9,0.1,12.5,6.1,0.1,13.1,5.4,0.1
440090513022004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090512024008,84.8,46.7,0.4,74.1,42.2,5.2,1.4,4.4,2,1.1,81.3,32.2,4.9,3,4.5,0.9,99.2,17.1,0.6,87,41.7,0.1,91.6,36.7,0.1
440090512021037,30.5,11.5,0,26.4,10.6,1.2,0.5,1.9,0.7,0.2,27.6,7.6,1.1,1.3,1.5,0.3,32.8,4.8,0.2,29.9,10.4,0,31.4,8.5,0.1
440090511012032,22,15.4,0,20.6,13.3,1.5,0.3,1.2,0.3,0,20.9,12.9,0.7,0.7,1.2,0.2,25.9,7.2,0.3,21.5,14.8,0,22.6,13.9,0
440090511014016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090511021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090511021027,4.4,3.2,0,3.8,2.8,0.4,0.1,0.3,0.1,0,4.2,2.5,0.2,0.2,0.2,0,5.1,1.7,0,4.3,3,0,4.7,2.7,0
440090511023000,8.3,6,0,8.2,5,0.6,0,0.3,0.2,0,8.3,4.5,0.3,0.3,0.4,0,9.7,2.7,0.1,8.5,5.4,0,9.2,4.8,0
440090511023006,2.8,2,0,2.7,1.7,0.2,0,0.1,0.1,0,2.8,1.5,0.1,0.1,0.1,0,3.2,0.9,0,2.8,1.8,0,3.1,1.6,0
440090511014039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090511021018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090511021010,4,2.9,0,3.5,2.6,0.4,0.1,0.3,0.1,0,3.9,2.3,0.2,0.2,0.2,0,4.7,1.5,0,4,2.8,0,4.3,2.5,0
440090515023020,19.2,12.8,0.1,15.9,11.6,1.4,0.6,1.5,0.4,0.1,19,8.6,1.1,0.7,1.4,0.1,23.8,4.8,0.4,20,11,0,21.5,9.4,0
440090515033033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440099901000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090515023006,11.5,7.6,0.1,9.5,6.9,0.9,0.3,0.9,0.2,0.1,11.3,5.1,0.7,0.4,0.8,0.1,14.2,2.9,0.2,11.9,6.5,0,12.8,5.6,0
440090515025010,49.3,35.5,0.2,42.2,34.7,3.5,0.8,2,1.3,0.3,50,25.5,2.1,1.6,2.7,0.4,62.1,13.5,0.6,52.6,30.5,0,54.6,28.4,0.1
440099901000021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090515042064,6.8,6.2,0,6.2,5.2,0.7,0.2,0.4,0.1,0,7.7,3.9,0.3,0.3,0.3,0,9.4,2,0.1,7.3,5.4,0,7.9,4.6,0
440090515031054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090515044012,5.1,3.7,0,4.7,3.3,0.3,0.2,0.3,0,0,5.2,2.6,0.2,0.2,0.3,0,6.4,1.4,0.1,5.3,3.2,0,5.7,2.9,0
440090515033008,1,0.7,0,0.9,0.6,0.1,0,0,0,0,1,0.5,0,0,0.1,0,1.2,0.3,0,1,0.6,0,1.1,0.5,0
440090515033032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090515041023,4.4,4,0,4,3.4,0.5,0.1,0.3,0.1,0,5,2.5,0.2,0.2,0.2,0,6.1,1.3,0.1,4.7,3.5,0,5.1,3,0
440090515024002,9.3,6.7,0,8,6.6,0.7,0.2,0.4,0.2,0.1,9.5,4.8,0.4,0.3,0.5,0.1,11.7,2.6,0.1,9.9,5.8,0,10.3,5.4,0
440090515042057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090515042005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090512021018,31.5,11.8,0,27.3,11,1.3,0.5,2,0.7,0.2,28.5,7.8,1.1,1.3,1.5,0.3,33.8,5,0.2,30.8,10.7,0,32.5,8.8,0.1
440090513051048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090513052030,37.7,29,0,34.5,26.2,2.5,0.6,1.6,0.4,0.1,36.9,20.5,1.7,1.9,1.8,0.8,48.4,10.4,0.1,38.6,25.6,0,40.3,24.4,0
440090512024026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090513052008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090513061037,3.5,2,0,3,1.9,0.2,0.1,0.2,0.1,0,3.2,1.4,0.2,0.2,0.2,0.1,3.9,0.8,0.1,3.3,1.9,0,3.6,1.6,0
440090513051000,12.2,6.7,0.1,10.6,6.1,0.7,0.2,0.6,0.3,0.2,11.7,4.6,0.7,0.4,0.6,0.1,14.2,2.5,0.1,12.5,6,0,13.1,5.3,0
440090513052029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090513052015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090513052002,15.8,12.1,0,14.4,11,1.1,0.3,0.7,0.2,0.1,15.5,8.6,0.7,0.8,0.8,0.4,20.3,4.4,0.1,16.2,10.7,0,16.9,10.2,0
440090513052017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090514001009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090511013070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090511012033,3.6,2.5,0,3.4,2.2,0.2,0.1,0.2,0.1,0,3.4,2.1,0.1,0.1,0.2,0,4.2,1.2,0.1,3.5,2.4,0,3.7,2.3,0
440090511012012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090511014034,2.5,1.8,0,2.2,1.6,0.3,0.1,0.1,0.1,0,2.3,1.4,0.2,0.1,0.1,0,2.9,1,0,2.4,1.7,0,2.6,1.6,0
440090511014043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090511013054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090511012014,11.1,8,0,10.9,6.6,0.8,0,0.4,0.3,0,11.1,6,0.4,0.5,0.6,0,12.9,3.6,0.1,11.4,7.2,0,12.2,6.4,0
440090511023003,2.4,1.7,0,2.3,1.4,0.2,0,0.1,0.1,0,2.4,1.3,0.1,0.1,0.1,0,2.8,0.8,0,2.4,1.5,0,2.6,1.4,0
440090511021032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090511012002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090511013093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090511013019,0.6,0.4,0,0.5,0.4,0.1,0,0,0,0,0.6,0.4,0,0,0,0,0.7,0.2,0,0.6,0.4,0,0.6,0.4,0
440090511014118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090511014040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090511014058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090511013031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090504021019,17.5,10.5,0.1,15.1,9.5,1.2,0.5,1.2,0.3,0,16.7,7.6,0.5,0.7,1.2,0.3,20.9,4,0.3,17.8,9.4,0,19.2,8.2,0
440090504011000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090504011002,13.6,12,0,12.1,10.7,0.9,0.6,1.2,0.1,0.1,13.5,8.6,0.8,0.5,0.9,0.3,19.4,3.3,0.3,13.8,10.9,0,15.3,9.7,0
440090504022041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090501022004,9.7,7.3,0,8,6.6,0.9,0.3,0.6,0.2,0.2,9.8,5.2,0.6,0.4,0.5,0.2,12.3,3,0.2,10.2,6.4,0,11,5.6,0
440090504012044,0.9,0.8,0,0.8,0.7,0.1,0,0.1,0,0,0.9,0.6,0,0,0.1,0,1.3,0.2,0,0.9,0.7,0,1,0.6,0
440090503023031,4.6,2.8,0,4,2.5,0.3,0.1,0.3,0.1,0,4.4,2,0.1,0.2,0.3,0.1,5.5,1.1,0.1,4.7,2.5,0,5.1,2.2,0
440090503021030,9.3,5.6,0.1,8,5,0.6,0.3,0.7,0.1,0,8.8,4,0.3,0.4,0.6,0.2,11.1,2.1,0.1,9.4,5,0,10.2,4.3,0
440090504021010,30.4,18.2,0.2,26.2,16.5,2.1,0.9,2.1,0.5,0.1,29,13.1,0.9,1.3,2.1,0.5,36.3,6.9,0.5,30.9,16.2,0,33.3,14.2,0.1
440090504023021,2.9,1.9,0,2.5,1.8,0.1,0.1,0.2,0.1,0,2.8,1.4,0.1,0.1,0.2,0.1,3.6,0.7,0,3,1.7,0,3.2,1.5,0
440090504021011,2.1,1.2,0,1.8,1.1,0.1,0.1,0.1,0,0,2,0.9,0.1,0.1,0.1,0,2.5,0.5,0,2.1,1.1,0,2.3,1,0
440090504021013,13.4,8,0.1,11.5,7.3,0.9,0.4,0.9,0.2,0,12.8,5.8,0.4,0.6,0.9,0.2,16,3,0.2,13.6,7.2,0,14.7,6.3,0
440090504022030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090504012035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440090504012039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
