GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRHAW,G18USSDMCC,G18USSLCAM,G18USSGCRA,G18USSIODE,G18AUDRMCD,G18AUDDGAL,G18AUDLOTO,G18AUDGFIT,G18AUDCLUE
29025000390,29,025,000390,373.29,176.23,9.9,2.97,18.81,315.84,235.63,8.91,3.96,8.92
29027000826,29,027,000826,388.84,164.38,9.49,4.67,10.64,265.72,244.2,8.88,4.48,47.11
29027000828,29,027,000828,194.17,49.69,4.58,1.31,3.27,139.91,90.87,1.96,0,17.65
29027000839,29,027,000839,581,238,12,3,13,415,330,17,7,66
29027000842,29,027,000842,152,47,2,0,7,127,63,3,0,16
29027000998,29,027,000998,253.84,83.39,2.28,0.09,5.09,180.69,125.19,12.22,0.12,26.9
29027001069,29,027,001069,503.73,289.04,16.71,5.85,11.7,355.04,377.59,15.87,8.35,57.64
29027001081,29,027,001081,288.13,143.09,9.07,3.06,3.34,186.59,202.18,7.12,4.06,29.13
29027001083,29,027,001083,233,112,3,6,14,154,180,6,3,24
29027001189,29,027,001189,229.94,165.22,9.01,3.9,7.6,161.83,208.82,11.43,4.2,23.77
29027001190,29,027,001190,1126.43,578.55,31.08,13.31,37.08,803.64,826.24,29.87,16.43,92.65
29027001271,29,027,001271,240.23,309.39,10.3,2.41,4.11,163.58,342.01,14.19,7.1,33.24
29027001272,29,027,001272,155.25,132.42,7.94,2.78,5.96,114.75,159.02,5.96,2.58,18.26
29027001292,29,027,001292,614.3,524.43,31.35,11.07,23.45,453.04,629.56,24.27,10.32,72.32
29027001297,29,027,001297,510.27,250.4,12.99,6.99,18.96,360.05,354.64,14.03,8.99,52.84
29027001306,29,027,001306,381.37,358.74,18.13,7.35,11.8,264.95,420.08,25.21,8.55,46.88
29027001350,29,027,001350,121.94,55.01,1.89,0.03,4.66,85.69,76.78,2.84,3.62,12.03
29027001351,29,027,001351,152.09,77.03,1,2,4.01,104.07,108.03,5,0.01,12.02
29027001438,29,027,001438,357.47,76.74,7.94,2.98,14.88,256.18,266.09,12.9,1,28.8
29027001543,29,027,001543,145.51,58.81,5.06,2.03,6.13,101.56,96.57,2.08,1.03,14.21
29027001584,29,027,001584,884.5,456.02,16.03,8.11,32.72,642.76,650.24,19.97,7.11,54.38
29027001595,29,027,001595,226.41,135.38,3.65,7.1,10.6,151.32,204.97,1.6,4.1,18
29027001763,29,027,001763,287.02,180.9,11.24,1.76,10.47,198.22,260.86,10.4,1.75,17.45
29027001843,29,027,001843,1695.08,732.93,20.09,13.19,34.98,1192.75,1148.04,41.93,9.2,95.92
29027001989,29,027,001989,553.72,288.91,14.44,4.05,15.6,389.57,416.66,16.18,3.47,45.06
29027001991,29,027,001991,353.01,184.21,9.21,2.58,9.95,248.36,265.65,10.32,2.21,28.73
29029000002,29,029,000002,444,219,6,2,8,336,282,18,2,28
29029000003,29,029,000003,1086.83,425.51,11.89,8.44,28.67,911.06,523.29,32.05,8.99,64.35
29029000004,29,029,000004,963,368,29,8,28,839,432,44,7,63
29029000005,29,029,000005,660.53,231.06,17.16,6.64,23.8,529.23,315.82,30.46,4.43,43.73
29029000006,29,029,000006,462.81,185.33,7.69,0.01,16.33,367.77,249.66,21.13,0.97,20.16
29029000007,29,029,000007,591,163,9,4,13,445,257,16,3,45
29029000008,29,029,000008,275.76,92.81,2.04,1.01,3.04,219.47,127.89,7.05,1.02,15.16
29029000009,29,029,000009,643.98,289.32,6,3,9,500.81,400.43,14.03,6,24.02
29029000010,29,029,000010,518.54,181.4,13.49,5.22,18.71,415.44,247.96,23.93,3.48,34.37
29029000011,29,029,000011,254,59,8,0,8,197,101,9,2,13
29029000012,29,029,000012,1583,684,14,3,25,1320,810,45,9,91
29029000013,29,029,000013,652,218,11,8,18,514,309,19,4,51
29029000014,29,029,000014,757,260,3,7,18,591,369,16,8,39
29029000015,29,029,000015,267,60,7,5,5,217,96,6,2,15
29029000016,29,029,000016,298.28,120.91,4.31,1.69,5.08,243.98,144.76,8.46,2.15,22.61
29029000017,29,029,000017,515.82,209.11,7.45,2.93,8.79,421.93,250.36,14.64,3.73,39.08
29029000018,29,029,000018,1123.97,455.57,16.23,6.37,19.12,919.33,545.45,31.88,8.11,85.2
29029000019,29,029,000019,610.56,200.87,2.98,0,2.98,506.15,270.48,18.89,0.99,13.92
29029000020,29,029,000020,296,89,7,2,6,260,109,9,7,10
29029000021,29,029,000021,181.5,75.43,1.46,0.69,3.81,148.42,96.51,5.6,0.09,7.54
29029000022,29,029,000022,720,325,2,1,10,594,403,5,3,41
29029000023,29,029,000023,422.44,199.38,6.71,4.34,7.9,341.11,248.33,15.79,3.55,24.08
29029000024,29,029,000024,560.27,264.43,8.9,5.76,10.47,452.4,329.35,20.94,4.71,31.94
29029000025,29,029,000025,86.81,40.97,1.38,0.89,1.62,70.1,51.03,3.25,0.73,4.95
29031000002,29,031,000002,275.48,57.13,6.52,1.86,2.8,264.22,67.42,6.53,1.86,0.01
29031000003,29,031,000003,514.49,79.13,4.08,1.1,3.08,499.72,80.53,7.28,2.04,1.1
29031000004,29,031,000004,1206.65,360.25,16.93,7.1,12.93,1122.9,384.84,29.81,6.06,20.21
29031000005,29,031,000005,1156.42,384.75,17.18,9.54,10.51,1094.35,422.91,26.73,7.63,5.75
29031000006,29,031,000006,1415.59,402.07,12.42,7.2,4.72,1322.86,440.31,20.65,3.21,15.33
29031000007,29,031,000007,932.01,338.32,9.19,5.44,11.84,899.38,351.33,13.86,5.36,8.33
29031000008,29,031,000008,371.32,83.17,3.07,1.24,3.03,356.51,88.93,5.3,0.44,3.2
29031000009,29,031,000009,1456.28,331.11,11.95,4.91,11.89,1397.89,353.59,20.61,1.81,12.73
29031000010,29,031,000010,488.35,120.25,3.17,1.94,4.95,449.23,148.84,6.26,2.97,2.15
29031000011,29,031,000011,212.89,201.7,7.76,2.32,3.91,200.08,198.28,12.96,2.26,2.73
29031000012,29,031,000012,79.51,89.57,1.92,1.44,0.96,76.16,88.61,1.92,0.96,0.48
29031000013,29,031,000013,577.66,266.78,10.01,2.98,3.25,533.52,279.66,20.59,4.7,4.67
29031000014,29,031,000014,461.45,323.65,11.16,4.37,5.82,432.34,324.62,22.32,7.76,4.37
29031000015,29,031,000015,667.14,292.45,12.37,3.09,3.71,615.21,312.24,21.02,4.95,5.56
29031000016,29,031,000016,1112.67,369.66,11.07,0.79,9.5,1026.24,430.57,15.85,0.01,6.35
29031000017,29,031,000017,1471.78,585.43,15.71,5.15,16.82,1337.91,663.71,24.24,5.97,11.85
29031000018,29,031,000018,634.51,389.89,8.53,2.87,5.9,602.14,391.84,16.27,5.25,6.63
29031000019,29,031,000019,1048.24,652.09,20.25,7.81,8.7,973.99,650.64,52.54,10.33,9
29031000020,29,031,000020,358.27,370.41,12.43,4.17,6.44,336.08,364.7,21.84,5.71,4.85
29031000021,29,031,000021,371.39,285.44,9.37,3.21,5.08,350.87,280.25,19.19,6.76,4.65
29031000022,29,031,000022,891.32,553.93,24.59,7.08,16.88,822.09,588.02,31.24,9.85,9.43
29031000023,29,031,000023,198.2,330.68,8.83,3.1,5.14,185.96,322.75,14.85,4.64,4.35
29031000024,29,031,000024,159.17,319.29,7.53,2.83,4.71,149.28,311.28,12.72,4.71,4.24
29031000025,29,031,000025,27.34,7.51,0.28,0,0.28,25.74,8.07,0.49,0.14,0.35
29031000026,29,031,000026,35.59,9.78,0.36,0,0.36,33.51,10.51,0.63,0.18,0.45
29031000027,29,031,000027,332.29,91.21,3.33,0.02,3.51,313.04,97.9,5.87,1.68,4.24
29031000028,29,031,000028,258,65,3,0,0,243,66,9,0,5
29031000029,29,031,000029,1425,322,17,4,11,1324,377,30,5,10
29031000030,29,031,000030,925.1,207.13,3.97,4.9,3.97,886.6,226.83,13.81,1.98,4.96
29031000031,29,031,000031,999.85,295.88,6.81,3.49,12.54,946.08,314.93,19.24,3.62,7.18
29031000032,29,031,000032,520,126,3,2,1,485,144,7,0,1
29031000033,29,031,000033,279,99,3,1,1,269,102,5,1,1
29031000034,29,031,000034,656.68,187.95,8.31,3.07,8.98,621.95,201.19,14.49,1.14,6.96
29031000035,29,031,000035,343,39,4,1,2,325,51,4,0,2
29031000036,29,031,000036,458,112,5,1,13,440,131,10,0,5
29031000037,29,031,000037,357,63,2,1,4,337,67,4,1,6
29031000038,29,031,000038,0,0,0,0,0,0,0,0,0,0
29031000039,29,031,000039,281.9,73.16,0.98,0.98,7.8,273.12,76.08,2.93,0.98,3.9
29033000006,29,033,000006,157.43,27.22,0.01,0.04,1.06,124.38,48.32,3,2,2.05
29033000007,29,033,000007,84.53,13.83,1.05,0.01,0.03,66.19,24.01,2.06,1.01,2.1
29033000009,29,033,000009,160.9,97.11,2.96,0,5.99,147.48,99.59,7.94,3.96,1.01
29033000010,29,033,000010,180,55,1,1,8,148,79,1,5,5
29033000012,29,033,000012,134.33,44.02,1.18,2.05,1.11,108.17,60.62,3.21,0.02,4.34
29033000013,29,033,000013,197,49,1,1,3,161,69,4,1,7
29033000014,29,033,000014,441.51,127.29,8.7,1.71,11,364.49,167,8.73,19.43,17.51
2903316-001,29,033,16-001,240.9,113.21,2.55,3.4,7.66,194.08,136.2,8.51,9.36,7.66
2903316-003,29,033,16-003,101.95,40.4,3.13,0.72,4.09,87.29,46.65,1.68,6.25,4.81
2903316-004,29,033,16-004,434,148.22,8.28,6.37,5.83,356.94,189.7,9.92,16.01,12.83
2903316-016,29,033,16-016,125,25,0,1,0,95,44,1,0,8
2903316-017,29,033,16-017,394,86,1,3,6,322,138,3,8,6
2903316-019,29,033,16-019,120.76,49.04,3.38,0.97,4.71,102.57,56.99,2.3,7.04,5.45
29035003611,29,035,003611,721,249,9,7,17,622,271,21,9,19
29035003628,29,035,003628,78,30,0,1,1,76,27,2,1,1
29035003668,29,035,003668,281.86,49.15,1.92,1.54,4.22,257.28,50.69,3.84,3.07,7.68
29035003694,29,035,003694,50.43,29.7,1,0.02,1,48.44,23.81,0.03,0.99,2.96
29035003731,29,035,003731,453.29,79.54,3.1,2.46,6.8,413.82,81.86,6.16,4.95,12.39
29035003756,29,035,003756,44,9,0,1,0,41,10,2,0,1
29035003789,29,035,003789,170.42,42.6,1.98,1.98,1.98,166.46,38.64,2.97,0.99,2.97
29037000001,29,037,000001,227.62,95.82,5,2.99,6,193.66,116.8,7.99,2.99,3.99
29037000002,29,037,000002,316.47,139.71,8.36,4.38,11.93,261.15,173.13,17.5,5.17,9.94
29037000003,29,037,000003,264.32,116.7,6.98,3.66,9.97,218.1,144.63,14.63,4.32,8.31
29037000004,29,037,000004,158.52,62.88,4.38,1.02,3.21,138.45,73.49,6.96,1.45,3.8
29037000005,29,037,000005,446.45,176.34,12.39,2.95,8.85,390.42,205.83,19.46,4.13,10.62
29037000006,29,037,000006,155.37,61.37,4.31,1.03,3.08,135.87,71.63,6.77,1.44,3.69
29037000007,29,037,000007,361,137,7,4,9,289,188,10,5,16
29037000008,29,037,000008,242.1,105.48,5.86,2.47,7.4,205.4,127.37,7.71,2.78,7.4
29037000009,29,037,000009,542.9,236.52,13.14,5.53,16.6,460.6,285.63,17.29,6.22,16.6
29037000010,29,037,000010,931.49,416.99,11.72,5.86,10.76,798.15,499.73,23.41,1.97,20.47
29037000011,29,037,000011,608,303,8,4,13,480,389,19,8,17
29037000012,29,037,000012,533.69,317.88,14.05,7.01,25.04,460.44,367.06,27.07,8.02,18.05
29037000013,29,037,000013,395.43,258.63,15.98,6.99,22.97,338.51,307.55,24.96,5.99,15.98
29037000014,29,037,000014,528.08,381.39,18.3,10.15,20.27,454.34,420.72,27.63,7.04,19.56
29037000015,29,037,000015,161.39,71.26,4.26,2.23,6.09,133.17,88.31,8.93,2.64,5.08
29037000016,29,037,000016,335.97,132.51,6.91,5.65,11.3,294.53,155.74,13.82,1.26,11.3
29037000017,29,037,000017,53.6,23.66,1.42,0.74,2.02,44.23,29.33,2.97,0.88,1.69
29037000018,29,037,000018,199.03,78.49,4.09,3.35,6.7,174.47,92.26,8.18,0.74,6.7
29037000019,29,037,000019,609.12,312.52,6.97,5.97,18.91,515.57,381.2,15.92,2.99,21.9
29037000020,29,037,000020,761.86,432.12,11.81,7.87,20.67,663.43,477.39,26.58,3.94,33.47
29037000021,29,037,000021,781.32,396,19.83,4.96,19.84,691.87,443.71,28.78,9.93,28.77
29037000022,29,037,000022,479.86,341.42,15.37,7.15,25.45,442.05,345.51,24.82,10.3,22.67
29037000023,29,037,000023,328.16,152.59,5.01,2.03,6.11,278.51,179.76,10.88,3.85,9.17
29037000024,29,037,000024,545.31,285.12,15.95,2.99,12.96,463.56,342.94,23.93,4.98,16.95
29037000025,29,037,000025,957.69,487.01,21.49,5.5,28.86,815.31,575.86,38.85,14.5,34.31
29037000026,29,037,000026,1173.14,737.08,36.11,13.94,44.2,1019.7,850.88,46.87,20.09,32.83
29037000027,29,037,000027,494,259,4,3,11,417,299,16,2,18
29037000028,29,037,000028,623.22,284.6,10.94,2.04,9.96,506.32,351.56,25.94,4.08,23.85
29037000029,29,037,000029,1343.78,739.4,10.06,7.96,11.04,1170.68,840.44,34.06,14.92,21.15
29037000030,29,037,000030,570.76,327.54,13.02,3.35,20.31,476.39,386.55,30.05,4.55,22.48
29037000031,29,037,000031,637,571,5,7,8,560,606,16,4,16
29037000032,29,037,000032,664,471,11,2,17,565,522,30,7,20
29037000033,29,037,000033,643.77,484.83,6,8,10,579.8,514.82,14,3,19.99
29037000034,29,037,000034,1016.27,808.62,22.91,7,27.89,906.58,874.41,28.94,8.98,30.9
29037000035,29,037,000035,853.39,604.24,16.13,16.01,18.17,747.78,656.64,33.15,15.03,28.17
29037000036,29,037,000036,720.28,354.95,9.45,2.76,7.58,606.99,429.1,18.44,7.64,12.1
29037000037,29,037,000037,318.54,171.58,5.97,0.75,12.68,269.31,203.66,10.44,6.71,9.7
29037000038,29,037,000038,668,486,24,3,18,603,533,31,3,16
29037000039,29,037,000039,583.6,532.64,32.96,8.01,18.01,509.68,550.63,41.98,17.99,24.98
29037000040,29,037,000040,587.52,468.89,23.54,12.24,9.42,501.84,503.72,39.54,10.36,17.89
29037000041,29,037,000041,419.2,402.16,13.01,11,22,365.17,422.17,32.01,14,20.01
29037000042,29,037,000042,724.95,582.81,19.11,14.04,37.08,614.84,640.75,50.12,11.03,37.08
29037000043,29,037,000043,322.05,288.19,15.89,5.96,13.92,296.16,288.25,20.88,4.97,13.92
29037000044,29,037,000044,501.17,525.62,22.99,10.11,25.76,423.79,567.07,41.41,18.39,20.26
29037000045,29,037,000045,387.24,358.29,9.96,12.84,27.14,354.71,376.76,31.49,14.55,11.72
29037000046,29,037,000046,556.65,360.12,6.93,3.32,14.18,462.96,401.78,27.85,5.52,19.29
29037000047,29,037,000047,1130.77,1000.43,27.54,9.18,35.8,983,1083.96,55.99,14.69,40.38
29039003052,29,039,003052,858,196,19,11,20,702,311,40,9,14
29039003054,29,039,003054,706,207,11,6,22,575,316,23,7,10
29039003057,29,039,003057,164.45,33.7,2.86,0.95,2.86,134.33,54.99,7.69,0.98,5.8
29039003092,29,039,003092,341.55,86.3,3.14,1.05,3.14,287.67,121.01,10.31,2.02,9.2
29039003129,29,039,003129,232.71,69.03,3.94,1.97,9.86,186.37,100.58,15.78,4.93,3.94
29039003139,29,039,003139,439.77,115.45,1.92,2.82,9.45,332.09,195,11.39,6.58,6.57
29039003178,29,039,003178,891.01,306.24,15.16,10.57,15.71,705.4,447.71,31.55,10.16,13.86
29039003191,29,039,003191,306,94,6,1,6,252,136,8,6,3
29039003192,29,039,003192,152.51,73.28,1.98,2.64,1.98,122.14,97.71,5.28,1.32,4.62
29041000344,29,041,000344,95,50,5,0,1,85,60,1,2,3
29041000346,29,041,000346,73.97,20.49,0.07,0,2.89,56.99,34.48,2,1,0.03
29041000352,29,041,000352,124,59,1,0,2,104,71,3,0,4
29041000354,29,041,000354,108.72,40.65,0.95,0,0.95,91.7,46.32,3.78,0,7.56
29041000381,29,041,000381,148,67,0,1,6,118,81,4,4,6
29041000386,29,041,000386,113,60,0,1,2,87,83,1,0,2
29041000392,29,041,000392,120.28,34.35,3.05,0,1.05,87.3,57.68,0.22,0,7.44
29041000418,29,041,000418,322.89,182.97,10.76,2.94,6.85,252.44,219.18,12.72,0.98,20.55
29041000424,29,041,000424,265,170.68,12.02,5.01,18.05,194.73,236.89,7.03,2.01,16.06
29041000431,29,041,000431,363.5,168.83,3.69,2.77,13.84,279.54,226.03,8.3,0.92,22.14
29041000465,29,041,000465,366.81,139.85,7.3,3.23,5.14,271.93,222.54,2.68,0.08,15.82
29041000503,29,041,000503,86.05,46.74,3.02,0.01,1.05,62.77,66.96,0.04,0.01,4.06
29043000002,29,043,000002,165.19,53.27,2.71,0.77,1.98,136.82,80.05,3.12,1.17,0.41
29043000003,29,043,000003,2090.27,850.56,42.33,14.51,24.57,1721.97,1142.15,79.71,17.32,28.01
29043000004,29,043,000004,241.73,101.44,4.67,1.49,2.43,195.03,140.85,7.29,1.68,2.99
29043000005,29,043,000005,75.72,19.29,0.24,0.24,0.72,64.38,27.01,2.41,0,2.17
29043000006,29,043,000006,261.96,84.44,4.31,1.23,3.08,216.96,126.97,4.93,1.85,0.62
29043000007,29,043,000007,1846.45,734.02,39.75,15.91,45.71,1527.38,991.57,68.56,20.85,25.85
29043000008,29,043,000008,925.08,404.43,28.03,7.01,22.03,764.91,543.56,44.06,6.01,13.02
29043000009,29,043,000009,157.27,40.07,0.5,0.5,1.5,133.73,56.09,5.01,0,4.51
29043000010,29,043,000010,103.49,34.2,1.35,0,3.15,85.94,49.05,2.25,0.9,1.35
29043000011,29,043,000011,1059.51,423.63,19.03,6.37,22.28,869.2,574.72,39.54,11.61,16.78
29043000012,29,043,000012,627.84,172.47,16.38,3.75,11.95,522.29,251.44,24.72,7.27,6.57
29043000013,29,043,000013,558.44,193.86,10.07,2.55,10.71,436.1,293.74,21.96,1.9,10.67
29043000014,29,043,000014,806.91,243.6,17.66,9.79,19.61,653.7,386.9,27.5,5.88,13.75
29043000015,29,043,000015,1268.98,397.08,20.8,7.91,29.63,1030.3,576.34,49.52,13.82,24.72
29043000016,29,043,000016,399.72,140.47,4.34,1.13,5.49,346.82,181.4,8.81,4.23,3.4
29043000017,29,043,000017,1596.11,718.06,30,7,24,1319.09,936.07,65.01,13,18
29043000018,29,043,000018,848.89,426.94,22,5,13,668.91,557.93,38.99,6,12
29043000019,29,043,000019,124.35,41.09,1.62,0,3.78,103.27,58.93,2.7,1.08,1.62
29043000020,29,043,000020,1110.56,362.95,18.74,11.84,22.68,860.05,569.09,39.45,7.89,21.7
29043000021,29,043,000021,1109.59,469.22,13.01,8,14.01,918.48,620.31,27.02,10,13.01
29043000022,29,043,000022,1333.32,501.45,21.51,2.24,16.59,1084.16,691.03,47.84,8.23,14.36
29043000023,29,043,000023,879.83,394.2,20.67,6.28,13.52,728.84,492.99,34.31,9.85,14.43
29043000024,29,043,000024,850.06,407.81,13.04,10.01,17.37,725.66,486.97,36.4,7.37,18.4
29043000025,29,043,000025,998.53,413.45,16.18,4.76,14.35,819.45,546.11,37.76,6.03,15.07
29043000026,29,043,000026,76.29,21.84,0.7,0.1,1.21,62.91,33.42,1.41,0.5,1.11
29043000027,29,043,000027,30.68,7.82,0.1,0.1,0.29,26.09,10.94,0.98,0,0.88
29043000028,29,043,000028,681.71,195.16,6.3,0.9,10.79,562.09,298.58,12.59,4.5,9.89
29043000029,29,043,000029,49.3,12.56,0.16,0.16,0.47,41.92,17.58,1.57,0,1.41
29043000030,29,043,000030,802.24,250.76,12.99,7.99,13.99,658.38,376.65,22.98,8.99,10.99
29043000031,29,043,000031,1015.64,453.31,26.07,2.51,19.91,793.53,640.6,33.34,3.42,14.61
29043000032,29,043,000032,1700.41,692.66,29.76,5.46,36.82,1361.93,967.4,68.16,10.51,14.32
29043000033,29,043,000033,334.04,116.08,6.01,1.51,6.39,260.8,175.81,13.14,1.13,6.38
29043000034,29,043,000034,1252.83,503.53,33.97,13.99,37.96,1055.02,650.39,66.94,14.99,19.98
29045000002,29,045,000002,88.75,30.07,1.28,0.37,1.65,82.7,31.36,2.02,0.55,2.57
29045000003,29,045,000003,77.08,34.38,1.88,0.62,1.25,71.88,34.38,3.54,0.83,2.71
29045000004,29,045,000004,128.64,29.33,2,4.06,1.29,117.01,31.32,2.36,0,5.86
29045000005,29,045,000005,127.36,30.67,0,0.94,3.71,105.99,30.68,4.64,0,11.14
29045000006,29,045,000006,292.92,130.62,7.12,2.37,4.75,273.12,130.62,13.46,3.17,10.29
29045000007,29,045,000007,126,50,3,1,4,113,56,4,3,2
29045000008,29,045,000008,364.48,123.5,5.27,1.51,6.78,339.63,128.77,8.28,2.26,10.54
29045000009,29,045,000009,29.58,10.02,0.43,0.12,0.55,27.57,10.45,0.67,0.18,0.86
29045000010,29,045,000010,668.18,253.4,12.02,1,27.02,612.1,258.42,26.03,7.01,21.03
29047000002,29,047,000002,247,247,6,3,9,205,272,13,0,14
29047000003,29,047,000003,249.97,240.28,5.5,5.49,14.62,226.27,252.75,14.72,4.59,10.14
29047000004,29,047,000004,866.15,567.33,12.91,10.94,27.81,720.12,661.68,40.69,10.93,29.8
29047000005,29,047,000005,462.75,349.26,19.37,1.37,24.99,401.2,398.06,22.99,12.31,15.68
29047000006,29,047,000006,410.12,269.11,3.97,3.97,12.91,329.68,324.7,14.9,4.97,14.9
29047000007,29,047,000007,261.9,200.51,3.94,5.86,7.88,214.5,227.3,5.93,3.93,8.89
29047000009,29,047,000009,412.55,477.67,14.83,3.87,13.21,343.29,502.03,31.47,2.9,22.86
29047000010,29,047,000010,596,701,8,11,18,492,748,30,12,30
29047000011,29,047,000011,377.75,494.81,16.72,12.79,15.74,314.79,521.37,30.5,10.82,25.58
29047000012,29,047,000012,623.57,710.89,16.54,6.38,29.34,521.4,758.38,33.28,7.3,41.33
29047000013,29,047,000013,362.25,502.19,16.28,5.21,17.26,309.21,520.63,22.5,9.18,22.42
29047000014,29,047,000014,645.65,675.59,10.98,2,7.98,521.91,731.48,27.94,5.99,27.94
29047000015,29,047,000015,579.48,745.61,10.71,7.77,16.54,481.5,798.94,21.36,5.86,34.96
29047000016,29,047,000016,277.99,345.75,2.99,0,4.98,219.21,372.65,7.97,0,19.93
29047000017,29,047,000017,307,407,13,4,12,253,440,15,4,16
29047000020,29,047,000020,478.4,1218.38,16.1,11.01,30.12,419.89,1203.58,45.2,18.05,42.17
29047000021,29,047,000021,74.48,85.77,1.01,2.01,2.02,52.39,98.78,6.05,3.02,3.03
29047000022,29,047,000022,204,223,4,2,6,161,242,15,6,10
29047000023,29,047,000023,352.74,496.23,14.95,4.98,19.93,307.9,512.17,15.94,12.95,26.9
29047000024,29,047,000024,260,295,19,3,12,217,317,22,5,20
29047000025,29,047,000025,966.74,795.33,20.28,7.16,16.88,819.16,857.71,48.72,8.4,39.4
29047000026,29,047,000026,1106.34,1276.09,25.96,4.99,35.95,951.57,1342.99,64.9,9.99,35.95
29047000027,29,047,000027,1140.94,820.93,11.13,3.02,29.21,968.06,958.2,24.35,4.07,27.18
29047000028,29,047,000028,1221.35,1156.84,35.45,15.54,39,1046.51,1240.04,57.85,21.01,60.1
29047000029,29,047,000029,498.25,903.29,13.48,15.42,19.1,432.4,917.1,47.16,8.4,20.86
29047000030,29,047,000030,812,924,12,7,12,660,1002,30,18,40
29047000031,29,047,000031,204.64,506.98,11.23,9.34,10.68,185.27,502.32,22.35,6.49,14.9
29047000032,29,047,000032,888.59,1123,18.54,4.22,19.78,718.43,1229.88,42.87,7.27,28.86
29047000033,29,047,000033,892,776,7,11,23,780,824,33,7,30
29047000034,29,047,000034,341.87,565.98,14.11,7.13,18.11,315.66,558.91,27.29,8.11,23.11
29047000035,29,047,000035,438.5,793.2,31.18,14.62,34.11,342.03,837.05,47.75,18.51,40.93
29047000036,29,047,000036,763.23,884.54,17.26,8.5,30.53,661.47,923.03,42.45,14.9,45.78
29047000037,29,047,000037,1119.31,1322.35,26.65,13.51,50.68,993.37,1389.77,58.55,18.72,39.83
29047000038,29,047,000038,580,777,20,11,34,510,804,46,13,34
29047000039,29,047,000039,400,444,11,8,13,319,492,25,6,16
29047000040,29,047,000040,860.78,1387.23,24.74,2.97,31.66,734.14,1434.72,51.45,13.85,44.53
29047000041,29,047,000041,481.77,660.85,14.02,3.01,24.02,399.68,716.88,23.04,4.01,20.04
29047000042,29,047,000042,539,744,25,20,38,453,778,49,19,37
29047000043,29,047,000043,76,80,1,0,2,50,89,1,1,9
29047000044,29,047,000044,210.16,503.95,8.28,9.11,8.16,194.19,499.69,21.14,8.18,8.42
29047000045,29,047,000045,293.71,478.34,7.53,2.99,18.17,242.02,487.06,29.31,6.48,20.51
29047000046,29,047,000046,382,477,12,12,17,317,517,22,12,24
29047000047,29,047,000047,1149.9,1254.13,23.17,14.46,32.88,996.62,1314,65.55,13.53,56.85
29047000048,29,047,000048,367,624,20,14,19,313,642,38,14,26
29047000049,29,047,000049,342.69,552.27,5.66,8.5,16.99,283.21,560.76,33.99,12.27,22.66
29047000050,29,047,000050,626.98,698.11,14.06,9.93,16.54,557.5,721.27,33.09,9.1,33.09
29047000051,29,047,000051,384.02,550.9,20.41,12.18,15.77,319.26,585.16,24.96,15.54,28.79
29047000052,29,047,000052,456.69,625.86,19.7,11.82,26.52,401.82,640.16,32.78,9.81,37.45
29047000053,29,047,000053,358.01,527.25,20.01,9,20.02,304.79,566.35,27.03,14,15.07
29047000054,29,047,000054,322,544,17,11,10,285,555,33,8,15
29047000055,29,047,000055,620.97,363.23,11.94,3.98,15.92,548.32,410,24.88,4.98,17.91
29047000056,29,047,000056,1053.69,736.98,17.56,7.78,23.66,899.11,830.91,37.1,20.14,26.83
29047000057,29,047,000057,1115.27,563.61,13.53,6.23,25.42,925.53,704.59,26.22,9.86,35.21
29047000058,29,047,000058,1113.35,653.21,15.79,6.02,24.7,942.61,763.65,37.41,8.95,30.6
29047000059,29,047,000059,427,505,22,10,19,376,530,43,4,15
29047000060,29,047,000060,432.36,557.94,8,4.08,18.69,381.73,574.34,19.23,6.15,23.31
29047000061,29,047,000061,758,683.69,14.04,6.01,15.05,662.77,713.83,28.08,11.01,38.04
29047000062,29,047,000062,774.1,856.77,20.07,8.85,35.28,668.12,904.84,51.85,7.14,37.78
29047000063,29,047,000063,138.27,103.7,9.6,0.96,4.8,96.98,133.46,13.44,0.96,3.84
29047000064,29,047,000064,853.76,756.24,17.95,2.96,20.34,709.52,845.78,34.06,7.28,25.17
29047000065,29,047,000065,447.43,386.24,13,2,10.02,399.37,401.29,17.01,9.01,10.01
29047000066,29,047,000066,562.23,530.19,7,4,13,474.2,563.21,36.01,7,15.01
29047000067,29,047,000067,522.8,538.99,12.13,5.93,12.15,438.31,570.34,26.17,7,27
29047000068,29,047,000068,438,503.61,11.08,5.11,20.45,391.13,526.62,23.86,7.67,13.63
29047000069,29,047,000069,700.18,780.46,22.25,8.03,18.26,573.06,840.8,44.46,12.09,33.35
29047000070,29,047,000070,496.9,675.23,13.93,11.15,16.72,405.88,715.16,37.15,14.86,23.22
29047000071,29,047,000071,147.39,82.91,0,0.92,8.29,128.05,99.49,2.76,1.84,3.68
29047000072,29,047,000072,1188.33,670.11,18.54,2.39,15.03,986.85,803.34,39.19,5.96,31.69
29047000073,29,047,000073,1142.53,767.77,22.26,8.24,46.24,990.27,875.55,44.19,14.83,39.87
