GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREOMCM,G16PRECCAS,G16PREOOTH,G16USSRKEN,G16USSRBOU,G16USSRFLE,G16USSRMAN,G16USSRDUK,G16USSRCRA,G16USSRCAO,G16USSRMAR,G16USSRPAT,G16USSDCAM,G16USSDFAY,G16USSDEDW,G16USSDLAN,G16USSDPEL,G16USSDWIL,G16USSDMEN,G16USSLCLE,G16USSLGIL,G16USSOLAN,G16USSOTAY,G16USSNBIL,G16USSNHEB,G16USSNMAR,G16USSNWEL,R16USSRKEN,R16USSDCAM
22063000003,22,063,000003,1209,81,17,12,3,6,5,644,165,113,78,88,34,6,2,2,46,62,7,7,3,2,0,11,0,0,0,10,2,5,2,450,28
22063000004,22,063,000004,1177.8,96.6,25.3,1.4,10.8,2.1,3.7,593.6,181.6,165.1,85.3,61.4,36.1,16.1,2.2,2.2,54.5,46,8.3,6.7,3.9,0.1,0.2,11.5,0.6,0.1,2,5,4.7,0,0,431.6,42
22063000005,22,063,000005,1217,80,29,7,6,0,0,638,155,126,113,93,34,11,7,3,55,36,4,7,1,0,2,8,6,0,0,15,1,0,0,558,47
22063000006,22,063,000006,978.3,58,15,10,4,0,3,475.7,127.9,95.9,56,79,44,9,11,2,44,48,4,7,4,2,0,7,1,0,0,5,1,3,1,351.8,18
22063000007,22,063,000007,477,58,17,3,4,0,2,251,57,47,50,21,23,5,2,0,25,41,3,5,4,0,0,1,0,0,0,5,6,1,0,211,27
22063000009,22,063,000009,939,165,15,5,4,2,5,467,80,104,56,80,31,8,4,0,93,79,9,14,1,4,2,8,0,0,0,12,9,1,6,297,71
22063000010,22,063,000010,798,61,6,3,3,0,3,376,71,89,46,93,29,6,7,0,33,62,10,4,0,1,0,5,0,0,0,5,3,1,0,271,23
22063000011,22,063,000011,823.5,208.3,17,8,2,0,0,423.3,78.1,82,74,67,17,8,0,5,90.1,84.1,12,14,6,4,0,7,3,0,0,14,4,3,1,286.2,61.1
22063000012,22,063,000012,681.9,136.8,7,5,3,0,5,350.9,80.3,55.2,46.1,62.1,21,4,4,0,61.3,91.4,16.1,2,3,1,0,1,0,3,0,4,4,0,4,205.6,49.3
22063000014,22,063,000014,793.3,138.8,14.9,3.4,2,3.2,3,369.7,97.1,77.7,73.1,59.9,14.2,6.2,4,2,47.1,158.4,0.2,0.4,1,0.1,2,7.3,0,0,2.1,5.5,6.2,0,1.4,273,61
22063000015,22,063,000015,323.8,49,10,0,0,2,2,190.8,29,25,20,19,5,3,2,0,20,43,6,2,0,0,0,0,1,0,0,1,0,0,0,121.9,17
22063000016,22,063,000016,1451.7,171.8,26.7,3.3,4.5,7.2,4.1,762.1,141.5,124.6,93.3,127.4,34.4,10.7,7.6,0.8,73.1,172.1,9.5,5.1,3.4,1,3.8,10.2,0.4,1,1.2,9.1,7.6,1,3,505.4,60.1
22063000017,22,063,000017,757.1,123.3,11.8,2.9,0,0,5.8,393.7,118.4,60.8,50.9,46.1,8.9,11.7,2,2,63.6,64.7,6.8,2,1,0,2,3.9,3,0,0,6.8,3.9,1,0,263.4,50.9
22063000018,22,063,000018,633.3,46.2,12.3,4.7,3.5,1.8,2.9,327.9,71.5,71.4,52.7,43.6,10.6,5.3,2.4,1.2,32.9,43.9,3.5,2.9,0.6,0,1.2,8.8,0.6,0,1.8,3,2.4,0,0,185.6,18.9
22063000019,22,063,000019,898,91,11.6,1,0,1.9,2.9,468.4,74.5,59,51.3,95.8,25.2,4.8,1.9,0,69.7,66.8,15.5,13.6,1,1,0,1,0,0,1.9,9.7,3.9,0,2.9,204.2,26.1
2206300001A,22,063,00001A,359,12,10,1,2,0,0,222,40,36,9,32,12,0,2,0,8,4,1,2,0,0,0,4,2,0,0,3,2,0,0,153,4
2206300001B,22,063,00001B,917.9,88.2,23.1,6.2,4.3,5,3.1,460.2,121.9,131.4,87.4,49.6,28.1,6.2,4,0,38.5,58,1.4,5.6,1.1,0.1,2,14.2,4.1,0,0,6.2,3.4,0,2,397.3,38.9
2206300001C,22,063,00001C,677,45,11,3,0,2,0,344,110,99,49,31,23,8,0,0,23,28,3,5,1,0,0,8,3,0,2,2,2,0,0,289,8
2206300001D,22,063,00001D,1229,101,8,14,3,3,9,633,204,147,128,63,31,17,0,2,48,46,9,0,0,0,2,11,2,2,0,4,6,2,0,419,38
22063000020,22,063,000020,224,23,1,0,0,1,5,117,28,16,17,26,4,1,0,0,15,10,0,0,4,0,0,0,0,0,0,4,1,3,0,63,9
22063000021,22,063,000021,1078,218,44,7,22,0,3,534,188,110,95,71,37,17,4,2,97,95,12,12,0,0,3,10,11,0,0,2,1,3,4,355,63
22063000022,22,063,000022,501,39,7,0,3,3,3,261,77,39,49,25,1,4,0,0,34,27,1,5,1,0,0,5,3,0,2,1,0,1,3,189,18
22063000023,22,063,000023,684.1,45.5,22.3,2.6,1.7,2.6,1.7,374.3,73,74.7,36.9,49.8,28.3,4.3,0,0,19.7,32.6,2.6,4.3,0,0,0,6.9,5.2,0,0,3.4,0.9,0.9,0,276.4,19.7
22063000024,22,063,000024,1029.7,120.7,38.8,7,2,3,0,547.4,190.1,85.6,83.7,47.9,33,1.1,2,2,56.8,53,13.9,16,2,1,0,4,6,0,0,1,6,3,3,403.9,40.8
22063000025,22,063,000025,797.5,137.2,33,7.9,5,0.6,0.1,428.3,106.7,114.1,57,40.8,16.2,9,0.1,0,70.4,68.2,10,8.9,0.1,0.1,0.5,10.5,0.2,0.1,0,4.4,4.8,4.2,0,342.9,50.4
22063000026,22,063,000026,595,61,23,8,2,1,3,283,96,76,58,35,17,10,0,0,31,39,0,2,0,0,0,3,4,0,0,9,1,1,0,255,32
22063000027,22,063,000027,520.5,557.3,29.9,5,3,1,5,268.7,112.5,48.8,38.8,43.8,15.9,6,4,0,344.3,103.5,10.9,17.9,1,1,3,14.9,6,0,1,7,1,3,0,171.2,176.2
22063000029,22,063,000029,803.4,98.3,17.6,1.3,4,3.1,1.1,421.8,85.7,104.9,45.6,74.8,21.3,7.6,0.1,0,40.5,72.3,1.6,0.6,0,0.2,0,5.1,0.1,0,0.2,7.4,4.5,1,1.1,334.9,40.4
2206300002A,22,063,00002A,1037,78,18,5,2,3,3,463,171,101,106,89,38,8,2,2,35,55,6,5,3,0,2,10,2,0,2,12,2,2,2,299,29
22063000030,22,063,000030,458,46,8,0,0,1,1,230,50,52,29,39,8,6,2,0,22,36,4,7,0,0,0,7,1,0,0,4,1,0,4,162,19
22063000031,22,063,000031,510.6,47.6,11.4,3.5,1.6,0,3.2,225.3,64.7,54.2,50.8,41.3,11.7,3.4,4,0,23,55.8,1.8,1.8,1.4,1,0.2,4.4,0.6,1,0,6,1.2,0,1.4,215,21.5
22063000032,22,063,000032,595.9,130.4,10.1,4.6,0,2.8,0,296.6,77.1,50.5,44.1,41.3,11.9,2.8,0,0,67.9,92.7,2.8,4.6,0,0.9,0,3.7,0,0,0.9,5.5,2.8,0,3.7,213.9,78
22063000033,22,063,000033,301.6,49.1,5,0,0,0,0,155.3,47.1,24,26,16.1,12,4,0,0,25,29,6,0,0,0,2,1,1,0,0,0,0,0,0,117.2,21
22063000034,22,063,000034,559.7,81.4,11.9,3,4,1,0,290.8,68.5,48.6,35.7,47.6,16.9,5,4,0,45.6,56.6,3,2,0,1,0,3,4,0,0,2,0,3,1,180.6,27.8
22063000035,22,063,000035,747,344.8,34.7,4.1,3,6.8,3.8,365.7,124.8,75.3,74.4,37.3,26.8,12.5,0,0,202.6,72.3,13,16,2.4,0.8,2,21.5,4,3,1,28.8,6,7,1,290.3,196.2
22063000036,22,063,000036,820,81,15,5,6,8,0,477,96,76,75,45,12,11,0,1,46,64,6,9,0,0,0,7,4,0,0,1,0,1,0,435,45
22063000038,22,063,000038,747.3,400.1,11,10,6,3,3,346.2,67.8,70.8,68.8,68.8,14,10,0,3,141.7,266.4,10,9,4,0,3,4,1,0,0,20,3,1,10,229.5,132.7
22063000039,22,063,000039,591,82,18,1,1,0,1,337,93,65,39,18,14,9,2,0,35,55,3,3,0,0,2,3,0,0,0,5,1,1,0,221,40
2206300003A,22,063,00003A,725,38,10,0,2,0,2,404,68,67,49,59,18,6,0,0,31,17,9,11,6,2,0,7,0,0,2,7,3,0,2,322,12
2206300003B,22,063,00003B,402,20,7,0,2,0,2,192,62,47,43,14,16,5,0,0,14,14,4,4,0,0,0,1,2,0,0,1,0,2,0,150,8
22063000040,22,063,000040,901,58,29,14,6,3,1,425,131,120,90,44,27,3,2,0,41,39,9,7,4,1,0,16,4,1,0,9,3,4,0,305,16
22063000041,22,063,000041,402.9,53.4,11,4.6,0,0.9,0,175.7,75.4,50.6,23.9,32.2,18.4,3.7,0,0.9,21.2,26.7,10.1,1.8,0,0,1.8,4.6,2.8,0,0,3.7,0,0,0,123.3,17.5
22063000043,22,063,000043,134.8,13.9,3.5,3.5,0.9,0,0.9,72.2,30.4,13.9,8.7,5.2,3.5,0.9,0,0,13,2.6,0,0,0,0,0,0.9,0.9,0,0,0,2.6,2.6,0,48.7,8.7
2206300004A,22,063,00004A,640,64,17,7,0,5,0,309,106,65,49,38,18,4,0,2,31,53,7,7,0,0,0,4,0,2,2,9,2,0,0,239,17
2206300004B,22,063,00004B,313,19,8,1,3,0,3,176,43,44,35,6,5,4,2,0,11,17,4,2,0,0,0,3,0,0,0,0,2,0,0,164,7
2206300005A,22,063,00005A,227.9,14.2,4.3,1.9,0,1.2,1.2,118.3,37.2,16.7,18.6,8.7,6.2,2.5,0,0,12.4,8.7,0,0,0.6,1.2,0,2.5,0,0,0,1.2,0,0,0,60.7,11.8
2206300005B,22,063,00005B,562,51,26,4,6,2,0,266,91,62,36,32,31,5,0,0,37,20,3,4,0,0,5,10,7,0,0,5,1,1,1,190,10
2206300005C,22,063,00005C,187,10,1,0,0,0,2,75,29,16,20,13,7,4,0,0,8,11,1,0,0,0,0,0,0,2,0,4,1,0,0,43,8
2206300006A,22,063,00006A,561,42,8,4,0,5,2,298,50,70,30,39,21,1,0,0,31,34,4,4,6,2,0,5,1,3,0,2,4,1,1,209,21
2206300006B,22,063,00006B,577,38,10,3,0,0,0,292,59,58,27,59,8,5,0,0,26,50,3,0,1,2,0,4,4,2,0,6,0,1,0,184,17
2206300007A,22,063,00007A,261.5,19.7,7.1,1,3,0,3,159.3,25.5,30.2,9.2,25.2,8.1,4,0,2,12.7,7.5,4,0.1,0,0,0,1.1,3,0,0,4,0,0,0,94.8,8.8
2206300007B,22,063,00007B,508.2,163.8,29.6,5.9,2.2,4.8,0,224.7,87.8,79.8,38.3,24.2,24.8,9.2,1.1,1.6,75.4,70.1,10.8,8.6,3.2,2.2,1.6,14.6,3.2,2.7,1.6,7.5,1.6,0.5,0,135.3,59.8
2206300007C,22,063,00007C,278.7,23.6,7.3,1,0.1,0,0.1,129.1,38.2,39.8,25.6,10.5,8.2,5.1,0,0,16.6,18.6,1.1,0.1,0,0,0,4,3.1,2,0,1,6.1,0,0,75.9,1.6
2206300007D,22,063,00007D,434.8,140.2,25.4,5.1,1.8,4.2,0,192.3,75.2,68.2,32.7,20.8,21.2,7.8,0.9,1.4,64.6,59.9,9.2,7.4,2.8,1.8,1.4,12.4,2.8,2.3,1.4,6.5,1.4,0.5,0,115.7,51.2
2206300008A,22,063,00008A,715,55,15,1,4,2,3,384,63,49,48,89,21,8,7,2,37,31,1,9,3,1,0,1,0,1,0,7,6,0,3,266,13
2206300008B,22,063,00008B,182.9,14.6,1.1,4.1,0,0,0,93.5,12.6,18.5,9.5,27.4,7.1,0.1,0,0,7.3,11.3,0,2,0,0,0,1,0,0,0,2,0.1,1,0,56.6,4.2
2206300011A,22,063,00011A,722,67,10,1,0,2,3,383,63,65,39,62,21,7,0,0,30,77,3,0,1,1,2,5,1,0,0,10,3,1,0,204,28
2206300013A,22,063,00013A,453,35,4,10,3,0,0,223,40,46,40,44,13,9,0,0,14,38,6,4,1,0,0,1,1,0,0,1,0,1,1,125,10
2206300013B,22,063,00013B,534,71,6,5,0,2,0,283,59,44,43,35,25,7,2,0,23,50,10,0,0,0,2,3,0,1,0,0,3,0,6,218,30
2206300018A,22,063,00018A,176.8,18.2,1.6,0.4,0,1.2,0.8,91.9,22.2,15.9,9,16,5.3,0.4,0,0,11.4,7.7,2.4,1.8,0.4,0,0,1.6,0.4,0,0,1.3,1.6,0.4,0.4,54.6,5.6
2206300019A,22,063,00019A,315.7,39.1,3.7,3.7,0,0,0,157.4,37.2,31.6,30.7,28,8.4,6.5,0,0,20.5,19.6,0.9,1.9,0,2.8,0,0.9,0.9,0,1.9,1.9,5.6,0,0,102.3,9.3
2206300021A,22,063,00021A,255.3,26.1,2.3,0.6,0,1.8,1.2,134.3,32,21.6,12.7,23.4,7.5,0.6,0,0,16.2,11.1,3.5,2.2,0.6,0,0,2.3,0.6,0,0,1.7,2.3,0.6,0.6,79.3,8.2
2206300023A,22,063,00023A,508.6,194.2,19.4,4.3,0.3,1.1,3.3,251.1,84.7,66.2,32.6,34.9,28.4,4.7,4.1,0.1,80.9,75.7,6.6,11.8,4,0,2,7.1,0.2,0,0,10.6,3.4,4.1,1,144.6,55.9
2206300023B,22,063,00023B,362,30,8,3,6,1,2,205,46,28,23,23,8,1,0,0,12,24,6,0,0,0,0,5,0,0,0,4,0,1,0,118,18
2206300023C,22,063,00023C,682.4,103.8,19.6,3.7,3.7,0.9,4.7,358.9,96.3,73.8,52.4,55.1,19.6,9.3,1.9,1.9,41.1,52.4,8.4,11.2,0,0,0,0.9,2.8,0,0,8.4,5.6,0.9,0,208.4,41.1
2206300024B,22,063,00024B,377,39,6,1,3,8,0,213,60,46,22,17,16,4,2,0,19,14,3,5,0,0,0,5,1,0,0,1,0,0,0,189,12
2206300024C,22,063,00024C,830.3,169.4,28.7,4,11.9,0,5.9,440.9,131.8,83.2,61.4,56.5,24.8,10.9,0,3,64.4,65.4,11.9,13.9,1,3,0,1,8.9,0,0,5,6.9,5,0,315.1,60.4
2206300026A,22,063,00026A,629.5,120.9,18,0.4,4,1.1,0,290.9,101.1,77.7,58.4,21.9,27.7,9.4,0,0.1,72,40.5,3.9,12.2,0,0,0.2,7.5,1.2,0,1,4.4,1,1,1,231.2,48.6
2206300026B,22,063,00026B,470,43,12,0,3,0,1,213,57,59,35,30,16,9,2,0,33,28,4,2,0,0,0,3,0,1,0,5,3,4,1,177,17
2206300026C,22,063,00026C,461.6,37.7,9.9,1,3,0,0,216.4,73.5,43.7,41.7,15.9,7.9,7,0,0,19.9,24.8,3,2,0,0,0,8.9,0,0,0,6,0,0,0,200.5,15.9
2206300028A,22,063,00028A,475.9,68.1,16.8,3,2,1,1,228.1,77,38.5,39.5,26.7,24.7,6.9,0,2,30.6,40.5,5.9,10.9,1,0,3,4.9,3,0,0,4.9,3,1,0,155,15.8
2206300028B,22,063,00028B,112.5,11.2,1.4,0.1,1,0,1,60.6,16.9,16.9,1.9,5.5,4.3,0,0,2,6.6,4.5,1.1,2.2,0,1,0,0,0.1,0,0,0,1.1,0,0,37.1,1.4
2206300035A,22,063,00035A,452,124,10,7,6,0,1,218,71,65,22,30,18,4,6,2,65,41,4,11,1,1,3,3,3,3,0,7,0,0,3,213,88
2206300036A,22,063,00036A,510,59,14,0,1,3,0,246,74,70,27,41,29,4,2,0,25,29,3,7,1,1,0,1,0,1,0,7,0,1,1,238,25
2206300039A,22,063,00039A,628,117,15,7,1,1,3,277,77,86,46,44,31,10,0,0,53,63,13,14,0,0,2,8,3,0,0,7,1,0,3,170,36
2206300039B,22,063,00039B,379.7,35,5,0,0,1,3,173.9,59,43,20,32,16,3,0,0,25,15,0,2,0,0,0,5,1,0,1,2,0,0,0,93.9,10
2206300040A,22,063,00040A,916,116,28,4,7,0,5,466,175,110,55,52,21,14,4,1,65,39,7,11,1,1,3,14,0,0,0,1,4,3,0,325,36
22065000001,22,065,000001,186,44.9,0,0,0,0,0,75.5,24.5,25.7,16.6,19,7.3,3,0,0,29.4,12.6,0,0,3,0,0,0,0,0,0,1,0,0,0,91.7,17.7
22065000002,22,065,000002,121,30,0,0,0,2,0,62,16,17,14,2,5,0,0,0,13,12,3,0,0,0,0,0,0,0,0,1,0,0,0,59,6
22065000003,22,065,000003,237,3,2,0,0,0,2,109,22,62,3,22,6,3,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22065000004,22,065,000004,87,8.9,0,0,0,0,0,30.2,14.2,18.6,5.3,8,0,0.9,1.8,0,7.1,2.7,0.9,1.8,0,0,0,0.9,0,0,0,0,0,0,0,28.4,2.7
22065000005,22,065,000005,83.3,26.5,0.2,0.1,0,0,0.3,38,11,11.2,4.6,8.3,1.8,0,0,0,17.1,11,0.8,1.8,0.2,0.2,0.3,0,0.2,0,0.2,0.2,0,0,0.2,42.1,10.2
22065000006,22,065,000006,20,13,0,0,0,0,2,1,5,9,2,2,1,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,3
22065000007,22,065,000007,188,17,7,0,0,0,0,83,28,48,8,7,4,1,2,0,21,4,1,2,0,0,0,1,0,0,0,0,0,0,0,81,3
22065000008,22,065,000008,146,125,0,1,3,0,0,48,8,38,11,6,10,1,0,0,51,24,15,13,0,2,0,3,0,0,0,4,1,3,0,57,30
22065000009,22,065,000009,38,16,0,0,0,0,0,8,3,8,2,2,0,3,2,0,5,12,1,0,0,0,0,0,0,0,0,0,1,0,0,12,9
22065000010,22,065,000010,121,125,0,0,3,0,2,42,14,32,10,10,3,2,0,0,45,33,14,8,2,2,2,3,0,0,0,2,0,0,0,61,42
22065000011,22,065,000011,74,24,0,0,0,0,0,16,6,26,2,9,1,1,3,0,6,15,0,2,0,2,0,0,0,0,0,2,0,0,0,29,8
22065000012,22,065,000012,0,250.2,1.8,0.9,0,0,2.7,5.5,0,2.7,0,0.9,0,0,0,0,93.2,96.8,8.2,19.2,1.8,1.8,2.7,0,1.8,0,1.8,1.8,0,0,1.8,0,69.4
22065000013,22,065,000013,24,201,0,0,0,0,2,17,5,8,2,2,1,1,0,0,106,34,9,19,0,0,0,1,2,0,0,2,0,0,2,16,91
22065000014,22,065,000014,118,27,2,0,0,0,1,55,27,20,3,10,5,0,2,0,16,6,0,0,0,0,0,1,1,0,0,3,0,0,0,70,18
22065000015,22,065,000015,6,435,1,3,0,0,3,15,9,3,0,4,5,4,0,1,160,93,26,25,0,3,0,5,3,0,0,18,7,0,0,6,148
22065000016,22,065,000016,0,21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,11,6,0,4,0,2,0,0,0,0,0,0,0,0,0,0,8
22065000017,22,065,000017,6,186,0,0,0,1,1,11,5,3,0,1,1,0,0,0,57,46,17,13,0,0,0,1,0,0,0,2,0,3,0,10,67
22065000018,22,065,000018,0,65,0,1,0,0,0,0,2,0,0,1,0,1,0,0,18,15,10,8,0,0,0,0,0,0,0,0,1,0,0,0,0
22065000019,22,065,000019,1,306,0,3,0,0,0,13,11,0,0,2,0,2,0,1,162,52,13,15,0,0,1,1,1,0,0,3,0,0,0,0,88
22065000020,22,065,000020,1,250,1,0,0,1,0,11,2,1,0,0,0,0,0,0,97,61,19,23,0,3,0,1,0,0,0,3,1,0,0,4,130
22065000021,22,065,000021,0,221,1,0,0,0,1,7,1,1,0,2,0,0,0,0,91,45,15,9,2,0,0,2,0,0,0,5,2,2,0,1,70
22065000022,22,065,000022,6,240,0,2,0,0,1,3,5,6,0,4,0,2,0,0,103,48,15,23,1,0,1,0,0,0,0,3,0,1,1,0,109
22065000023,22,065,000023,61.9,9.8,0,0,0,0,0,29.5,11.8,6.9,3,2,1,0,0,0,14.8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,29.5,5.9
22065000024,22,065,000024,4,11,0,0,0,0,0,3,0,0,0,0,1,0,0,0,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
22065000025,22,065,000025,299.4,74.8,0.9,1.1,0,0,0.9,102.5,41.8,54.9,16.3,25.4,5.8,0.2,1.2,0.9,52.2,26,5.8,8.1,0.1,4.7,0,0.1,0,2,2,4.7,0,1.9,0,113.6,23.3
22065000026,22,065,000026,102.6,13.4,0,1.9,0,0,0,31.3,17,19.5,6.4,9.6,2.2,0.9,0,0,5.7,2.4,0.3,4.1,0.9,0.3,0,0,0,2,1,0.3,0,0.1,0,42,4.1
22067000001,22,067,000001,134,367,3,0,0,2,5,52,11,36,7,15,6,0,0,0,179,102,17,25,2,6,2,2,0,2,0,7,3,4,0,34,139
22067000006,22,067,000006,152.6,44.5,3,0,0,0,0,97.1,8.1,28.7,4.2,6.2,5.1,0,0,0,26.2,10.2,2,5,1,0,2,0,0,2,0,1,0,0,0,85,15.2
22067000007,22,067,000007,256.4,516.5,4.6,3.3,1.3,1.3,6.3,119.2,20.9,73.3,13.6,12.9,11.9,6.3,0,0,241,157.1,27.3,34.3,5,6,1.3,2,3,0,0,8,0,3,0,131.1,179
22067000008,22,067,000008,69.8,29.2,1.3,0.7,0.7,0.7,0.7,26.5,6,19.5,2.4,4,5,0.7,0,0,17.8,11.8,0.7,3.7,0,0,0.7,0,1,0,0,1,0,0,0,32.6,20.8
22067000012,22,067,000012,20,287,4,4,0,2,2,17,8,9,0,0,0,4,0,0,114,75,16,21,3,7,0,3,0,2,0,3,0,1,0,15,129
22067000013,22,067,000013,24,424,0,6,0,0,0,24,2,9,2,2,3,0,0,0,197,100,23,25,3,4,2,2,0,0,0,6,0,1,0,23,157
22067000014,22,067,000014,12,470,3,3,2,0,4,22,8,6,2,2,0,0,0,0,229,109,20,18,3,2,2,0,0,1,0,13,0,2,0,6,154
22067000016,22,067,000016,10,326,2,3,2,0,0,10,4,6,0,0,0,2,0,0,141,90,10,12,0,4,2,2,0,0,2,8,3,1,0,0,103
22067000020,22,067,000020,114,238,2,3,0,0,0,58,11,24,11,11,3,1,0,0,135,60,4,14,1,0,0,0,3,0,0,0,0,0,0,49,101
22067000021,22,067,000021,172,177,6,3,2,2,0,81,7,39,6,22,3,1,0,0,96,51,7,16,0,1,0,1,0,1,0,3,0,0,0,59,73
22067000023,22,067,000023,165,35,0,2,0,0,0,46,14,58,11,8,2,1,7,0,18,14,0,5,0,0,0,0,0,0,0,0,0,0,0,76,11
22067000024,22,067,000024,172,185,0,2,2,0,0,80,12,49,15,7,10,1,0,0,89,46,16,23,0,0,0,0,0,0,0,2,0,0,0,73,66
22067000027,22,067,000027,586.5,33.8,1.2,1.2,3,0,3.2,278,21.9,163.4,31.8,44.2,7.8,0,0,0,22.9,18.1,1.2,3,0,0,0,0.6,0.6,0,0,1.6,0.6,0,0,212.6,13.9
22067000029,22,067,000029,220,89,3,1,2,0,4,95,8,84,21,9,1,0,0,0,45,23,4,9,2,0,1,0,3,0,1,5,0,0,0,94,51
22067000031,22,067,000031,195.3,271.5,1.9,1.8,0.1,0.1,1.8,78,26.9,40.8,9.9,10.2,2.9,2.7,2.7,0,103.2,88.8,9.1,22.3,1.8,0.9,1,0.9,0,0,0.9,8.3,0,0.9,0,77.7,107.5
22067000032,22,067,000032,88.1,43.3,0.8,0.4,0.6,0,0.2,35.6,7.6,19.7,6.4,8.2,2,0.4,0.9,0,15.8,14.6,1.7,5.6,0.6,0.3,0,0.1,0,0,0.1,1.1,0.2,0.1,0,42.5,17.6
22067000035,22,067,000035,315.1,59.5,2.4,0.8,2.4,0,0,128.6,20.1,74.8,23.3,33.8,7.2,0,2.4,0,25.7,24.1,3.2,11.2,1.6,0.8,0,0,0,0,0,1.6,0.8,0,0,156.8,22.5
22067000037,22,067,000037,198,98,4,0,0,2,2,72,6,48,21,19,5,0,0,0,39,38,4,14,0,0,0,3,0,0,0,2,1,1,1,94,47
22067000040,22,067,000040,300,31,4,3,3,2,4,117,28,88,27,8,5,4,3,0,17,14,2,7,0,1,0,1,1,0,0,0,3,3,0,132,15
22067000042,22,067,000042,690,17,1,0,0,2,0,265,43,196,41,54,18,1,3,0,7,29,2,5,0,0,0,1,3,0,0,0,0,0,0,258,8
22067000045,22,067,000045,458,71,7,0,0,0,0,177,35,153,11,25,11,3,0,5,36,27,0,9,0,0,0,3,0,0,0,1,0,2,0,189,33
22067000047,22,067,000047,41,111,0,0,0,0,2,33,3,7,0,0,0,0,0,0,45,32,4,7,0,0,0,0,0,0,0,2,1,1,0,21,37
22067000048,22,067,000048,109,80,0,0,2,0,0,60,5,37,0,2,1,1,0,0,34,19,1,2,0,0,0,0,0,0,0,1,0,0,0,53,26
22067000050,22,067,000050,262,258.2,3,2,0,0,0,134.7,15.9,60,11.9,17.8,3,3.9,0,1.9,146,65.6,9.9,15.9,2,1,2.9,1,0,0,0,2,0,0,0,113.6,118.4
22067000053,22,067,000053,195.7,120.8,3.5,0.1,0,0.1,0,89.3,28.6,61.5,4.6,7.8,6.6,0.1,0.2,0.1,39.8,38.4,3.6,3.6,0,3.6,0,0,0.1,0,0,1,0,0.9,0,94.4,52.3
22067000054,22,067,000054,121,4,1,0,0,1,0,50,15,34,9,5,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64,1
220670003-1,22,067,0003-1,462,340,3,2,0,0,0,184,28,116,30,36,12,0,0,2,198,89,15,18,3,4,3,3,3,6,0,9,2,0,0,167,125
220670026-1,22,067,0026-1,688,99.8,3.8,3.8,2,0,0.8,296,35.9,175.9,45.1,58.6,20.1,7,4,0,49.9,39.7,6.8,2,2,0,0,1.4,0.4,0,0,1.4,1.4,0,0,250.4,48.9
220670039-1,22,067,0039-1,239,67,4,0,0,0,0,125,8,58,11,22,1,0,0,0,38,24,3,11,1,0,0,0,0,0,0,0,0,1,0,157,27
220670039-2,22,067,0039-2,60,251,1,0,0,0,0,36,9,11,3,3,6,0,0,0,123,71,12,11,2,0,0,1,0,0,1,1,0,0,0,17,113
220690001-1,22,069,0001-1,69,355.6,3,3,2,2,3,21.1,9,19,6,2,3,3,0,0,244.8,44.3,17,21.1,2,4,2,4,2,2,2,4,2,0,0,31,116.6
220690001-2,22,069,0001-2,398,386.5,14.4,7,3.3,5.8,12.7,155.2,28.3,194.5,5.8,25,5.4,0.1,0,0,252.8,80.1,17.3,24.6,0.3,5,2.1,1.2,4,4.1,1.9,5.6,0,3.2,0,225.2,107.4
220690001-3,22,069,0001-3,140.1,463.9,13.6,4.4,5.7,0.2,2.1,63.3,16.7,69.3,13.8,10.1,8.3,2.2,0.1,0,267.5,68.5,14.6,34.5,4.9,3.2,2.9,4.2,1.2,4,0,11.8,0.2,4,0,50.6,114.6
220690001-4,22,069,0001-4,71.8,526,12.1,8.7,0,2.6,2.6,32.9,11.2,28.6,4.3,3.5,9.5,2.6,0,0,290.7,83.9,40.7,32.9,4.3,6.1,1.7,4.3,2.6,3.5,0,8.7,2.6,3.5,0,15.6,149.7
220690001-5,22,069,0001-5,1,201,0,2,0,0,0,6,6,3,0,0,0,0,0,0,131,32,3,6,0,4,0,0,0,0,0,1,0,1,0,1,57
220690001-6,22,069,0001-6,162,234,13,7,3,2,2,60,20,61,1,6,6,3,0,0,156,38,9,19,0,1,2,5,1,0,2,4,1,0,2,82,91
220690001-7,22,069,0001-7,374,182,10,1,6,0,3,122,38,185,6,16,10,9,0,2,130,34,7,9,0,0,0,0,0,0,0,4,0,0,0,218,92
220690001-8,22,069,0001-8,26.7,398.8,1,3.9,0,1.9,3.1,26,7,5.1,0,1.1,5.8,0.3,0,0,249,59.1,13.3,23.4,1.9,1,2.1,1.2,0.1,0.2,1.9,5.1,0,1,0,13.5,133.7
220690001-9,22,069,0001-9,295,52,11,0,4,0,2,104,30,135,8,11,0,1,0,0,49,10,1,6,0,0,0,1,1,0,0,0,0,0,0,157,43
