GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCli,G16PRERTru,G16PREGSte,G16PRELJoh,G16PREOth
26037037018,26,037,037018,371,712,11,45,7
26037037019,26,037,037019,586.85,886.71,13.85,70.26,7.92
26037037020,26,037,037020,486.75,194.45,6.96,19.96,1.98
26037037021,26,037,037021,290,641,5,53,7
26037037022,26,037,037022,360.12,798.86,16.03,56.14,9.02
26037037023,26,037,037023,88,202,3,12,4
26037037024,26,037,037024,514.24,915.86,16.94,57.8,9.97
26037037025,26,037,037025,207.61,329.4,10.51,35.4,2.88
26037037026,26,037,037026,330.45,699.19,10.19,58.59,13.03
26037037027,26,037,037027,359,686,13,68,6
26037037028,26,037,037028,515.22,711.35,14.17,76.78,7.12
26037037029,26,037,037029,451.44,693.49,10.57,81.64,7.68
26037037030,26,037,037030,464.59,611.97,11.02,69.07,12.01
26037037031,26,037,037031,847,1047,19,91,12
26037037032,26,037,037032,626,744,8,68,9
26037037033,26,037,037033,714,832,11,61,5
26037037034,26,037,037034,196,1060,3,46,10
26039039001,26,039,039001,246,576,4,35,8
26039039002,26,039,039002,199.68,432.28,7.04,15.05,5.01
26039039003,26,039,039003,220.68,386.94,9.9,40.57,4.95
26039039004,26,039,039004,58,145,0,5,0
26039039005,26,039,039005,366.36,692.15,12.11,51.43,6.05
26039039006,26,039,039006,332,632,12,44,7
26039039007,26,039,039007,188,421,9,21,1
26039039008,26,039,039008,118.01,237.08,4.09,14.4,3.15
26039039009,26,039,039009,70,225,1,12,3
26039039010,26,039,039010,316,617,7,29,9
26041041001,26,041,041001,91.87,279.16,4.9,10.97,2.96
26041041002,26,041,041002,185,566,6,26,3
26041041003,26,041,041003,73.14,136.97,1.09,4.21,1.01
26041041004,26,041,041004,230.96,375.8,4.47,17.01,2.3
26041041005,26,041,041005,81.67,183.23,0.1,9.19,0.96
26041041006,26,041,041006,194.35,296.3,5.45,9.05,2.07
26041041007,26,041,041007,367.98,450.85,13.34,37.22,4.92
26041041008,26,041,041008,748.72,1157.49,23.56,81.3,12.56
26041041009,26,041,041009,623,826,34,54,10
26041041010,26,041,041010,394.05,449.67,11.19,46.04,7.01
26041041011,26,041,041011,356.35,823.93,7.51,42.42,6.19
26041041012,26,041,041012,116,267,2,7,1
26041041013,26,041,041013,92.95,191.07,2.62,11.31,0.96
26041041014,26,041,041014,48.42,103.64,0.85,3.4,0.85
26041041015,26,041,041015,358.56,687.17,7.99,39.95,3
26041041016,26,041,041016,200.71,297.14,5,24.92,2.06
26041041017,26,041,041017,421.71,573.07,9.62,40.25,1.75
26041041018,26,041,041018,437.92,765.07,14.26,32.71,8.79
26041041019,26,041,041019,140,250,2,20,5
26041041020,26,041,041020,282.25,581.79,2.88,35.52,5.76
26041041021,26,041,041021,97.49,201.26,1.3,24.16,1.34
26041041022,26,041,041022,318.02,563.93,7.44,21.08,6.33
26041041023,26,041,041023,561,1074,14,61,3
26041ZZZZZZ,26,041,ZZZZZZ,12.87,18.38,0.4,1.23,0.18
26043043001,26,043,043001,49.45,191.73,4.04,6.04,8
26043043002,26,043,043002,262,700,8,31,4
26043043003,26,043,043003,207,601,7,40,3
26043043004,26,043,043004,402.52,1010.47,3.96,45.48,5.93
26043043005,26,043,043005,70.01,278.59,1,5.92,2.95
26043043006,26,043,043006,389.52,740.09,8.99,28.96,2
26043043007,26,043,043007,396.1,671.26,20,52.01,12
26043043008,26,043,043008,373,741,14,43,8
26043043009,26,043,043009,342,704,18,32,10
26043043010,26,043,043010,435.85,869.18,12.05,40.55,7.07
26043043011,26,043,043011,439.68,748.9,15.7,56.04,14.73
26043043012,26,043,043012,244.92,542.67,5.33,29.16,6.27
26043043013,26,043,043013,160,448,1,21,5
26043043015,26,043,043015,139.4,311.42,2.97,17.8,0
26043043016,26,043,043016,10.36,16.96,0.94,0.94,0
26045045001,26,045,045001,401,1021,16,43,16
26045045002,26,045,045002,524.84,950.54,18.09,81.4,12.04
26045045003,26,045,045003,192,499,7,46,4
26045045004,26,045,045004,470.97,962.93,13,84.99,17
26045045005,26,045,045005,418.57,461.69,8.36,52.32,6.32
26045045006,26,045,045006,312.65,363.02,14.25,50.37,2.85
26045045007,26,045,045007,377.03,504.07,15,64.01,9
26045045008,26,045,045008,413,558,13,68,14
26045045009,26,045,045009,272,620,3,50,14
26045045010,26,045,045010,721.29,644.79,15.38,49.99,7.23
26045045011,26,045,045011,803,774,12,69,10
26045045012,26,045,045012,583,324,6,39,6
26045045013,26,045,045013,803,651,19,61,14
26045045014,26,045,045014,807,417,14,46,13
26045045015,26,045,045015,648.71,491.21,13.62,40.01,12.77
26045045016,26,045,045016,582,308,11,38,6
26045045017,26,045,045017,686.06,317.78,31.68,39.6,10.89
26045045018,26,045,045018,608,382,8,32,8
26045045019,26,045,045019,739.94,481.22,20.32,54.4,11.11
26045045020,26,045,045020,427,239,9,31,9
26045045021,26,045,045021,640,620,10,71,8
26045045022,26,045,045022,445,501,6,43,6
26045045023,26,045,045023,740,426,8,43,9
26045045024,26,045,045024,544,297,6,33,7
26045045025,26,045,045025,329.15,306.86,7.71,36.86,6
26045045026,26,045,045026,510.41,848.21,5.78,56.99,10.74
26045045027,26,045,045027,335.37,601.08,11.61,43.33,6.09
26045045028,26,045,045028,254.18,388.21,6.45,63.64,8.48
26045045029,26,045,045029,259.81,335.29,8.02,44.96,4.97
26045045030,26,045,045030,408.88,489.83,12.24,61.36,5.39
26045045031,26,045,045031,290,554,11,54,7
26045045032,26,045,045032,451.02,753.61,11.06,64.35,9.04
26045045033,26,045,045033,575.52,568.78,20.97,77.92,8.99
26045045034,26,045,045034,507.45,598.86,11.31,49.77,11.22
26045045035,26,045,045035,471,393,12,45,6
26045045036,26,045,045036,360.63,303.87,6.07,33.44,5.03
26045045037,26,045,045037,623.12,937.05,14.23,97.69,16.12
26045045038,26,045,045038,227,588,11,30,11
26045045039,26,045,045039,502,108,6,22,3
26045045040,26,045,045040,1133.85,209.14,17.29,25.14,9
26045045041,26,045,045041,162,267,4,16,2
26045045042,26,045,045042,588.5,861.71,17.11,69.67,11.1
26045045043,26,045,045043,325.9,354.78,6.53,37.2,4.66
26045045044,26,045,045044,450.16,652.46,17.91,80.6,9.96
26045045045,26,045,045045,299,566,9,59,4
26045045046,26,045,045046,324,649,7,64,12
26045045047,26,045,045047,270,591,11,40,10
26045045048,26,045,045048,311.31,757.01,12.04,61.21,6.02
26045045049,26,045,045049,515,766,21,52,11
26045045050,26,045,045050,665,766,13,54,12
26045045051,26,045,045051,629,584,13,48,10
26047047001,26,047,047001,803.71,979,20.57,105.42,15.65
26047047003,26,047,047003,561.7,1008,22.89,65.8,43.87
26047047004,26,047,047004,124.59,197.24,5.96,14.01,0
26047047005,26,047,047005,153,255,10,15,2
26047047006,26,047,047006,115,180,6,10,0
26047047007,26,047,047007,64.48,88.23,1.83,5.29,0
26047047008,26,047,047008,184,302,10,26,4
26047047009,26,047,047009,272.12,344.14,4.95,35.45,3.28
26047047010,26,047,047010,422,875,25,47,7
26047047011,26,047,047011,592.37,895.68,24.37,84.78,8.26
26047047012,26,047,047012,142,354,5,23,5
26047047013,26,047,047013,187,437,16,25,1
26047047014,26,047,047014,321.49,243.51,15.94,26.76,3.57
26047047015,26,047,047015,452.12,317.51,12.61,33.02,2.92
26047047016,26,047,047016,369.96,532,14.52,30.19,3.16
26047047017,26,047,047017,309.29,271.59,21.26,20.3,3.87
26047047018,26,047,047018,178,322,7,29,8
26047047019,26,047,047019,134.02,207.82,5.83,6.8,0
26047047020,26,047,047020,590.77,1002.09,15.82,76.84,6.95
26047047021,26,047,047021,339,762,23,58,6
26047047022,26,047,047022,126.2,202.25,3.34,14.21,1.67
26047047023,26,047,047023,447.87,726.31,4.95,44.59,1.98
26047ZZZZZZ,26,047,ZZZZZZ,71.74,100.15,1.69,8.58,0.78
26049000016,26,049,000016,279.31,216.6,7.57,20.3,4.85
26049000017,26,049,000017,881.49,1123.6,12.53,47.48,4.98
26049049001,26,049,049001,489.37,943.12,14.06,50.47,4.67
26049049002,26,049,049002,491,985,22,79,7
26049049003,26,049,049003,172.63,368.88,5.94,15.53,1.33
26049049004,26,049,049004,469,867,16,47,5
26049049005,26,049,049005,273,539,8,39,5
26049049006,26,049,049006,425.92,948.01,15.7,55.94,3.93
26049049007,26,049,049007,401.08,632.99,13.3,46.06,2.07
26049049008,26,049,049008,567.58,489.36,15.26,26.71,4.77
26049049009,26,049,049009,479.27,490.59,24.34,41.69,7.54
26049049010,26,049,049010,686.89,790.24,27.27,66.16,7.11
26049049011,26,049,049011,488,526,27,46,8
26049049012,26,049,049012,467,452,10,39,7
26049049013,26,049,049013,460,243,10,12,2
26049049014,26,049,049014,591.73,361.41,13.66,27.31,5.46
26049049015,26,049,049015,666.28,753.11,11.74,42.67,3.6
26049049016,26,049,049016,280,344,12,19,4
26049049017,26,049,049017,696.53,802.41,23.46,55.13,14.12
26049049018,26,049,049018,422,564,7,40,6
26049049019,26,049,049019,380.72,531.89,10.26,37.33,8.4
26049049020,26,049,049020,775.71,920.41,17.43,64.39,8.43
26049049021,26,049,049021,372.29,452.59,6.57,41.61,6.57
26049049022,26,049,049022,343.5,400.59,8.56,33.3,2.85
26049049023,26,049,049023,261,443,11,40,4
26049049024,26,049,049024,470.89,517.68,22.07,57.25,7.04
26049049025,26,049,049025,260.51,300.76,5.02,20.04,2.01
26049049026,26,049,049026,293.48,267.92,9.47,33.13,4.73
26049049027,26,049,049027,380.52,374.08,12.53,21.87,6.27
26049049028,26,049,049028,311,336,11,28,2
26049049029,26,049,049029,496.49,739.24,18.98,40.96,6.99
26049049030,26,049,049030,576,760,5,54,4
26049049031,26,049,049031,361,671,7,29,10
26049049032,26,049,049032,611,630,8,37,5
26049049033,26,049,049033,519,517,17,43,4
26049049034,26,049,049034,630,625,24,37,4
26049049035,26,049,049035,333,672,12,46,10
26049049036,26,049,049036,304,500,7,17,3
26049049037,26,049,049037,499,599,15,52,4
26049049038,26,049,049038,490,620,25,69,9
26049049039,26,049,049039,484.51,653.89,20.68,47.27,5.91
26049049040,26,049,049040,472.12,563.83,13.96,52.26,4.45
26049049041,26,049,049041,503.61,632.57,16,54.6,7.53
26049049042,26,049,049042,417.73,625.44,15.35,64.94,1.15
26049049043,26,049,049043,535.02,1021.83,15.09,69.7,6.95
26049049044,26,049,049044,687.37,1223.61,13.56,73.98,6.46
26049049045,26,049,049045,500.04,894.8,15.35,63.6,5.12
26049049046,26,049,049046,523.86,976.21,9.85,56.01,3.69
26049049047,26,049,049047,365.37,670.23,8.44,41.75,3.08
26049049048,26,049,049048,501.46,931.99,12.1,54.99,5.55
26049049049,26,049,049049,894,9,5,3,1
26049049050,26,049,049050,820,5,6,1,4
26049049051,26,049,049051,395,13,0,0,0
26049049052,26,049,049052,835,15,5,3,3
26049049053,26,049,049053,576,7,3,2,0
26049049054,26,049,049054,703,6,0,1,1
26049049055,26,049,049055,322,4,2,2,0
26049049056,26,049,049056,758.21,10.11,2.1,4.1,2.1
26049049057,26,049,049057,398,6,2,1,3
26049049058,26,049,049058,541,10,4,2,0
26049049059,26,049,049059,592,18,0,8,4
26049049060,26,049,049060,539.34,19.36,3.29,6.71,0.15
26049049061,26,049,049061,59,0,0,0,0
26049049062,26,049,049062,617,16,6,2,2
26049049063,26,049,049063,265,6,1,0,2
26049049064,26,049,049064,757,10,6,4,2
26049049065,26,049,049065,445,8,0,0,1
26049049066,26,049,049066,220.03,9.64,1.26,1.26,0
26049049067,26,049,049067,159,84,6,12,0
26049049068,26,049,049068,362.21,102.06,11.01,6.01,0
26049049069,26,049,049069,371.79,19.94,1.99,1.99,1
26049049070,26,049,049070,551,324,14,18,1
26049049071,26,049,049071,211,120,12,16,1
26049049072,26,049,049072,255,112,11,4,3
26049049073,26,049,049073,441,247,12,30,6
26049049074,26,049,049074,265.07,150.45,9.75,14.29,3.31
26049049075,26,049,049075,41,20,3,3,0
26049049076,26,049,049076,585,27,4,3,2
26049049077,26,049,049077,830,32,10,7,2
26049049078,26,049,049078,29.97,22.36,1.74,1.74,0
26049049079,26,049,049079,424.87,39.61,12.87,10.89,0.99
26049049080,26,049,049080,139.5,38.51,7.99,5.16,0.99
26049049081,26,049,049081,94.69,16.77,3.95,1.97,0
26049049082,26,049,049082,36.81,19.9,1.2,2.12,0.02
26049049083,26,049,049083,70.88,13.41,0,0.96,0
26049049084,26,049,049084,20,12,1,1,0
26049049085,26,049,049085,378,7,0,1,1
26049049086,26,049,049086,70,34,6,7,0
26049049087,26,049,049087,1.64,0.15,0.05,0.04,0
26049049088,26,049,049088,559,13,6,5,0
26049049089,26,049,049089,962.73,44.57,6.93,5.94,0.99
26049049090,26,049,049090,522,37,7,6,2
26049049091,26,049,049091,561.83,145.45,15.02,24.06,7.01
26049049092,26,049,049092,160.2,36.27,3.06,12.15,2.03
26049049093,26,049,049093,506.75,123.33,5.93,15.81,2.96
26049049094,26,049,049094,889.42,101.9,18.8,14.84,3.96
26049049095,26,049,049095,508,180,12,23,5
26049049096,26,049,049096,223,56,3,8,4
26049049097,26,049,049097,601.58,139.1,14.2,16.16,2.04
26049049098,26,049,049098,1123,31,4,4,3
26049049099,26,049,049099,862.12,17.59,4,8.04,5
26049049100,26,049,049100,451.08,291.13,4.49,15.28,2.7
26049049101,26,049,049101,426,225,11,24,5
26049049102,26,049,049102,451,191,17,19,0
26049049103,26,049,049103,168.48,90.05,1.94,5.81,0
26049049104,26,049,049104,354,248,10,26,3
26049049105,26,049,049105,998.95,180.72,11.94,14.98,5.96
26049049106,26,049,049106,560,345,16,29,9
26049049107,26,049,049107,472,316,9,21,7
26049049108,26,049,049108,238.27,107.61,13.45,9.61,6.73
26049049109,26,049,049109,761.73,146.39,7.55,17.39,4.27
26049049110,26,049,049110,340,18,2,9,0
26049049111,26,049,049111,908,341,7,24,8
26049049112,26,049,049112,635,259,10,28,3
26049049113,26,049,049113,633.06,583.34,16.65,43.2,10.15
26049049114,26,049,049114,1097,284,12,17,4
26049049115,26,049,049115,822,534,13,30,11
26049049116,26,049,049116,726.69,433.04,19.51,36.24,4.65
26049049117,26,049,049117,1007.77,86.07,6.89,12.8,1.3
26049049118,26,049,049118,48,20,1,4,0
26049049119,26,049,049119,795.64,235.57,12.73,31.1,6.75
26049049120,26,049,049120,368.73,244.56,7.58,29.38,1.9
26049049121,26,049,049121,434.63,231.97,4.65,11.86,1.38
26049049122,26,049,049122,399.6,383.84,8.6,34.11,3.83
26049049123,26,049,049123,323,302,6,22,2
26049049124,26,049,049124,521,406,17,27,5
26049049125,26,049,049125,464.62,408.15,19.81,22.79,8.92
26049049126,26,049,049126,360.38,379.8,12.32,25.79,5.21
26049049127,26,049,049127,374,386,7,38,2
26049049128,26,049,049128,465,458,14,38,8
26049049129,26,049,049129,442.89,502.56,5.5,31.18,3.67
26049049130,26,049,049130,463.49,536.78,20.8,43.58,6.93
26049049131,26,049,049131,499.16,663.1,14.67,48.7,4.62
26049049132,26,049,049132,393.11,555.56,14.28,59.73,8.9
26049049133,26,049,049133,745.69,1002,14.4,64.76,10.3
26049049134,26,049,049134,600.12,672.5,12.55,42.7,9.69
26049049135,26,049,049135,193.16,255.72,5.48,20.56,1.68
26049049136,26,049,049136,240,373,5,29,8
26049049137,26,049,049137,426,616,9,43,11
26049049138,26,049,049138,338,436,8,36,3
26049049139,26,049,049139,464,604,8,53,7
26049049140,26,049,049140,298,469,11,37,3
26049049141,26,049,049141,219,380,0,19,7
26049049142,26,049,049142,422,738,9,57,6
26049049143,26,049,049143,398.63,342.68,10.99,24.98,6.99
26049049144,26,049,049144,569.79,123.61,5.28,11,0.21
26049049145,26,049,049145,401.21,369.39,7.72,27,5.79
26049049146,26,049,049146,594.37,592.18,16.2,52.55,12.18
26049049147,26,049,049147,312.75,352.45,9.68,27.11,8.71
26049049148,26,049,049148,637.87,637.37,16.12,34.34,3.11
26049049149,26,049,049149,465,560,9,40,5
26049049150,26,049,049150,733,801,23,50,7
26049049151,26,049,049151,569.93,502.55,25.25,46.71,4.69
26049049152,26,049,049152,450,444,10,40,2
26049049153,26,049,049153,506.55,401.13,15.5,25.35,7.15
26049049154,26,049,049154,547.44,536.68,10.75,28.35,4.89
26049049155,26,049,049155,681.98,559.48,8.55,40.48,11.77
26049049156,26,049,049156,862,659,18,50,9
26049049157,26,049,049157,359,341,12,33,7
26049049158,26,049,049158,407,511,12,31,8
26049049159,26,049,049159,705.14,591.35,20.37,47.81,3.56
26049049160,26,049,049160,616.25,477.89,16.71,44.78,10.69
26049049161,26,049,049161,666.47,754.78,7.21,38.08,4.99
26049049162,26,049,049162,564,266,2,16,4
26049049163,26,049,049163,309.48,409.43,5.15,15.92,1.02
26049049164,26,049,049164,721.2,663.55,16.09,57.73,5.68
26049049165,26,049,049165,540.27,647.01,7.86,28.81,1.96
26049049166,26,049,049166,374,298,18,32,1
26049049167,26,049,049167,606,283,6,29,3
26049049168,26,049,049168,496,479,7,43,5
26049049169,26,049,049169,697,769,14,57,10
26049049170,26,049,049170,500.59,753.32,9.72,48.6,1.94
26049049171,26,049,049171,370.5,560.15,9.41,22.72,5.14
26049049172,26,049,049172,448.93,767.34,9.89,48.45,9.89
26049049173,26,049,049173,295,371,16,34,5
26049049174,26,049,049174,281.51,384.07,13.09,22.38,4.06
26049049175,26,049,049175,235.08,382.95,13.34,21.7,3.14
26049049176,26,049,049176,279.92,414.05,11.66,24.3,4.86
26049049177,26,049,049177,294.49,461.93,5.91,24.62,3.94
26049049178,26,049,049178,229.37,184.32,3.01,25.02,4.01
26049049179,26,049,049179,387.89,263.24,12.96,26.92,3.99
26049049180,26,049,049180,244,167.85,8.19,15.56,2.46
26049049181,26,049,049181,386.2,481.84,7.36,28.51,5.52
26049049182,26,049,049182,450.72,428.96,19.78,44.56,3.2
26049049184,26,049,049184,646.38,435.96,11.6,25.69,5.71
26049049185,26,049,049185,455.41,365.2,9.04,21.81,5.78
26049049186,26,049,049186,530.79,206.89,10.9,14.9,4.9
26049049187,26,049,049187,999.73,101.68,5.19,15.28,2.96
26049049188,26,049,049188,534.07,32.83,1.6,7.21,0.8
26049049189,26,049,049189,766.13,121.86,4.91,13.73,13
26049049190,26,049,049190,333.46,16.58,2.37,4.74,0.59
26049049191,26,049,049191,654,51,5,6,1
26049049192,26,049,049192,781.69,689.35,17.57,50.87,10.41
26049049193,26,049,049193,393.6,500.07,12.02,36.01,13
26049049194,26,049,049194,419,522,5,29,5
26049049195,26,049,049195,416,525,13,34,4
26049049196,26,049,049196,227,286,2,19,2
26049049197,26,049,049197,434.63,463.05,6.42,21.09,4.58
26049049198,26,049,049198,455.44,531.5,14.72,32.92,7.46
26049049199,26,049,049199,357.41,491.68,7.28,29.4,5.06
26049049200,26,049,049200,222,440,7,21,3
26049049201,26,049,049201,642,766.61,13.86,61.48,7.87
26049049202,26,049,049202,721.51,939.7,8.2,58.25,6.16
26049049203,26,049,049203,556.48,779.68,12.94,75.27,4.97
26049049204,26,049,049204,356,373,7,40,4
26049049205,26,049,049205,445.5,359.41,8.44,33.7,7.15
26049049206,26,049,049206,331,265,13,34,0
26049049207,26,049,049207,481.49,505.16,8.92,25.63,1.33
26049049208,26,049,049208,396,509,19,38,5
26049049209,26,049,049209,230,278,3,9,3
26049049210,26,049,049210,372,512,12,30,4
26049049211,26,049,049211,400,616,4,45,5
26049049212,26,049,049212,648.46,827.75,14.94,53.79,9.96
26049049213,26,049,049213,486,656,11,55,4
26049049214,26,049,049214,636.65,780.57,24.99,66.96,5
26049049215,26,049,049215,553,655,11,39,6
26049049216,26,049,049216,414,585,10,33,4
26051051001,26,051,051001,161.94,250.54,10.6,15.4,2.08
26051051002,26,051,051002,184.31,618.33,3.16,25.21,7.03
26051051003,26,051,051003,138.53,241.47,5.77,12.51,3.85
26051051004,26,051,051004,423,750,11,38,5
26051051005,26,051,051005,73,165,0,8,2
26051051006,26,051,051006,138.25,446.41,2.06,20.26,7.06
26051051007,26,051,051007,469,858,8,34,9
26051051008,26,051,051008,201.81,358.52,1.58,12.74,2
26051051009,26,051,051009,190.75,391.59,4.94,19.74,2.94
26051051010,26,051,051010,182.22,335.97,7.31,23.82,4.66
26051051011,26,051,051011,103,320,1,13,8
26051051012,26,051,051012,25.47,52.53,0.23,4.49,0.15
26051051013,26,051,051013,220.78,600.03,3.69,21.18,4.34
26051051014,26,051,051014,190,370,5,19,0
26051051015,26,051,051015,328,818,5,41,5
26051051016,26,051,051016,212.19,370.48,3.42,16.26,0
26051051017,26,051,051017,142,330,7,16,3
26051051018,26,051,051018,409.75,847.13,7.23,52.39,7.9
26053053001,26,053,053001,406.51,467.13,18.88,26.84,9.94
26053053002,26,053,053002,212.49,389.87,9.12,12.16,5.06
26053053003,26,053,053003,70,108,1,5,4
26053053004,26,053,053004,457,504,12,28,12
26053053005,26,053,053005,412,438,21,33,2
26053053006,26,053,053006,147,189,2,22,0
26053053007,26,053,053007,492.41,690.95,21.62,32.43,8.85
26053053008,26,053,053008,95,247,3,2,1
26053053009,26,053,053009,303.28,434.67,10.87,29.64,10.87
26053053010,26,053,053010,59.52,114.89,2.13,3.35,0.13
26053053011,26,053,053011,261,422,16,18,1
26053ZZZZZZ,26,053,ZZZZZZ,8.5,11.93,0.37,0.56,0.15
26055055001,26,055,055001,728.1,970.14,18,55.01,14
26055055002,26,055,055002,341.3,600.96,4.92,31.47,6.88
26055055003,26,055,055003,252,460,18,50,1
26055055004,26,055,055004,421,884,10,61,10
26055055005,26,055,055005,271.84,528.8,10.91,28.77,8.93
26055055006,26,055,055006,258.16,499.2,17.09,48.23,6.07
26055055007,26,055,055007,558.86,682.79,25.83,58.52,7.76
26055055008,26,055,055008,769,1265,15,101,13
26055055009,26,055,055009,538,890,22,52,13
26055055010,26,055,055010,726.08,1052.41,34.72,83.32,13.89
26055055011,26,055,055011,218.43,549.56,15.96,45.88,3.99
26055055012,26,055,055012,522,820,25,66,7
26055055013,26,055,055013,832,1086,21,65,17
26055055014,26,055,055014,777.48,780.44,35.52,74.99,16.77
26055055015,26,055,055015,550.31,593.44,39.01,58.04,13
26055055016,26,055,055016,664.28,874.97,23.82,69.52,14.28
26055055017,26,055,055017,573.79,788.35,22.55,69.05,8.11
26055055018,26,055,055018,167.37,415.16,6.98,28.03,1.98
26055055019,26,055,055019,531.96,782.59,13.87,69.34,2.97
26055055020,26,055,055020,749.73,1127.42,28.16,76.63,12.04
26055055021,26,055,055021,727,928,45,61,9
26055055022,26,055,055022,645,1080,26,64,13
26055055023,26,055,055023,811,1251,20,70,6
26055055024,26,055,055024,184,565,11,42,1
26055055025,26,055,055025,350,878,21,68,11
26055055026,26,055,055026,287,673,16,54,13
26055055027,26,055,055027,910.72,1030.21,11.8,74.16,3.95
26055055028,26,055,055028,864.13,935.01,17.82,65.96,6.24
26055055029,26,055,055029,753.29,434.94,19.94,43.67,7.46
26055055030,26,055,055030,928.57,507.35,25,56.55,7.71
26055055031,26,055,055031,681.45,442.52,31.38,61.05,6.41
26055055032,26,055,055032,971.92,485.5,31.56,68.69,5.57
26055055033,26,055,055033,596.94,492.02,12.5,58.45,5.04
26055055034,26,055,055034,971.43,621.22,33.89,72.5,8.42
26055055035,26,055,055035,93.61,138.42,1,14.94,1
26055055036,26,055,055036,497,1065,19,63,8
26055ZZZZZZ,26,055,ZZZZZZ,239.35,232.73,4.75,19.06,1.5
26057057001,26,057,057001,572.3,511.33,17.08,53.6,1.08
