GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVDKEL,G18GOVRKOB,G18GOVIORM,G18GOVLCAL,G18GOVIKLO,G18SOSRSCH,G18SOSDMCC,G18SOSLHOD,G18ATGRSCH,G18ATGDSWA,G18INSDMCL,G18INSRSCH,G18TRERLAT,G18TREDFRA
20173502810,20,173,502810,238.16,557.14,62.01,8.24,4.08,608.11,227.81,20.49,682.01,177.37,162.98,671.12,657.96,193.37
20173502830,20,173,502830,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173502850,20,173,502850,3,9.29,0.27,0.03,0.03,9.6,2.86,0.13,9.96,2.6,2.52,9.84,9.77,2.68
20173502890,20,173,502890,316.35,405.21,64.66,7.71,5.79,462.61,299.96,29.44,541.73,246.42,221.85,544.58,520.01,267.17
20173502900,20,173,502900,16.87,16.87,1.98,0,0,17.86,14.88,1.98,18.85,15.88,13.89,19.85,19.85,15.88
20173502930,20,173,502930,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173502960,20,173,502960,18.38,28.84,3.39,0.86,0.3,31.62,16.43,2.18,36.17,14.37,13.76,35.38,34.46,15.61
20173503010,20,173,503010,63,164,23,2,0,179,64,8,192,53,44,198,200,46
20173503030,20,173,503030,175.65,215.01,24.36,5.61,6.53,245.93,164.35,13.16,286.19,136.26,116.61,297.4,283.34,138.19
20173503070,20,173,503070,72.38,65.44,8.26,2.36,0.61,75.77,65.12,5.18,87.61,58.59,53.76,89.01,83.72,61.04
20173503120,20,173,503120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173503170,20,173,503170,381,565,104,8,1,689,333,29,797,244,228,802,768,271
20173503180,20,173,503180,217.01,264.58,56.48,5.95,3.96,299.26,216.02,20.81,346.82,188.28,174.4,353.76,339.89,190.26
20173503190,20,173,503190,600.47,672.94,133.95,33.41,9.04,807.8,548.3,72.45,948.79,482.85,427.48,975.79,918.3,497.01
20173503250,20,173,503250,385.15,501.87,99.21,15.56,1.95,603.02,350.14,34.04,683.74,298.59,251.91,713.89,675.96,299.56
20173503260,20,173,503260,158.2,394.33,39.06,9.02,5,420.37,154.21,25.02,465.44,137.16,115.13,467.44,447.43,147.15
20173503290,20,173,503290,85.49,158.56,20.39,3.3,1.13,175.28,70.62,16.6,204,60.5,55.8,200.26,194.73,65.67
20173503370,20,173,503370,188.04,224.65,48.01,16.4,4.89,255.65,191.57,21.88,299.78,163.83,156.04,294.43,283.77,178.86
20173503400,20,173,503400,90.6,119.43,23.25,9.73,1.28,146.62,87.54,6.72,166.85,73.01,60.72,167.05,156.58,76.24
20173503470,20,173,503470,326.72,300.69,59.75,14.46,3.86,358.52,307.44,32.77,428.87,268.89,244.8,432.73,426.95,264.07
20173503490,20,173,503490,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173503500,20,173,503500,218.31,217.34,38.89,17.94,7.97,240.27,231.26,22.93,287.13,206.34,199.36,291.11,284.13,207.34
20173503530,20,173,503530,167.93,268.57,29.76,9.05,2.94,320.56,137.51,13.43,350.15,119.61,111.24,349.12,340.29,128.32
20173503590,20,173,503590,88.53,129.6,25.16,4.72,1.1,138.23,93.45,9.33,163.35,80.27,72.84,165.73,158.05,81.42
20173503650,20,173,503650,134.64,118.57,23.3,13.64,1.64,134.77,141.44,13.29,151.85,137.54,123.44,159.04,158.27,129.51
20173503700,20,173,503700,113.81,236.65,27.54,6.87,0.96,255.82,108.62,15.53,282.34,94.69,89.39,273.41,273.76,104.19
20173503740,20,173,503740,100.87,199.19,27.82,10.57,1.17,223.07,96.58,13.34,250.76,84.21,73.87,250.76,238.72,88.15
20173503760,20,173,503760,295.34,498.95,87.09,13.36,3.22,556.12,290.83,39.33,622.27,267.67,238.21,633.01,617.55,263.02
20173503770,20,173,503770,221.1,328.6,66.32,8.66,0,379.53,219.18,12.52,429.5,187.49,173.05,436.24,411.25,200.93
20173503780,20,173,503780,190,436,52,8,4,519,138,16,570,107,93,546,545,127
20173503800,20,173,503800,149.86,259.43,42.92,11.01,1,291.48,151.73,10.04,332.39,123.84,103.83,342.42,325.43,125.81
20173503920,20,173,503920,66,116,13,3,0,133,55,6,141,52,46,142,143,51
20173503930,20,173,503930,13.8,32.54,4.93,0,0.99,35.49,13.8,1.97,34.51,14.79,11.83,38.45,38.45,12.82
20173503940,20,173,503940,94.03,170.89,31.55,6.11,2.39,190.86,95.59,9.8,213.29,84.93,82.63,201.65,200.65,91.98
20173503990,20,173,503990,5.44,8.56,0.78,0,0,9.33,4.67,0.78,10.89,3.89,4.67,9.33,9.33,5.44
20173600010,20,173,600010,1.82,3.43,0.4,0.05,0.02,3.79,1.72,0.18,4.29,1.38,1.28,4.23,4.17,1.48
20173600020,20,173,600020,26.97,25.97,4.99,1,0,31.97,25.97,1,36.96,21.98,24.97,31.97,35.96,20.98
20173600340,20,173,600340,0.93,1.31,0.05,0.05,0,1.47,0.71,0,1.58,0.6,0.38,1.8,1.52,0.6
20173700010,20,173,700010,224.53,415.54,51.06,16.37,6.74,470.54,221.42,14.52,522.59,184.87,149.33,530.27,519.66,186.81
20173700210,20,173,700210,49.09,80.66,15.35,0.43,0.05,97.28,39.93,3.34,102.96,37.55,31.27,106.89,106.13,33.34
20173700260,20,173,700260,236.42,689.46,77.34,12.41,0,754.18,190.47,39.38,849.99,151.66,144.18,762.58,808.4,164.08
20173700290,20,173,700290,17.32,37.8,1.57,1.57,0,37.01,17.32,1.57,44.1,14.17,8.66,49.61,41.74,15.75
20173700310,20,173,700310,270.96,314.71,89.25,14.07,1.01,394.92,230.96,43.06,460.17,209.79,172.66,478.23,437.14,217.8
20173700330,20,173,700330,256.01,364.16,56.56,16.87,6.95,436.6,220.28,25.8,498.12,189.52,165.71,503.08,489.19,192.5
20173700350,20,173,700350,213.15,296.89,45.68,9.52,3.81,364.45,173.19,19.98,408.23,144.64,122.75,421.55,394.91,149.4
20173700390,20,173,700390,221.67,290.72,52.23,22.65,0.99,359.66,188.2,28.56,405.98,171.43,133.02,431.58,404.98,166.51
20173700400,20,173,700400,57.94,97.83,16.15,2.85,2.85,111.13,52.24,8.55,134.87,40.84,35.14,133.92,132.97,41.79
20173700590,20,173,700590,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173800010,20,173,800010,3.74,6.66,1.12,0.17,0.04,7.38,3.69,0.51,8.23,3.4,3.03,8.36,8.21,3.3
20175000010,20,175,000010,4.2,32.07,3.2,3,0,35.66,4.82,1,37.27,4.2,7.02,36.46,37.27,5.2
20175000020,20,175,000020,32,93,13,0,0,110,24,5,115,22,22,113,119,17
20175000030,20,175,000030,0.8,11.93,0.8,0,0,10.34,3.18,0,12.73,0.8,3.98,9.54,12.73,0.8
20175000040,20,175,000040,34,58,3,3,2,59,36,2,64,31,31,63,63,33
2017500005A,20,175,00005A,18.43,44.84,3.56,2.86,1.95,50.12,14.25,3.45,53.21,15.46,14.98,53.37,51.95,14.91
2017500005B,20,175,00005B,0.62,0.92,0.16,0.01,0.01,1.02,0.66,0.05,1.14,0.6,0.59,1.13,1.13,0.62
20175000060,20,175,000060,7,22,1,0,0,26,4,0,26,5,3,27,28,3
20175000070,20,175,000070,4.19,40.25,2.52,0,0,42.77,3.35,0.84,42.77,4.19,2.52,43.61,39.41,6.71
2017500008A,20,175,00008A,9.72,23.79,6.77,0.23,0.04,30.41,8.61,0.26,29.86,10.37,6.44,30.78,30.74,9.35
20175000090,20,175,000090,5.49,10.54,0.85,0.2,0.03,10.89,4.89,1.07,11.66,5.2,4.88,11.58,12.37,4.48
20175000100,20,175,000100,117.39,95.55,20.02,7.28,3.64,113.75,111.93,9.1,127.4,112.84,117.39,119.21,121.03,115.57
20175000110,20,175,000110,197.47,157.21,30.45,11.61,0.45,179.5,188.47,14.61,201.79,179.96,185.76,196.43,196.28,186.04
20175000120,20,175,000120,174.11,175.42,30.08,10.12,1,188.38,179.88,12.06,204.83,175.38,175.66,199.33,199.96,179.46
20175000130,20,175,000130,129.31,147.96,25.71,9.04,1.89,173.27,122.24,8.37,192.12,112.74,113.02,187.49,188.31,117.72
20175000140,20,175,000140,63.24,49.44,13.95,3.79,0.63,60.86,61.34,4.42,68.44,57.56,58.16,67.18,66.55,56.92
20175000150,20,175,000150,70.04,103.85,17.71,1.61,1.61,114.31,74.06,5.64,128,67.62,66.01,127.19,127.19,69.23
20175000160,20,175,000160,85.02,112.68,16.8,3.1,2.06,128.61,80.89,5.05,134.64,78.99,71.16,137.57,132.57,80.94
20175000170,20,175,000170,268.3,496.79,75.09,17.15,1.73,591.19,225.82,21.91,631.1,210.37,205,628.03,638.21,203.81
20175000180,20,175,000180,163.81,276.75,42.48,8,2,325.23,143.65,19.16,351.23,132.81,125.48,360.39,346.59,141.29
20175000190,20,175,000190,2.86,19.99,2.86,0,0.95,25.71,0.95,0,23.8,1.9,0.95,25.71,25.71,0.95
20175000200,20,175,000200,5,24,0,0,0,23,5,0,26,2,2,25,27,2
20175000210,20,175,000210,1,12,1,0,0,12,2,0,12,2,2,12,12,2
20175190010,20,175,190010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20175190020,20,175,190020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20177000080,20,177,000080,158,119,20,6,4,148,146,10,195,109,71,231,201,99
20177000090,20,177,000090,211,191,33,9,2,250,174,20,321,117,84,347,303,133
20177000150,20,177,000150,146,157,27,4,6,206,116,11,259,75,54,274,257,76
20177000190,20,177,000190,398,232,33,6,7,287,365,16,387,279,197,463,376,283
20177000240,20,177,000240,5.7,3.45,0.42,0.12,0.15,4.28,5.03,0.37,5.93,3.82,2.67,7,5.64,4.05
20177000250,20,177,000250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20177000260,20,177,000260,219.96,155.05,30.14,4.96,3.95,184.93,214.8,12.26,235.9,176.29,127.79,281.17,230.6,178.56
20177000270,20,177,000270,275,201,24,5,5,227,262,14,319,185,138,363,289,208
20177000280,20,177,000280,274,292,39,5,8,332,257,15,442,167,117,477,412,188
20177000290,20,177,000290,272,255,34,5,6,320,230,16,397,173,110,450,369,188
20177000300,20,177,000300,145.73,78.78,15.76,2.36,2.36,98.47,135.49,7.09,144.95,96.89,71.69,167,129.98,108.71
20177000310,20,177,000310,177,111,20,0,9,153,157,7,208,109,70,240,194,122
20177000330,20,177,000330,218,187,30,6,4,215,209,21,299,144,95,342,292,145
20177000340,20,177,000340,210,193,12,2,5,230,182,10,284,139,93,321,272,144
20177000350,20,177,000350,203.41,161.42,27.99,3.73,2.8,198.74,183.81,14,255.66,143.69,108.23,285.51,247.26,149.29
20177000370,20,177,000370,288.79,312.53,48.46,3.96,10.88,365.94,276.92,12.86,466.81,192.86,131.54,518.24,441.1,207.69
20177000410,20,177,000410,104,47,12,7,2,50,107,13,68,98,87,79,70,97
20177000420,20,177,000420,135.97,73.45,16.87,2.98,4.96,78.41,140.94,7.94,107.19,123.07,108.18,119.1,110.17,124.06
20177000430,20,177,000430,146.47,89.27,24.61,4.29,2.59,100.39,146.99,13.56,150.15,115.43,88.77,173.22,136.87,128.19
20177000440,20,177,000440,165,72,23,3,3,97,155,11,140,125,97,170,130,134
20177000480,20,177,000480,166.53,88.17,27.52,8.57,4.83,111.96,170.89,11.74,145.27,150.24,117.91,171.91,143.13,149.44
20177000490,20,177,000490,148,68,21,11,1,89,153,6,107,141,110,134,109,139
20177000500,20,177,000500,149,71,8,6,4,85,141,12,122,113,108,126,110,127
20177000510,20,177,000510,139,48,21,6,4,65,136,12,90,124,108,100,91,121
20177000520,20,177,000520,151,46,12,0,4,55,146,7,82,127,102,107,77,132
20177000530,20,177,000530,133,42,11,5,2,50,133,7,63,128,108,81,63,129
20177000540,20,177,000540,103,21,14,6,0,25,102,16,42,101,91,52,37,107
20177000550,20,177,000550,113,15,10,4,0,19,117,6,28,114,104,37,29,112
20177000560,20,177,000560,173,60,23,8,3,77,170,17,109,154,126,135,106,158
20177000570,20,177,000570,260,41,15,4,4,49,259,16,80,240,201,118,79,243
20177000580,20,177,000580,137.03,45.55,13.13,3.02,2.04,51.59,134.06,15.06,71.81,128.93,96.82,102.9,71.83,128.94
20177000590,20,177,000590,182,68,10,9,3,97,161,15,119,152,111,158,119,152
20177000600,20,177,000600,195,62,11,1,2,76,182,9,121,147,117,147,102,164
20177000610,20,177,000610,129,32,7,6,0,40,122,9,51,119,97,71,57,114
20177000630,20,177,000630,127,19,1,2,8,33,117,5,42,111,92,63,42,112
20177000640,20,177,000640,125,42,5,1,0,46,120,5,61,110,94,76,58,113
20177000650,20,177,000650,137,48,14,7,2,62,130,15,81,125,103,103,77,128
20177000660,20,177,000660,176,59,11,1,3,62,168,15,82,164,136,103,86,161
20177000690,20,177,000690,167.16,54.16,13.83,9.1,4.01,66.83,168.96,11.46,101.26,144.53,125.91,119.79,90.37,154.6
20177000700,20,177,000700,168,29,8,3,6,36,160,17,48,166,139,73,58,156
20177000710,20,177,000710,120,17,11,1,3,24,120,6,36,114,101,48,31,121
20177000740,20,177,000740,175,51,13,6,4,57,173,20,73,176,136,110,75,172
20177000750,20,177,000750,142,23,11,1,2,32,139,10,50,127,112,66,47,131
20177000760,20,177,000760,149,59,11,5,5,68,149,8,89,138,116,108,84,138
20177000770,20,177,000770,192,30,4,6,1,35,186,9,55,177,147,75,47,180
20177000780,20,177,000780,212,56,12,6,3,69,207,12,116,172,145,141,111,177
20177000800,20,177,000800,0.07,0.02,0.01,0,0,0.02,0.07,0.01,0.03,0.06,0.06,0.04,0.03,0.07
20177000820,20,177,000820,140,44,18,11,4,57,146,10,74,138,116,98,73,140
20177000830,20,177,000830,156,57,11,4,1,77,139,11,88,139,118,106,93,133
20177000840,20,177,000840,156,63,11,4,4,81,152,7,110,131,113,126,104,136
20177000850,20,177,000850,200,50,6,5,9,74,189,6,95,174,164,104,86,184
20177000860,20,177,000860,133.33,46.76,15.92,2.98,1,60.7,130.34,6.96,67.66,131.34,107.46,91.54,75.62,120.4
20177000870,20,177,000870,169.94,35.82,7.77,1.94,3.85,42.62,168,7.73,65.74,150.7,127.49,90.87,65.78,150.64
20177000880,20,177,000880,152.73,41.41,9.31,1.08,2.15,46.68,147.65,10.31,64.6,137.96,112.05,91.59,66.6,137.96
20177000890,20,177,000890,275.13,110.09,20.02,8,3,151.09,246.13,16.02,209.16,205.08,159.03,246.21,198.11,208.13
20177000920,20,177,000920,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20177000930,20,177,000930,121.62,51.87,9.21,2.24,0.57,71.73,109.38,1.95,94.44,89.56,67.52,115.86,85.59,97.35
20177000940,20,177,000940,133,30,11,5,5,46,134,4,53,132,113,71,55,126
20177000950,20,177,000950,131,27,22,5,1,43,136,8,61,126,113,74,53,132
20177000960,20,177,000960,226,103,19,3,1,137,203,11,212,139,76,269,184,167
20177000970,20,177,000970,164,84,18,9,5,101,168,9,144,137,115,167,137,142
20177000980,20,177,000980,206,91,17,5,6,107,204,16,156,171,129,193,149,174
20177000990,20,177,000990,122,42,11,5,0,52,119,9,75,103,84,90,75,101
20177001000,20,177,001000,73.63,27.68,5.66,3.78,5.67,35.23,73.62,2.84,43.77,70.76,56.61,57.88,43.73,67.96
20177001010,20,177,001010,210.73,54.27,18.09,8.14,3.62,74.16,204.4,14.47,112.15,175.46,147.42,142.9,108.53,184.51
20177001030,20,177,001030,1.06,0.68,0.17,0.11,0.15,0.84,1.21,0.11,1.08,1.09,0.93,1.22,1.02,1.1
20177001040,20,177,001040,265,79,11,0,0,93,247,8,165,184,118,226,129,217
20177001050,20,177,001050,192,63,20,8,3,79,191,12,117,164,123,157,103,177
20177001060,20,177,001060,198.59,90,15.65,5.87,0.98,102.72,191.75,13.7,147.72,160.44,129.13,177.07,139.9,171.2
20177001070,20,177,001070,212,112,19,3,5,144,185,16,183,165,127,218,171,174
20177001080,20,177,001080,159,75,28,7,5,103,151,20,138,135,93,172,141,128
20177001090,20,177,001090,168,61,13,7,2,82,157,10,112,132,101,139,107,138
20177001100,20,177,001100,167,39,15,4,5,64,153,13,93,139,94,129,95,136
20177001120,20,177,001120,147,71,14,4,4,87,138,12,123,114,78,153,123,110
20177001130,20,177,001130,192,56,17,7,5,78,184,12,126,146,111,161,107,168
20177001140,20,177,001140,292,88,14,6,6,112,279,10,154,247,181,217,152,250
20177001150,20,177,001150,176,38,10,2,3,48,170,10,66,160,135,90,68,160
20177001160,20,177,001160,201,64,7,6,6,72,203,9,99,184,156,119,94,189
20177001170,20,177,001170,288,72,7,4,5,91,262,20,148,227,157,208,126,244
20177001180,20,177,001180,239,75,16,4,4,97,225,13,152,185,139,193,134,200
20177001190,20,177,001190,343,135,21,5,6,178,315,12,248,250,182,310,215,279
20177001200,20,177,001200,178,94,11,0,2,121,155,10,176,106,59,214,146,137
20177001210,20,177,001210,208,63,10,6,2,75,193,18,123,163,126,158,102,180
20177001220,20,177,001220,205,71,12,9,1,91,192,16,131,163,111,184,129,166
20177001230,20,177,001230,243,114,16,1,1,126,231,14,193,177,111,252,163,203
20177001240,20,177,001240,162,110,10,2,1,133,146,4,173,108,72,214,156,132
20177001250,20,177,001250,243,132,25,5,5,161,235,11,230,175,118,275,204,199
20177001270,20,177,001270,146,57,15,6,4,70,139,14,104,121,85,134,100,123
20177001280,20,177,001280,300,131,21,7,3,153,298,8,254,199,124,320,208,244
20177001290,20,177,001290,266,109,20,5,2,137,248,12,219,176,115,270,175,215
20177001300,20,177,001300,223,77,18,9,4,110,202,15,150,181,146,178,136,192
20177001310,20,177,001310,209,116,15,4,4,131,206,10,195,151,115,226,184,160
20177001320,20,177,001320,250,134,26,7,2,157,242,15,205,212,169,240,194,221
20177001330,20,177,001330,191,90,13,4,3,121,171,7,169,129,75,213,152,141
20177001340,20,177,001340,355,157,27,5,8,191,337,16,294,251,173,369,240,302
20177001350,20,177,001350,233,106,13,5,2,145,204,10,228,131,77,280,183,172
20177001360,20,177,001360,262.56,97.9,21.33,0.88,1.15,135.02,229.8,13.04,196.93,179.68,128.24,243.3,181.92,194.61
20177001370,20,177,001370,162.9,103.66,13.94,5.23,0.87,136.77,131.54,12.2,191.65,87.11,54.01,217.78,165.52,112.38
20177001380,20,177,001380,325,189,32,2,1,226,308,12,319,222,166,369,292,252
20177001400,20,177,001400,214,85,18,4,4,109,193,18,163,158,126,191,147,171
20177001410,20,177,001410,160,90,21,1,5,111,154,10,158,117,86,181,148,124
20177001420,20,177,001420,222,97,25,5,3,129,204,17,178,171,134,209,167,181
20177001430,20,177,001430,178,80,22,11,3,106,175,12,141,151,119,171,142,151
20177001440,20,177,001440,140,60,15,4,0,80,130,8,99,116,78,137,105,106
20177001450,20,177,001450,203.37,122.18,26.81,3.22,0.31,142.28,195.13,9.41,194.01,156.86,95.16,247.66,181.81,165.96
20177001460,20,177,001460,288.35,124.51,31.83,8.43,12.17,167.58,278.99,15.92,234.98,229.37,162.9,299.58,227.49,233.11
20177001470,20,177,001470,134,76,10,3,1,99,120,5,117,105,83,136,111,111
20177001480,20,177,001480,206,78,14,7,2,101,190,13,146,158,107,193,142,161
20177001490,20,177,001490,141.46,60.25,12.22,2.62,2.62,84.7,128.36,6.99,118.76,100.42,78.59,138.84,107.4,109.15
20177001500,20,177,001500,257,128,19,4,7,155,244,10,240,168,123,280,214,194
20177001510,20,177,001510,206,104,22,9,3,120,208,14,174,168,135,203,164,177
20177001520,20,177,001520,212,91,11,7,5,116,200,10,158,164,128,192,141,182
20177001530,20,177,001530,167,111,22,3,4,122,175,9,165,136,98,206,151,151
20177001540,20,177,001540,154.79,76.96,19.89,6.92,5.19,94.26,150.47,14.7,142.69,116.74,86.48,170.36,142.69,115.88
20177001550,20,177,001550,221,100,22,6,7,129,205,18,196,158,112,237,175,174
20177001560,20,177,001560,145,59,16,0,4,77,138,5,110,109,88,130,96,119
20177001570,20,177,001570,252.82,104.05,24.13,7.74,4.9,132.44,250.52,9.69,182.25,211.35,165.35,220.92,164.29,225.78
20177001590,20,177,001590,242,126,23,3,4,168,213,11,222,171,119,269,214,179
20177001600,20,177,001600,265.21,167.04,30.11,2.08,3.81,224.74,231.53,8.3,294.31,167.26,125.52,327.64,269.31,191.12
20177001610,20,177,001610,233.55,106.49,17.9,1.79,0,142.28,205.81,9.84,216.55,142.28,75.17,284.56,190.6,166.44
20177001620,20,177,001620,309,136,27,2,3,179,285,7,249,226,161,303,225,246
20177001630,20,177,001630,282,118,16,2,8,157,251,17,199,225,173,247,189,233
20177001640,20,177,001640,260,137,20,5,2,165,239,17,232,190,148,271,215,205
20177001650,20,177,001650,379,230,24,5,4,280,344,13,374,261,199,430,330,303
20177001670,20,177,001670,410,212,22,6,3,257,372,12,382,262,168,467,340,299
20177001680,20,177,001680,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20177001710,20,177,001710,405.7,234.49,29.35,7.69,10.34,296.6,355.63,25.01,411.84,268.5,184.01,492.75,389.44,286.82
20177001720,20,177,001720,425,217,32,11,5,293,371,16,386,289,218,458,342,336
20177001760,20,177,001760,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20177001780,20,177,001780,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20177001850,20,177,001850,137.81,162.42,11.81,3.94,2.95,190.96,114.18,8.86,229.35,86.62,63.98,229.35,228.37,85.64
20177001880,20,177,001880,156.79,143.65,23.89,5.16,1.72,166.49,147.7,9.03,225.45,100.53,76.58,244.55,212.74,109.87
20177001890,20,177,001890,126.26,154.61,16.95,1.08,1.77,177.99,107.62,7.54,227.27,70.72,45.52,241,211.79,80.97
20177001910,20,177,001910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20177100030,20,177,100030,60.28,84.02,4.08,0.02,0.02,95.28,50.09,3.03,113.7,33.69,22.43,119.94,105.55,40.82
20177100040,20,177,100040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20177100050,20,177,100050,19.02,14.16,1.71,0.41,0.14,16.49,16.9,1.16,21.69,13.27,8.83,26.07,20.87,13.89
20177100060,20,177,100060,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20177120020,20,177,120020,112.17,59.44,10.55,1.92,2.88,75.74,106.42,2.88,93.95,89.16,67.11,118.88,92.99,90.12
20177120030,20,177,120030,262.85,144.91,25.21,2.7,6.28,187.19,234.07,13.51,260.95,176.53,136.86,295.21,242.01,192.77
20177120040,20,177,120040,227.92,174.68,29.3,2.97,3.01,196.54,220.94,15.51,280.98,153.85,118.28,309.94,257.86,173.12
20177120050,20,177,120050,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20177120060,20,177,120060,56,77,10,2,1,88,48,6,110,35,22,119,107,34
20177120070,20,177,120070,132,145,16,4,7,171,121,9,213,87,64,236,207,88
20177120080,20,177,120080,24.96,24.61,4.15,0.1,3.14,29.76,25.09,1.1,34.97,20.98,17.84,39.1,30.92,23.99
2017712008A,20,177,12008A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20177120090,20,177,120090,136.98,87.71,21.68,14.78,19.71,108.4,155.71,14.78,138.95,140.92,120.23,157.68,132.06,141.91
20177120100,20,177,120100,44.56,87.66,9.54,1.11,1.03,92.56,46.21,4.1,107.82,36.05,19.64,122.04,106.59,36.19
2017712010A,20,177,12010A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20177120120,20,177,120120,246.22,203.32,26.59,11.15,3.43,262.52,211.04,16.3,338.01,148.42,112.38,366.32,319.14,167.29
20177120130,20,177,120130,5.36,7.15,1.19,0,0,7.15,4.17,0.6,8.93,4.17,4.17,9.53,8.34,4.17
2017712013A,20,177,12013A,33.35,42.8,3.3,0,1,49.8,28.05,2.15,60.25,20.05,14.05,67.4,62.1,18.05
20177120160,20,177,120160,93.13,62.6,16.57,2.97,1.95,76.3,91.29,6.69,103.15,68.47,42.95,131.26,99.74,71.8
2017712016A,20,177,12016A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20177120170,20,177,120170,24.93,26.62,4.15,0,0,24.96,26.58,3.32,37.42,16.62,14.96,37.42,36.58,19.11
20177120180,20,177,120180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20177120190,20,177,120190,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20177120200,20,177,120200,25.68,21.21,2.77,1.16,0.36,27.38,22.01,1.7,35.25,15.48,11.72,38.21,33.28,17.45
20177120210,20,177,120210,22,3,4,0,0,5,23,1,9,19,16,13,9,20
20177120220,20,177,120220,175,59,7,8,6,65,168,17,79,173,143,107,88,163
20177120230,20,177,120230,21,3,0,2,1,2,24,1,6,20,19,7,3,23
20177120240,20,177,120240,221,26,15,7,4,44,215,16,60,215,198,74,63,210
20177120250,20,177,120250,101,54,4,4,3,61,97,9,78,89,65,102,82,85
20177120260,20,177,120260,58,33,3,0,3,36,54,4,46,50,35,60,46,50
20177120270,20,177,120270,289.6,156.87,28.44,3.28,2.92,197.78,264.04,16.38,265.34,216.01,157.87,316.81,238.02,241.16
20177120280,20,177,120280,159,41,11,6,3,57,154,5,74,143,125,92,73,143
20177120290,20,177,120290,51,24,4,3,0,30,47,5,34,48,36,45,38,44
20177120300,20,177,120300,113,40,5,7,1,54,100,10,67,95,81,79,62,100
20177120310,20,177,120310,56.21,69.47,8.54,0.04,6.12,81.06,55.08,3.14,86.19,50.14,39.46,98.76,92.9,45.31
20177120320,20,177,120320,196,235,32,4,3,262,192,13,334,136,95,364,328,136
20177160010,20,177,160010,13.58,11.87,1.34,0.41,0.2,13.57,12.23,1.1,16.88,9.96,7.71,18.43,16.19,10.71
20177160030,20,177,160030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20177170030,20,177,170030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20177200010,20,177,200010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20177200020,20,177,200020,272.84,188.6,20.1,0.96,0.96,247.95,218.27,7.66,336.03,139.77,92.86,378.15,307.31,169.45
20177200050,20,177,200050,175,103,37,17,5,131,183,23,174,158,135,196,172,157
20177200070,20,177,200070,239.77,138.23,29.38,4.54,5.08,186.77,220.62,9.23,248.38,166.15,96.08,299.92,236.46,174.69
20177200080,20,177,200080,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20177200130,20,177,200130,101.78,44.89,10.11,1.35,3.14,55.2,102.75,1.9,74.76,84.02,58.29,100.86,69.2,89.64
20177200140,20,177,200140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20177200150,20,177,200150,39,23,3,0,0,26,37,2,32,31,24,39,35,29
20177200160,20,177,200160,50,26,3,0,0,30,45,4,42,37,23,56,36,43
20177200170,20,177,200170,15.03,3.61,1.1,1,0.4,4.51,15.53,1.1,7.02,13.93,12.53,8.52,6.21,14.73
20177200180,20,177,200180,7.61,1.83,0.56,0.51,0.2,2.28,7.87,0.56,3.55,7.05,6.34,4.31,3.15,7.46
20177300090,20,177,300090,67.27,66.08,5.23,0.07,0.03,81.36,55.05,2.19,100.9,35.69,17.32,118.13,92.78,44.82
20177400070,20,177,400070,77.72,52.09,14.52,1.71,0,61.49,76.01,5.98,86.26,58.93,55.51,87.11,81.13,61.49
20177400090,20,177,400090,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20177400100,20,177,400100,238.62,179.26,24.31,5.09,1.07,213.6,217.53,12.19,282.98,160.32,109.95,322.29,271,166.29
20177400110,20,177,400110,0.02,0.06,0,0,0,0.05,0.02,0,0.06,0.01,0,0.07,0.05,0.02
20177500010,20,177,500010,3.98,12.93,0,0,0,10.94,3.98,0,12.93,2.98,0.99,14.92,10.94,3.98
20177500070,20,177,500070,9.03,4.79,0.74,0.18,0,7,7.55,0,9.58,4.97,3.68,10.5,9.03,5.16
20177500080,20,177,500080,175.04,123.02,17.34,0.83,3.3,151.09,162.65,4.13,189.08,127.97,85.86,227.89,189.06,128.81
