GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREOTH,G16USSDWIE,G16USSRMOR,G16USSLGAR,G16USSOTH
20027000010,20,027,000010,2,53,3,1,0,2,52,4,0
20027000020,20,027,000020,17.5,124.9,3.5,3.2,6,9.7,147.3,2.3,0
20027000030,20,027,000030,4.9,49.2,3,1,0,1,57,1,0
20027000040,20,027,000040,19,55,6,3,0,13,66,5,0
2002700005A,20,027,00005A,31.3,140.3,10.1,4.6,0,14,168.7,5.6,0
2002700005B,20,027,00005B,0.7,2.1,0.1,0.1,0,0.4,2.5,0.2,0
2002700006A,20,027,00006A,144,439.4,41,13.7,2.3,73.5,541.6,26.2,0
2002700006B,20,027,00006B,0.5,2.3,0.2,0.1,0,0.2,2.8,0.1,0
20027000070,20,027,000070,95.5,380,26.6,8,1.8,63.6,434.9,18.6,0
20027000080,20,027,000080,90.2,287.9,11.5,13.2,0,54.1,338.2,16.5,0
20027000090,20,027,000090,73.2,205.2,13.4,6.2,0.9,41,242.7,17.8,0
20027000100,20,027,000100,4,47,0,1,0,2,48,1,0
20027000110,20,027,000110,10,48,0,2,0,6,54,0,0
20027000120,20,027,000120,6,48,0,0,1,5,47,2,0
20027000130,20,027,000130,7,65,1,3,0,6,64,5,0
20027000140,20,027,000140,6,25,0,0,0,4,27,0,0
20027000150,20,027,000150,11.5,90.6,2.1,1.1,0,7.4,93.9,4.1,0
20027000160,20,027,000160,7.5,86,3.7,0.9,0,4.7,90.7,2.8,0
20027000170,20,027,000170,29,104,3,5,4,19,117,4,0
20027000180,20,027,000180,23,116,3,3,0,14,118,10,0
20027000190,20,027,000190,9,33,0,1,0,9,32,2,0
20027000200,20,027,000200,51.2,331.3,15,8,1,42.1,335.3,27.1,0
20027000210,20,027,000210,23.1,92.8,2,3,0,19,97,4,0
20027000220,20,027,000220,11,65,1.8,2.8,0,8.2,72.3,2.8,0
20027180010,20,027,180010,0,0,0,0,0,0,0,0,0
20027180020,20,027,180020,0.1,0.3,0,0,0,0,0.4,0,0
20027900230,20,027,900230,0,0,0,0,0,0,0,0,0
20029000010,20,029,000010,12,42,0,4,0,11,46,1,0
20029000020,20,029,000020,1,58,2,0,0,3,57,3,0
20029000030,20,029,000030,4.9,47.8,3.9,1,0,2,54.7,1,0
20029000040,20,029,000040,11,104,0,2,0,8,102,5,0
20029000050,20,029,000050,0,21,0,1,0,1,21,0,0
2002900006A,20,029,00006A,86.7,189.2,16.9,6,4,70.7,208.2,15.9,0
2002900006B,20,029,00006B,0,0,0,0,0,0,0,0,0
2002900006C,20,029,00006C,0,0,0,0,0,0,0,0,0
20029000070,20,029,000070,101,236,20,8,1,75,267,22,0
2002900008A,20,029,00008A,106.6,311.9,30,8.7,0,78.5,358.4,26.1,0
2002900008B,20,029,00008B,0,0,0,0,0,0,0,0,0
20029000090,20,029,000090,102.2,411.6,23.1,12.5,0,83.9,412.6,44.4,0
20029000100,20,029,000100,61.7,204.7,8.1,4.2,0,52,206.6,23.1,0
2002900011A,20,029,00011A,16.1,95.7,5.8,1.3,0,12.2,99.8,6.6,0
2002900011B,20,029,00011B,0,0,0,0,0,0,0,0,0
20029000120,20,029,000120,7,15,0,0,0,2,19,0,0
20029000130,20,029,000130,71.1,273.4,15,8,5,51,304.4,15,0
20029000140,20,029,000140,23,121.8,3,2,0,16,125.8,7,0
20029000150,20,029,000150,7,45,5,0,0,3,48,5,0
20029000160,20,029,000160,11.1,50.2,1,0,0,9.1,53.2,1,0
20029000170,20,029,000170,4,36,1,1,0,1,36,3,0
20029000180,20,029,000180,2,24,0,0,1,1,25,0,0
20029000190,20,029,000190,11.9,53.6,2,0,1,6,60.6,3,0
20029000200,20,029,000200,22.1,74.2,3.1,2,1,18,76.3,6,0
20029000210,20,029,000210,42,168,7,6,2,40,169,12,0
20029000220,20,029,000220,5.9,20.8,0,1,0,6.9,19.8,1,0
20029000230,20,029,000230,29,202,8,3,0,27,206,10,0
20029000240,20,029,000240,3,24.2,1,0,0,2,24.2,1,0
20029000250,20,029,000250,15.8,74.9,5,2.3,0,13.8,74.4,6.9,0
20029000260,20,029,000260,3,14,0,0,0,3,14,0,0
20029000270,20,029,000270,0,0,0,0,0,0,0,0,0
20029000280,20,029,000280,0,0,0,0,0,0,0,0,0
20031000010,20,031,000010,8.5,74,1.9,4.7,0.9,9.5,79.7,0,0
20031000020,20,031,000020,36.3,167.2,4.9,0.3,4,24.8,175.2,11.4,0
20031000030,20,031,000030,89.3,285.9,29,7.7,2,67.9,318.8,19.4,0
2003100004A,20,031,00004A,68,256,19,2,5,50,264,28,0
2003100004B,20,031,00004B,0,0,0,0,0,0,0,0,0
2003100005A,20,031,00005A,62.3,299.3,23,6,2,58.2,298.3,30.1,0
2003100005B,20,031,00005B,0,0,0,0,0,0,0,0,0
2003100005C,20,031,00005C,0,0,0,0,0,0,0,0,0
20031000060,20,031,000060,15,74.5,1.5,0.1,1.1,14.3,75.3,3.8,0
20031000070,20,031,000070,23,99,5,7,3,21,104,11,0
20031000080,20,031,000080,41.4,243.3,13.1,5.1,0,33.3,234.6,24.1,0
20031000090,20,031,000090,45,229,9,4,4,38,235,17,0
20031000100,20,031,000100,112.5,373.3,17.5,13.6,1,88.2,402.4,30.1,0
20031000110,20,031,000110,8.6,49.5,2.9,1.9,0.9,6.7,56.2,1.9,0
20031000120,20,031,000120,71,297,23,6,4,64,302,31,0
20031000130,20,031,000130,27.4,97.2,7.5,4.4,0,24.6,101.1,11.8,0
20031000140,20,031,000140,10,86,3,0,1,8,84,6,0
20031000150,20,031,000150,94,288,23,4,2,76,289,39,0
20031000160,20,031,000160,7,64.2,2,2,0,9,61.2,4,0
20031000170,20,031,000170,7.6,66.2,3.7,1.1,0.9,10.3,64.7,6.2,0
20031900010,20,031,900010,0,0,0,0,0,0,0,0,0
20031900020,20,031,900020,0,0,0,0,0,0,0,0,0
20031900030,20,031,900030,0,0,0,0,0,0,0,0,0
20033000010,20,033,000010,0,44,1,0,0,1,41,1,0
20033000020,20,033,000020,46.9,252.4,20.4,6.1,0,42.9,268,17,0
20033000030,20,033,000030,9,40,1,0,0,6,43,1,0
20033120020,20,033,120020,18,207,6,1,0,21,203,7,0
20033120030,20,033,120030,6,53,2,0,0,7,51,2,0
20033190010,20,033,190010,22.1,118.6,9.6,2.9,0,20.1,126,8,0
2003500001A,20,035,00001A,50.6,91.3,7,2,5,44.7,94.3,10.9,0
2003500001B,20,035,00001B,2,11,0,0,0,2,11,0,0
2003500001C,20,035,00001C,1,1,0,0,0,0,1,1,0
20035000020,20,035,000020,39,104,9,3,0,38,99,15,0
20035000030,20,035,000030,98.1,189.2,8.9,5,0,100,190.2,14.9,0
20035000040,20,035,000040,82,136,14,3,0,72,147,20,0
20035000050,20,035,000050,91.9,225.7,11.8,6.9,0,74.2,234.5,25.7,0
2003500005A,20,035,00005A,0,0,0,0,0,0,0,0,0
2003500006A,20,035,00006A,37.2,89.8,2,3,0,41.2,78.8,14.1,0
2003500006B,20,035,00006B,26.4,65.7,2.2,1.4,0,23.8,66.5,3.9,0
20035000070,20,035,000070,10.9,34.3,1.3,2.3,0,12.8,32.3,4.7,0
20035000080,20,035,000080,18,40,0,2,0,17,37,4,0
20035000090,20,035,000090,18.8,41,3.5,4.2,0,16.5,46.1,5.9,0
20035000100,20,035,000100,24.6,57.1,3.9,1,0,24.6,53.2,8.9,0
20035000110,20,035,000110,24.2,52,4.5,1.8,0,30.5,43.9,8.1,0
20035000120,20,035,000120,103,152,14,4,7,97,155,23,0
2003500013A,20,035,00013A,186.9,329.3,26.2,19.4,4.8,184.1,335.2,37.8,0
20035000140,20,035,000140,94,133,13,4,0,92,139,11,0
20035000150,20,035,000150,162.4,235.4,15.1,15,0,141.4,262.5,23.1,0
20035000170,20,035,000170,28,73,2,2,0,31,73,2,0
20035000180,20,035,000180,2.9,15.5,0,0,0,1.9,15.5,1,0
20035000190,20,035,000190,28.1,154.5,2,3,0,25.1,156.5,7,0
20035000200,20,035,000200,27.7,124.1,4.1,1.5,0.7,30.6,118,9.7,0
20035000210,20,035,000210,128.5,444.4,12.6,13.3,0,124,443.8,30.7,0
20035000220,20,035,000220,33,122.2,8.4,1.2,0.3,30.6,122.3,11.1,0
20035000230,20,035,000230,6,33.1,2,0,0,4,37.1,0,0
20035000240,20,035,000240,11,47,0,0,0,10,43,1,0
20035000250,20,035,000250,11,69,1,1,0,12,68,5,0
20035000260,20,035,000260,56,279,19,15,1,74,268,30,0
20035000270,20,035,000270,88,304.8,17.6,2.8,3.7,96.3,292.7,25.9,0
20035000280,20,035,000280,12,117,3,4,0,14,116,7,0
20035000290,20,035,000290,2.1,16.4,2,0,0,3,17.4,0,0
20035000300,20,035,000300,79.2,242.4,11.5,6.5,0,70.1,256.3,16.4,0
20035000310,20,035,000310,14,77,3,1,0,14,74,7,0
20035000320,20,035,000320,22,70,3,6,0,20,72,8,0
20035000330,20,035,000330,25.4,118.2,2,2,0,19.5,120.1,7.8,0
20035000340,20,035,000340,14.9,60.5,2,0,2,16.9,59.5,3,0
20035000350,20,035,000350,53,245,6,3,1,46,238,20,0
20035000360,20,035,000360,41.9,190,6.6,5.5,0,43.9,182.2,15.7,0
20035000370,20,035,000370,2,28,2,1,0,3,25,3,0
20035000380,20,035,000380,29,130,8,5,0,39,122,12,0
20035000390,20,035,000390,34.3,161.4,7.7,1.7,0.9,32.5,161.4,8.6,0
20035000400,20,035,000400,83.9,263.8,12.2,6.1,0,66,276.8,25,0
2003500041A,20,035,00041A,88.5,394.2,13.4,4.7,2.3,97.7,375.4,30.8,0
2003500041B,20,035,00041B,0,0,0,0,0,0,0,0,0
2003500042A,20,035,00042A,60.2,204.2,14.4,5.5,0.2,63.9,208.3,12,0
20035000430,20,035,000430,18,64,2,2,0,17,65,6,0
20035000440,20,035,000440,135,139,15,5,2,113,171,11,0
20035000450,20,035,000450,65,106,4,6,3,55,117,13,0
20035000460,20,035,000460,77,142,10,9,2,74,150,15,0
20035000470,20,035,000470,102,163,12,10,0,97,171,19,0
20035000480,20,035,000480,128.6,237.1,22.9,5,1,102.7,266,24.9,0
20035000490,20,035,000490,89,129,7,4,0,78,134,14,0
20035000500,20,035,000500,121.9,196.8,16,7,4,106.9,210.8,22,0
2003500051A,20,035,00051A,37,81.3,1.2,1.1,0,22,99.4,0.2,0
2003500051B,20,035,00051B,8,24.1,2,0,1,7,26.1,2,0
20035000520,20,035,000520,40,98.3,2.4,6.3,3.1,37.7,100.3,9.5,0
2003500053A,20,035,00053A,239,246,31,19,1,202,300,29,0
2003500053B,20,035,00053B,0.6,2.8,0,0,0,0.5,2.9,0.2,0
20035000540,20,035,000540,94,100,13,7,0,85,114,11,0
20035000550,20,035,000550,149.9,273.8,20.8,16.9,0,131.8,303.9,24.7,0
2003500055B,20,035,00055B,0,0,0,0,0,0,0,0,0
20035000560,20,035,000560,69,123.1,3,1,0,59,135.1,4,0
20035000570,20,035,000570,121.7,168.9,14.7,5.9,0,95.2,192.4,17.7,0
2003500057A,20,035,00057A,1.5,2.1,0.2,0.1,0,1.2,2.4,0.2,0
20035900010,20,035,900010,0,0,0,0,0,0,0,0,0
20035900020,20,035,900020,0,0,0,0,0,0,0,0,0
20035900030,20,035,900030,0,0,0,0,0,0,0,0,0
20035900040,20,035,900040,0,0,0,0,0,0,0,0,0
20035900050,20,035,900050,0,0.1,0,0,0,0,0.1,0,0
20035900060,20,035,900060,0,0,0,0,0,0,0,0,0
20035900070,20,035,900070,0,0,0,0,0,0,0,0,0
20037000010,20,037,000010,49,86.3,9,2,0,56.1,74.3,9,0
20037000020,20,037,000020,159.4,343.8,20.4,12.9,4.1,154,354.9,26.5,0
20037000030,20,037,000030,35,89,11,2,1,34,94,6,0
20037000033,20,037,000033,19.5,26.8,0.9,1,0,20.5,25.8,1.9,0
20037000040,20,037,000040,7,29,0,0,0,11,24,1,0
20037000050,20,037,000050,67.9,153.8,8,6,1,76.9,146.9,9,0
2003700005A,20,037,00005A,0,0,0,0,0,0,0,0,0
20037000060,20,037,000060,57.8,130.8,11.6,6.2,0,61.4,116.5,24,0
20037000070,20,037,000070,84,182,16,3,1,77,199,9,0
20037000080,20,037,000080,35.9,145.8,10.4,3.8,1.9,23.5,167.6,4.9,0
20037000090,20,037,000090,37.2,59.7,4.9,1,0,40.1,58.7,5.9,0
20037000100,20,037,000100,76,143,5,4,0,84,135,9,0
20037000110,20,037,000110,184.8,203.4,17.6,6.8,1,193.6,198.5,16.6,0
2003700012A,20,037,00012A,218.1,222.3,15,3.6,0,202.4,232.3,18.6,0
2003700013A,20,037,00013A,86.5,161.6,9.2,4.3,0,104,146.9,9.7,0
2003700013B,20,037,00013B,0,0,0,0,0,0,0,0,0
2003700014A,20,037,00014A,85.1,96.4,15.5,4.9,0,91,97.3,12.7,0
20037000150,20,037,000150,26.1,71.7,2.9,1.9,3.9,30,67.9,2.9,0
2003700016A,20,037,00016A,103.9,223.2,12.4,6.5,0.1,82.5,251,18.3,0
2003700017A,20,037,00017A,64.4,123.6,9.1,2.7,3.6,70.7,121,11.8,0
2003700017B,20,037,00017B,0.3,0.8,0,0,0,0.2,0.9,0,0
20037000180,20,037,000180,80.2,205.8,13.2,12.7,1.1,88,206.4,13.8,0
20037000190,20,037,000190,34,86,4,6,0,28,97,4,0
20037000200,20,037,000200,5,28.2,2,0,0,3,31.1,2,0
20037000210,20,037,000210,48.7,109.9,6.1,3,0,45.6,108.9,10.1,0
2003700022A,20,037,00022A,206.1,360.8,18.2,14.8,4.6,183.2,388.1,31.2,0
20037000230,20,037,000230,31.1,116.3,17,4,1,40.1,107.3,18,0
20037000240,20,037,000240,26.1,35.3,8,3,0,30.1,35.3,8,0
20037000250,20,037,000250,25.8,50.3,3.1,4,0,31.9,45.3,6.1,0
20037000260,20,037,000260,117,206,16,5,0,102,209,20,0
20037000270,20,037,000270,62.1,105.5,4.9,2,0,49.3,116.3,10.8,0
20037000280,20,037,000280,85.5,151.3,4,5.1,0,92.6,141.1,11.2,0
20037000290,20,037,000290,106.1,153.4,21,2.6,1.8,103.4,163.1,22.8,0
20037000300,20,037,000300,215.6,284.5,28.9,7,0,195.6,317.4,26,0
20037000310,20,037,000310,528.4,606.3,54.3,28.2,10.1,462.3,714.4,50.4,0
20037000320,20,037,000320,81.1,126.2,13,7,1,98.1,113.2,15,0
20037000330,20,037,000330,128,150,5,7,7,124,158,10,0
20037000340,20,037,000340,168.4,163.5,13,9,1,150.5,179.4,18.9,0
20037000350,20,037,000350,128,148,25,10,4,122,183,15,0
20037000360,20,037,000360,169.3,200.9,26.4,2.8,7.3,143.9,240.9,21,0
20037000370,20,037,000370,124.7,152.1,19.1,6.1,8,130.5,159.3,15.3,0
2003700038A,20,037,00038A,138,221.2,20.9,7.2,1.1,155,209.1,24.2,0
20037000390,20,037,000390,56,52,3,4,1,59,52,7,0
20037000400,20,037,000400,117.3,108.4,14.9,11.9,2,116.3,118.3,18.9,0
20037000410,20,037,000410,164.2,266.3,18.9,23.7,1,166.3,259.4,48.4,0
2003700042A,20,037,00042A,104.5,151.5,8.6,10.6,1,105.7,152.5,21.1,0
20037000430,20,037,000430,224.4,341.5,38.9,14.8,4.6,193,388.8,32.5,0
2003700044A,20,037,00044A,27,75,2.6,0.9,0,26.2,78.6,2.6,0
20037000450,20,037,000450,94.1,261.9,9,3.3,1.5,80.1,283.2,6.3,0
20037000460,20,037,000460,13.8,57.3,1,2,2,16.8,52.3,3,0
20037000470,20,037,000470,70.2,195.8,12.8,3,2,68.2,198.8,13.8,0
20037000480,20,037,000480,97,212.8,13.6,5.9,0.4,101.6,215,12.2,0
20037000490,20,037,000490,145,224,14,4,1,142,216,24,0
20037000500,20,037,000500,8.1,37.3,2.1,3.1,0,12.3,33.9,2.2,0
20037000A41,20,037,000A41,8.9,45.7,5,0,0,13.9,45.7,1,0
20037000A51,20,037,000A51,27.9,162.7,9,0,0,30.9,162.7,12,0
20037000A62,20,037,000A62,30.8,130.2,7.5,4.8,0,41.3,118.4,12.1,0
20037000A82,20,037,000A82,7,27.8,1,0,0,6,26.9,1,0
20037000A83,20,037,000A83,0.9,17.7,0.9,0.9,0,4.7,13.1,2.8,0
20037190010,20,037,190010,0,0.1,0,0,0,0,0.1,0,0
20037190020,20,037,190020,0,0,0,0,0,0,0,0,0
20037190030,20,037,190030,91.7,95.3,6.6,1.6,0,85.8,99.1,8.1,0
20037900010,20,037,900010,0.1,0.1,0,0,0,0.1,0.1,0,0
2003790001A,20,037,90001A,0.1,0.1,0,0,0,0.1,0.2,0,0
20037900020,20,037,900020,0,0,0,0,0,0,0,0,0
20037900040,20,037,900040,0.1,0.3,0,0,0,0.1,0.3,0,0
20037900050,20,037,900050,2.5,5.6,0.3,0.2,0.1,2.4,5.8,0.4,0
20039000010,20,039,000010,1,13,0,3,0,2,11,2,0
20039000020,20,039,000020,0,8,2,0,0,0,9,1,0
20039000030,20,039,000030,0,14,0,0,0,1,15,0,0
20039000040,20,039,000040,1,27,0,0,0,1,26,0,0
20039000050,20,039,000050,2,33,0,0,0,2,28,3,0
20039000060,20,039,000060,0,12,0,0,0,0,12,0,0
20039000070,20,039,000070,0,19,0,0,0,0,19,0,0
20039000080,20,039,000080,5,51,2,1,1,9,47,4,0
20039000090,20,039,000090,2,19,1,0,0,1,20,1,0
20039000100,20,039,000100,5,16,1,0,0,4,18,1,0
20039000110,20,039,000110,0,7,0,0,0,0,6,0,0
20039000120,20,039,000120,0,14,0,0,0,1,12,0,0
20039000130,20,039,000130,20,47,0,2,1,15,50,4,0
20039000140,20,039,000140,1.3,31.3,0,0,0,2,30.6,0,0
20039000150,20,039,000150,7,70,7,1,0,6,66,9,0
20039000160,20,039,000160,0,18,0,0,0,0,17,1,0
20039000170,20,039,000170,3,4,0,0,0,0,5,2,0
20039000180,20,039,000180,56,312,12,8,0,34,328,12,0
2003900019A,20,039,00019A,54,344,14,1,0,37,357,11,0
2003900019B,20,039,00019B,0,0,0,0,0,0,0,0,0
20039000200,20,039,000200,6,44,0,3,0,7,46,0,0
20039000210,20,039,000210,5.7,23.7,0,0.9,0,0.9,27.4,0.9,0
20039000220,20,039,000220,4,14,1,0,0,1,18,0,0
20039000230,20,039,000230,0,20,0,0,0,0,18,1,0
20039000240,20,039,000240,2,7,0,0,0,1,8,0,0
20039000250,20,039,000250,0,22,0,0,0,0,21,0,0
20039000260,20,039,000260,0,10,1,0,0,0,10,1,0
20039000270,20,039,000270,3,10,1,0,0,2,12,0,0
20041000010,20,041,000010,94.6,262.2,25.1,9.1,4.1,93.3,254.5,40.2,0
2004100002A,20,041,00002A,153.2,467.6,43.8,17.9,4,118.3,503.4,56.7,0
2004100002B,20,041,00002B,0,0.1,0,0,0,0,0.1,0,0
20041000030,20,041,000030,79,251,17,10,0,59,274,25,0
20041000040,20,041,000040,155.4,363.4,40.1,10,0,135.3,396.6,33.1,0
20041000050,20,041,000050,154.2,488.1,38.8,12.9,0,112.5,543.8,41.8,0
20041000060,20,041,000060,6.3,45,4.1,3.1,0,5.4,49.8,3.3,0
20041000070,20,041,000070,31,176,11,7,1,24,193,12,0
20041000080,20,041,000080,69,350,15,11,4,52,370,24,0
20041000090,20,041,000090,9,57,2,1,0,5,58,4,0
20041000100,20,041,000100,18,69,1,3,0,17,64,9,0
20041000110,20,041,000110,12,113.8,8,1,0,13,114.8,6,0
20041000120,20,041,000120,21,79,4,0,0,12,88,4,0
20041000130,20,041,000130,67.2,404.5,17.1,6,5.9,56.1,412.6,26,0
20041000140,20,041,000140,8,121,3,2,0,5,122,7,0
20041000150,20,041,000150,97.3,199,13,7.1,0,81.2,213.1,21,0
20041000160,20,041,000160,87.4,193.9,17.9,9,0,79.4,204.9,25.8,0
20041000170,20,041,000170,38,130.1,14,8,0,37,131.1,19,0
20041000180,20,041,000180,3,56,1,1,0,4,54,4,0
20041000190,20,041,000190,43,153,5,0,0,34,158,10,0
20041000200,20,041,000200,8.7,102,1.9,2.9,1,10.6,97.2,6.7,0
20041000210,20,041,000210,32,116,2,6,1,26,116,14,0
20041000220,20,041,000220,121,494,18,8,7,82,512,46,0
20041000230,20,041,000230,23,62,5,1,0,8,72,7,0
20041000250,20,041,000250,32,174,6,3,1,30,170,15,0
20041000260,20,041,000260,143.3,534,42.2,16.7,2.9,96.1,603.8,45.1,0
20041000270,20,041,000270,8,60,4,1,0,5,65,2,0
20041000280,20,041,000280,19,108,2,0,0,11,111,4,0
20041000290,20,041,000290,14,60,0,1,2,13,60,3,0
20041000300,20,041,000300,14,59,1,2,0,10,65,2,0
20041000310,20,041,000310,4,68,1,2,0,2,71,1,0
20041000320,20,041,000320,16,114,3,1,0,16,112,7,0
20041120020,20,041,120020,7.3,25,0.1,2,0,5.3,27,1.1,0
2004112002A,20,041,12002A,1,2,0,0,0,1,2,0,0
20041120030,20,041,120030,16,60,1,3,0,11,66,5,0
20041900010,20,041,900010,0,0,0,0,0,0,0,0,0
20041900020,20,041,900020,0,0,0,0,0,0,0,0,0
20041900030,20,041,900030,0.4,1,0.1,0,0,0.4,1,0.2,0
20043000010,20,043,000010,30.9,118.7,9,7,1,20.9,137.6,4,0
20043000020,20,043,000020,9.9,71.3,3.3,1.7,0.8,12.4,67.9,3.3,0
20043000030,20,043,000030,4,70,0,1,0,5,65,4,0
20043000040,20,043,000040,24,132,7,3,0,23,134,10,0
20043000050,20,043,000050,117,244,21,7,0,127,210,37,0
20043000060,20,043,000060,95,356,20,4,0,75,369,15,0
20043000070,20,043,000070,0,39,0,1,1,1,41,1,0
20043000080,20,043,000080,17,111,3,4,0,25,101,8,0
20043000090,20,043,000090,13,101,4,0,0,19,91,4,0
20043000100,20,043,000100,132.1,642.7,22.7,13.3,0.2,137.6,626.1,30.7,0
20043000110,20,043,000110,113,570,25,12,1,118,554,28,0
20043000120,20,043,000120,17.1,73.3,4,1,0,19.1,71.4,3,0
20043000130,20,043,000130,14,77,6,1,0,19,70,8,0
20045000010,20,045,000010,95,102,8,2,1,95,112,6,0
20045000020,20,045,000020,296,388,49,28,3,307,403,46,0
20045000030,20,045,000030,174.8,190.4,9.8,2,1,156.2,214.8,9.8,0
2004500003A,20,045,00003A,0,0,0,0,0,0,0,0,0
2004500007A,20,045,00007A,414.8,57.3,16.8,33.6,4,431.5,71.1,26.7,0
20045000080,20,045,000080,492,55,18,24,2,490,88,19,0
20045000090,20,045,000090,492,61,22,20,2,498,90,21,0
2004500010A,20,045,00010A,397,94,29,27,4,423,94,33,0
20045000110,20,045,000110,335.8,163.9,23,16.5,3.1,325.7,202.1,22.6,0
2004500012A,20,045,00012A,451.2,202.1,52,26.5,5.9,449.3,260.9,33.4,0
20045000130,20,045,000130,233,26,8,26,0,243,32,16,0
20045000140,20,045,000140,319,52,18,22,0,322,69,17,0
20045000150,20,045,000150,318,32,16,8,3,312,50,20,0
20045000160,20,045,000160,184,33,20,6,2,154,62,19,0
20045000170,20,045,000170,403,113,25,24,7,417,133,25,0
20045000180,20,045,000180,620,209,47,35,0,639,242,38,0
20045000190,20,045,000190,570,158,25,13,2,526,233,15,0
20045000200,20,045,000200,790.8,346.8,61.9,29.5,9.8,780,395.9,79.6,0
20045000210,20,045,000210,694,144,44,22,0,693,186,34,0
20045000220,20,045,000220,506,165,23,16,4,493,202,29,0
20045000230,20,045,000230,481.9,210.1,26.8,18.5,4.8,455.9,257.4,30.2,0
20045000240,20,045,000240,826,332,44,17,8,747,462,34,0
20045000250,20,045,000250,612,303,35,16,0,491,462,19,0
20045000260,20,045,000260,840,322,63,20,9,785,425,56,0
20045000270,20,045,000270,311,74,14,6,2,291,122,8,0
20045000280,20,045,000280,464,193,50,21,4,473,228,39,0
20045000290,20,045,000290,404,103,15,18,3,380,149,18,0
20045000300,20,045,000300,356,134,38,12,4,301,212,30,0
20045000310,20,045,000310,329,49,22,14,0,335,66,22,0
20045000320,20,045,000320,473,78,12,25,1,468,94,26,0
20045000330,20,045,000330,428,87,25,37,1,429,126,26,0
20045000340,20,045,000340,246.5,52.8,10.6,8.8,0.9,252.7,61.6,13.2,0
20045000350,20,045,000350,382,94,21,15,2,382,110,21,0
20045000370,20,045,000370,512.9,180.3,43.8,20.9,4,512.9,221.1,37.8,0
20045000380,20,045,000380,317.1,110.7,31.2,28.1,2,324.1,123.9,30.2,0
20045000400,20,045,000400,541.9,78.6,20.9,36.8,1,569.8,98.4,17.9,0
20045000450,20,045,000450,755.4,315.1,68.5,27.4,8,753.4,371.9,60.8,0
20045000460,20,045,000460,572,48,27,41,0,602,60,29,0
20045000470,20,045,000470,490.5,34.8,11.3,34.8,2.8,507.4,43.3,20.7,0
2004500048B,20,045,00048B,0.3,0.2,0,0,0,0.3,0.2,0,0
2004500048D,20,045,00048D,0,0,0,0,0,0,0,0,0
2004500050A,20,045,00050A,296,157,19,14,5,287,198,15,0
2004500050C,20,045,00050C,516,216,37,26,4,476,295,33,0
2004500052A,20,045,00052A,668,363,47,21,4,562,517,28,0
20045000560,20,045,000560,613.8,403.8,62.4,24.6,9.5,550.4,544.7,35.9,0
20045000600,20,045,000600,66.8,73.1,8.5,4.9,1.4,70.6,72.8,9.9,0
20045000620,20,045,000620,415,540,68,25,2,388,571,88,0
20045000630,20,045,000630,334,342,40,16,2,321,365,44,0
20045000640,20,045,000640,340,513,62,23,4,333,523,91,0
20045000660,20,045,000660,289,346,21,12,4,288,354,33,0
2004500067B,20,045,00067B,0,0,0,0,0,0,0,0,0
20045120020,20,045,120020,0,0,0,0,0,0,0,0,0
20045120030,20,045,120030,15.8,5,0,3.3,0,18.3,5,0.8,0
20045120040,20,045,120040,27.6,10.7,0.6,5.2,0,28.9,13.8,1.3,0
20045120050,20,045,120050,67.2,50.1,10.4,4.7,0,72.8,53,5.7,0
20045120060,20,045,120060,29.2,13.1,1,3,0,30.2,14.1,1,0
20045120070,20,045,120070,406.4,381.1,52.4,14.5,0.2,381.6,458.5,31.9,0
20045120080,20,045,120080,29.9,18.3,0,0,0,30.8,18.3,1,0
20045120090,20,045,120090,179.5,48.2,12.4,9.2,0.1,185.3,53.4,10.8,0
20045120100,20,045,120100,255,56,14,12,0,255,56,19,0
20045120110,20,045,120110,333,58,15,25,0,357,69,12,0
20045120120,20,045,120120,78,2,1,5,2,78,4,6,0
20045120130,20,045,120130,508.1,103.1,18.8,41.7,1.2,526.6,108.8,36.5,0
20045120140,20,045,120140,29,17,0,5,0,30,17,4,0
20045120150,20,045,120150,343,124,25,24,3,361,129,41,0
20045120170,20,045,120170,487,218,52,41,6,503,262,43,0
20045120210,20,045,120210,0,0,0,0,0,0,0,0,0
20045120220,20,045,120220,9.2,3.1,1,1,0,11.2,5.1,1,0
20045120230,20,045,120230,4,0,0,0,0,3,0,1,0
20045120240,20,045,120240,794.5,231.9,57,59,2,839.5,233.9,68,0
20045120250,20,045,120250,203.4,95.2,19.1,3,4.6,201,114.8,14.3,0
20045120260,20,045,120260,185,50.7,7.5,8.4,0,185,55.4,14.1,0
20045120270,20,045,120270,240,81,22,10,2,241,104,10,0
20045120280,20,045,120280,313,169,28,13,2,301,193,24,0
20045120290,20,045,120290,0,0,0,0,0,0,0,0,0
20045120300,20,045,120300,896.1,363.2,83.8,48.9,5,880.1,434.1,74.8,0
20045120310,20,045,120310,47.5,76.3,8.4,2.8,0,45.6,80.1,8.4,0
20045120320,20,045,120320,198.6,261.1,31,15.2,1.1,213.7,264.4,28.9,0
20045120330,20,045,120330,134,119,20,10,2,120,151,13,0
20045120340,20,045,120340,54,126,11,9,0,51,137,11,0
20045120350,20,045,120350,118.9,59.7,9.9,3.5,0.1,111.1,75.6,7.2,0
20045120360,20,045,120360,18.3,4,0.7,1,0,18.5,4.5,1.2,0
