GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVDKEL,G18GOVRKOB,G18GOVIORM,G18GOVLCAL,G18GOVIKLO,G18SOSRSCH,G18SOSDMCC,G18SOSLHOD,G18ATGRSCH,G18ATGDSWA,G18INSDMCL,G18INSRSCH,G18TRERLAT,G18TREDFRA
20121120060,20,121,120060,83.4,81.7,6.1,10.8,1,93,73.2,12.9,102,79,70.8,107.2,106.8,73.3
20121120070,20,121,120070,3,3.5,0.3,0,0,4,2.6,0.1,4.1,2.6,2.6,4,4.1,2.6
20121120080,20,121,120080,214,374.8,30.3,5.9,2.9,425.7,161.3,34,441.3,183.7,155.3,462.8,443.2,177.9
20121120090,20,121,120090,8.9,9.6,5.3,0.1,0,14.4,7.9,1.5,14.5,9.2,7.8,15.9,13.7,10.1
20121120100,20,121,120100,46.4,65.2,4.2,5.3,1,75.6,39.1,8.4,77.8,41.2,35,85.9,84,37.1
20121120110,20,121,120110,41.9,48.9,4.4,0,0,55.9,37.5,0.9,57.6,35.8,37.5,55,57.6,36.7
20121180010,20,121,180010,136.6,273.7,22.6,16.1,1,311.6,106.7,23.5,319.8,122.1,100.7,336,325.9,110
20121180020,20,121,180020,203,255,41,5,6,322,155,22,337,162,137,356,337,160
20121180030,20,121,180030,145.1,196.5,20.7,9.9,0.9,216.3,124.4,30.6,237.9,130.7,119.9,246.9,240.6,129.8
20121200010,20,121,200010,71,124.5,19.5,3.2,0.1,146.2,61.2,8.5,150.4,66.6,62.1,151,148.5,67.5
20121200020,20,121,200020,50.2,63.1,6.2,1.6,0.3,76.3,39.6,4.9,78,41.1,37.5,82.3,80,41
20121300010,20,121,300010,147.1,159.4,20.2,10.1,5,183.7,127.8,23.2,195.7,138,128.7,206.9,193.8,140.9
20121900010,20,121,900010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121900020,20,121,900020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121900030,20,121,900030,0.2,0.2,0,0,0,0.3,0.2,0,0.3,0.2,0.2,0.3,0.3,0.2
20121900040,20,121,900040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121900050,20,121,900050,0.2,0.3,0,0,0,0.3,0.2,0,0.4,0.2,0.2,0.4,0.4,0.2
20121900070,20,121,900070,0.2,0.3,0,0,0,0.3,0.1,0,0.3,0.1,0.1,0.3,0.3,0.1
20121900080,20,121,900080,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121900090,20,121,900090,5.2,7,0.7,0.3,0,7.7,4.4,1.1,8.5,4.7,4.3,8.8,8.6,4.7
20121900100,20,121,900100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121900110,20,121,900110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121900120,20,121,900120,74.8,94.7,6.5,4.3,0.9,112.3,61.6,7,118.3,60.9,53,126.2,116,64.2
20121900130,20,121,900130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121900140,20,121,900140,0.6,0.6,0,0.3,0,0.8,0.3,0.3,0.8,0.6,0.6,0.8,1.1,0.3
20121900150,20,121,900150,21.9,42.8,2.9,0,0,47.5,20,0,48.5,19,16.2,49.5,46.6,20
20121900160,20,121,900160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121900180,20,121,900180,20.7,28,1.8,1.2,1.2,32.3,18.9,1.2,34.7,17.7,12.8,37.8,34.7,16.4
20121900190,20,121,900190,0.1,0.1,0,0,0,0.2,0,0,0.2,0.1,0.1,0.2,0.2,0
20123000010,20,123,000010,13,26,3,1,0,31,10,2,34,9,9,33,33,9
20123000020,20,123,000020,152.4,173.1,32,4,2.3,244.7,108.8,8.1,277.3,83,63.5,288.8,277.2,81.3
20123000030,20,123,000030,107.5,122,22.6,2.8,1.6,172.5,76.7,5.7,195.5,58.6,44.8,203.6,195.5,57.4
20123000040,20,123,000040,196.4,245.1,39.3,5.4,4.1,353.4,115.8,12.2,389.3,97.5,72.4,404.9,379.2,100.9
20123000050,20,123,000050,92.1,114.9,18.4,2.5,1.9,165.7,54.3,5.7,182.6,45.7,34,189.8,177.8,47.3
2012300006A,20,123,00006A,34.4,75.1,2.5,0.2,0.1,87.2,21.6,4.3,93.6,18.5,11.8,97.1,90.7,18.4
2012300006B,20,123,00006B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012300006C,20,123,00006C,0,0.1,0,0,0,0.1,0,0,0.1,0,0,0.1,0.1,0
2012300006D,20,123,00006D,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20123000070,20,123,000070,8,30,2,0,1,34,6,1,36,5,5,35,36,5
20123000080,20,123,000080,3,12,2,1,0,14,4,0,18,0,0,18,18,0
20123000090,20,123,000090,1,8,0,0,0,8,1,0,9,0,0,9,9,0
20123000100,20,123,000100,35.6,101.3,21.3,2.7,0,124.4,32,2.7,136,24,22.2,136,139.6,18.7
20123000110,20,123,000110,7.4,30.7,4.7,0.3,0,36.6,5,1.3,39,4,3.8,39,38.4,3.3
20123000120,20,123,000120,3,10,0,0,0,10,3,0,12,1,1,12,12,1
20123000130,20,123,000130,13.9,28.8,4,1,0,33.8,10.9,0,39.7,8.9,2,44.7,40.7,6
20123000140,20,123,000140,3,7,0,0,0,7,3,0,7,3,2,8,7,3
20123000150,20,123,000150,68.3,104.4,8,2,1,143.5,38.1,4,152.6,31.1,25.1,158.6,150.5,34.1
20123000160,20,123,000160,13.7,19.6,2,0,0,26.5,7.8,1,29.4,4.9,2.9,30.4,27.5,5.9
20123000170,20,123,000170,6,5,0,1,0,10,2,0,8,4,2,10,10,2
20123000180,20,123,000180,0.1,0.2,0,0,0,0.2,0.1,0,0.3,0.1,0,0.3,0.3,0
20123000190,20,123,000190,16,19,4,1,0,27,12,1,33,6,6,32,30,8
20123000200,20,123,000200,5,26,3,3,0,32,1,3,34,2,2,34,33,3
20123000210,20,123,000210,41,88,12,3,0,114,24,2,125,17,13,128,125,16
20123000220,20,123,000220,15.3,45.6,1.3,1,1,49.4,10.8,1.1,54.6,7.7,3.5,53.7,52.5,8.7
20123000230,20,123,000230,2,11,1,0,0,13,0,1,13,0,0,13,14,0
20123000240,20,123,000240,4,8,0,0,0,10,2,0,10,2,1,11,10,2
20123000250,20,123,000250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20123000260,20,123,000260,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20123000270,20,123,000270,13,20,6,0,0,29,7,2,29,9,7,31,29,9
20123000280,20,123,000280,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20123000290,20,123,000290,14,33,7,2,1,43,13,1,48,9,6,49,46,11
20123000300,20,123,000300,7,11,3,1,0,16,4,1,20,2,2,19,18,3
2012500001A,20,125,00001A,20,104.1,1,0,2,111.1,11,5,118.1,11,14,112.1,113.1,13
2012500001B,20,125,00001B,0,1.3,0,0,0,1.3,0,0,1.3,0,0,1.3,1.3,0
2012500001C,20,125,00001C,0.1,0.3,0,0,0,0.3,0,0,0.3,0,0,0.3,0.3,0
20125000020,20,125,000020,27,69.1,4,0,0,78.2,23,0,80.2,21,21,79.1,79.2,22
20125000030,20,125,000030,23.2,94,5.6,4.6,0,100.6,19.5,6.5,106.1,20.4,18.6,103.3,104.2,23.2
20125000040,20,125,000040,22.6,101.7,4.7,2.8,0.9,113,17.9,2.8,114.9,18.8,18.8,112,113.9,19.8
20125000050,20,125,000050,39,196.4,8.5,2.5,1,212.1,32.7,3.6,213.6,32.8,36.5,195.8,212.5,34
20125000060,20,125,000060,28,204,12,1,0,217,24,5,224,21,23,216,219,25
20125000070,20,125,000070,41.8,101,6.8,2.9,1,106.8,40.8,4.8,116.5,35,34,112.6,106.8,41.8
20125000080,20,125,000080,61.1,147.9,11.4,11.5,2.9,174.7,48.7,13.4,191.8,42,44.9,184.2,179.4,51.5
2012500008A,20,125,00008A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20125000090,20,125,000090,112.5,239.2,19.1,15.1,10,278.5,91.4,22.1,305.6,85.3,88.4,294.6,286.5,98.4
20125000100,20,125,000100,66.4,177.8,5.4,18.4,9.1,203.8,57.9,15.5,222.5,54.6,64.8,206.2,214,61
20125000110,20,125,000110,35.6,6.2,0.1,1,0,6.4,36.5,1.1,7.5,35.5,36.5,6.4,8.4,35.6
20125000120,20,125,000120,40,51.2,2.1,1.1,1,53.4,37,3,55.5,36.9,34.9,54.5,54.4,38
20125000130,20,125,000130,56.7,67.3,2.9,4.8,1,74,56.7,2.9,81.7,52.9,54.8,77.9,75,59.6
20125000140,20,125,000140,63,91,8,2,0,99,60,6,107,54,56,108,98,66
20125000150,20,125,000150,81.9,99.8,3,4,1,110.8,74.9,5,125.8,61.9,72.9,113.8,111.8,77.9
20125000160,20,125,000160,21,26,3,4,0,30,22,3,34,21,21,34,29,24
20125000170,20,125,000170,35,45,4,7,0,51,34,7,56,35,39,52,51,42
20125000180,20,125,000180,34,48,8,2,1,51,39,5,61,34,34,60,58,37
20125000190,20,125,000190,17.3,14.8,3.1,1,0,18.9,16.3,1,23,13.3,17.3,18.9,17.9,18.3
20125000200,20,125,000200,54,85.1,5,8,2,96.1,53,9,106.1,51,54,101.1,103.1,53
20125000210,20,125,000210,112.5,148.7,13.4,5.2,0.1,166.5,105,7.4,183.2,93.7,101.9,172.9,168.8,107.1
20125000220,20,125,000220,162.3,275.6,7.7,10.5,1.1,302.4,140.4,10.5,325.2,130.2,140.5,313.7,303.8,147.5
20125000230,20,125,000230,129.8,184,12.1,9.3,0.9,214.6,113.1,8.3,247.1,91.8,96.4,237.8,222,115
20125000240,20,125,000240,54.7,176.5,8.2,4.1,3.1,202.4,39.9,4.2,217.5,26,35.3,208,201.6,43
20125000250,20,125,000250,152.8,399.4,15,5,2,440.4,124.8,12,475.3,104.8,115.8,447.4,443.4,126.8
20125000260,20,125,000260,24,122,8,3,4,128,22,11,140,20,23,135,137,22
20125000270,20,125,000270,36.9,30.6,1.1,0.5,0.5,36.4,31.7,1.6,49.7,19.5,21.6,46.5,37.4,32.3
20125000280,20,125,000280,101.9,154.9,9.6,11.1,0.4,179.9,84.1,12.9,221.8,54.7,71.9,201.8,188.5,90.4
20125000290,20,125,000290,39,42,5,2,1,48,38,7,58,31,31,55,52,36
20125000300,20,125,000300,23.9,32.6,3.9,4,0,36.7,24.7,3,45.7,17.8,23.7,39.7,41.6,21.8
20125000310,20,125,000310,54,94,15,8,1,112,49,8,130,43,51,117,116,54
2012500032A,20,125,00032A,32.1,62.8,7.1,10.3,0.2,73.7,30.2,8.6,85.8,27.7,32.2,76.6,78,35.4
2012500032B,20,125,00032B,0,0.1,0,0,0,0.1,0,0,0.1,0,0,0.1,0.1,0
20125000330,20,125,000330,101,91.1,10,5,0,111.1,86,8,147.1,62,81,119.1,108.1,95
20125000340,20,125,000340,47.1,66.3,3,9,1,76.4,43.1,5,85.4,37.1,36.1,85.4,76.4,47.1
20125000350,20,125,000350,43.3,57.1,2.8,4.6,1.8,61.7,39.6,6.4,76.4,33.1,35.9,69,65.4,39.6
20125000360,20,125,000360,94.7,124.9,15.2,5.4,2.2,153.3,86.4,3.6,186.6,58.9,74.1,164.9,158.6,84.4
2012500040B,20,125,00040B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012500040C,20,125,00040C,13,35,1,0,0,39,9,1,41,8,7,41,40,9
20125000410,20,125,000410,50,145,5,8,2,160,44,9,176,36,39,170,163,48
20125000420,20,125,000420,38,157,13,3,1,174,31,5,192,20,29,179,174,34
20125000430,20,125,000430,25.1,85.9,3.3,2.2,1,91.6,21.8,3.2,95.4,21.2,21.3,91.2,93.8,22.8
2012500044A,20,125,00044A,110.4,211.8,12.6,7.8,3.9,238,95.9,11.6,259.4,86.2,93.9,249.7,246.7,98.9
2012500044B,20,125,00044B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012500044C,20,125,00044C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20125000450,20,125,000450,19,119,6,0,0,128,15,2,133,11,16,125,131,13
20125000470,20,125,000470,23.9,79.7,2.1,6.1,1,91.1,20.6,2.1,95.2,17.5,21.6,90,90,22.7
20125120020,20,125,120020,7,10,1,1,0,12,7,0,16,3,6,13,10,7
20125120030,20,125,120030,128.3,189,16,18,5,231.1,115.2,15,281.2,76.1,97.2,260.1,247.1,108.2
20125120040,20,125,120040,95.2,162.4,8,3,1,200.5,66.1,2,245.6,25.1,41.1,223.5,204.5,61.1
2012512004A,20,125,12004A,43.1,45.7,3,0,1,59.7,34.1,1,83.7,13.1,23.1,69.7,56.7,36.1
20125120050,20,125,120050,30,51,5,1,2,69,18,1,81,8,12,76,74,14
2012512005A,20,125,12005A,3,4,1,0,0,4,4,0,8,0,2,6,5,3
20125120060,20,125,120060,132.2,416.5,31.8,8.9,3,462.3,103.4,22.9,513,81.5,102.4,471.2,466.3,117.3
20125120070,20,125,120070,9.6,59,7,0.9,0.9,68.6,6.1,2.6,71.2,6.1,7,66,68.6,7.8
20125120090,20,125,120090,32,86.5,0,2.8,0.9,96.9,19.8,2.8,111.9,10.3,17.9,103.4,101.6,18.8
20125120100,20,125,120100,76,234.1,11.1,9.2,2,270.1,54.9,8.2,285.9,48.4,54.8,267.6,263.5,64.9
20125120110,20,125,120110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012512011B,20,125,12011B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20125180010,20,125,180010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20125180020,20,125,180020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012518002A,20,125,18002A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012518002B,20,125,18002B,0.1,0.6,0,0,0,0.6,0.1,0,0.6,0.1,0.1,0.6,0.6,0.1
20125180030,20,125,180030,0.1,0.7,0,0,0,0.8,0.1,0,0.8,0.1,0.1,0.7,0.8,0.1
2012518003A,20,125,18003A,0.7,3.7,0.2,0,0,4,0.6,0.1,4,0.6,0.7,3.7,4,0.6
20125180040,20,125,180040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20125180050,20,125,180050,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20125180060,20,125,180060,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20125180070,20,125,180070,0,0,0,0,0,0.1,0,0,0.1,0,0,0.1,0.1,0
20125900010,20,125,900010,0.8,2,0.1,0.1,0,2.1,0.8,0.1,2.3,0.7,0.7,2.2,2.1,0.8
2012590001A,20,125,90001A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20125900020,20,125,900020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20125900030,20,125,900030,0,0.1,0,0,0,0.1,0,0,0.1,0,0,0.1,0.1,0
2012590003A,20,125,90003A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20125900040,20,125,900040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20125900050,20,125,900050,1,0,0,0,0,0,0,1,0,1,0,1,0,1
20125900060,20,125,900060,0,0.1,0,0,0,0.1,0,0,0.1,0,0,0.1,0.1,0
20127000010,20,127,000010,98.2,98,17.4,4.1,3,122.9,84.5,9.2,143.5,75.1,58.5,160,140.6,75.8
20127000020,20,127,000020,78,73,19,0,1,95,65,4,123,43,42,122,117,47
20127000030,20,127,000030,191.9,116.9,20.8,3.9,1,172.3,147.4,8.9,207.1,123.5,87,235.7,214.8,108.8
20127000040,20,127,000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20127000050,20,127,000050,1.8,2.3,0.5,0.1,0,2.9,1.5,0.1,3.4,1.2,0.9,3.5,3.3,1.3
20127000060,20,127,000060,14,33,6,1,0,40,8,2,46,5,4,48,44,4
20127000070,20,127,000070,13,11,8,2,0,24,6,4,23,7,5,28,27,6
20127000080,20,127,000080,48,69,12,1,2,89.9,36,6,98.9,31,24,103.9,94.9,33
20127000090,20,127,000090,41,49,6,1,0,62,29,5,77,20,16,76,74,22
20127000100,20,127,000100,167.9,141.1,25.8,1,1,187.8,136.1,11.9,238.5,93.4,71.5,256.4,227.5,100.4
20127000110,20,127,000110,44,100,19,1,1,116,41,5,133,28,22,142,130,32
20127000120,20,127,000120,25,60,12,5,1,77,23,4,89,15,10,93,90,15
20127000130,20,127,000130,52,158,16,5,1,175,43,6,193,36,18,208,196,29
20127000140,20,127,000140,10,24,2,0,1,28,7,1,31,6,6,30,31,5
20127000150,20,127,000150,40.2,51.7,10.5,1.9,0,65.1,33.5,2.9,76.6,25.8,20.1,78.5,72.7,28.7
20127000160,20,127,000160,36,49,9,0,1,64,23,5,73,17,11,76,72,18
20127000170,20,127,000170,37,70,18,2,2,90,32,5,108,20,17,107,104,24
20127900010,20,127,900010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20127900020,20,127,900020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20129000010,20,129,000010,3,21,2,0,1,22,3,2,24,2,2,23,23,3
20129000020,20,129,000020,5,25,1,1,0,25,7,0,26,6,4,28,26,5
20129000030,20,129,000030,38,133,21,3,0,156,33,2,156,36,28,163,163,29
20129000040,20,129,000040,38,141,17,1,1,164,31,2,170,27,24,171,168,24
20129000050,20,129,000050,53,122,14,3,1,146,43,6,164,27,28,163,159,33
20129000060,20,129,000060,0,7,0,0,0,7,0,0,7,0,0,7,7,0
20129000070,20,129,000070,38,91,17,2,1,117,28,4,136,14,18,130,128,20
20129000080,20,129,000080,5,35,5,0,0,40,5,0,39,4,2,42,44,0
20129000090,20,129,000090,2,32,2,0,0,31,4,1,35,1,1,35,35,1
20129000100,20,129,000100,2,19,1,2,1,19,4,0,22,1,0,22,21,2
20131000010,20,131,000010,22,50,5,1,0,57,18,0,59,14,9,66,64,8
20131000020,20,131,000020,23,143,12,2,3,160,17,4,168,11,7,168,164,11
20131000030,20,131,000030,19,45,8,0,0,54,12,3,57,11,7,62,56,13
20131000040,20,131,000040,26,46,8,0,0,55,24,0,63,15,12,65,64,14
2013100005A,20,131,00005A,64,62,19,2,2,93,44,7,108,39,31,114,104,40
2013100005B,20,131,00005B,16.3,16.3,5.1,0.2,0,25.4,11.1,0.2,31.6,6,5.9,30.7,28.4,9.1
20131000060,20,131,000060,21,23,8,0,0,31,20,1,35,17,14,37,33,19
20131000070,20,131,000070,34,50,5,3,0,61,25,4,71,20,14,76,66,24
20131000080,20,131,000080,20,24,7,1,0,35,14,3,39,13,8,42,41,11
20131000090,20,131,000090,17,34,13,2,0,37,26,3,46,21,18,48,44,22
20131000100,20,131,000100,12,24,8,0,2,28,15,2,37,8,7,39,37,9
20131000110,20,131,000110,26,29,18,0,0,50,20,2,63,10,9,58,58,12
20131000120,20,131,000120,67.7,99.7,31.9,5.8,1,131.6,62.9,6.8,169.3,30,28.1,172.3,162.6,32.9
20131000130,20,131,000130,63.7,110.4,26.9,2,0,138.2,59.7,2,156.2,43.8,26.9,170.1,153.2,41.8
20131000140,20,131,000140,43.3,87.6,10.8,1,1,104.4,34.5,3,121.1,20.7,14.8,125,119.1,21.7
20131000150,20,131,000150,14,50,8,0,2,62,8,1,67,5,5,61,64,7
20131000160,20,131,000160,14,36,7,0,2,47,9,0,54,4,5,51,53,3
20131000170,20,131,000170,14,28,10,1,2,41,10,1,45,6,8,43,43,10
20131000180,20,131,000180,16,41,8,2,0,43,22,0,55,11,6,59,56,10
20131000190,20,131,000190,60.4,154.3,17.4,4.5,0.9,178,48.6,3.6,203.5,27.6,23.8,200.1,186.5,35.7
2013100020A,20,131,00020A,42.1,147.3,13.6,3.1,6.1,173.4,32.6,6.1,183.3,21.8,16.4,184.7,188.2,16.9
2013100020B,20,131,00020B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013100020C,20,131,00020C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013100020D,20,131,00020D,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20131000210,20,131,000210,90,143,28,7,8,195,70,6,213,59,47,215,214,56
20131000220,20,131,000220,86,174.9,17.4,2.9,2.9,204.9,71.5,3.9,231,48.3,37.7,240.6,227.1,51.2
2013100023A,20,131,00023A,101.9,181.8,21,4,3,231.7,63.9,8,251.7,52.9,39,261.7,246.7,60.9
2013100023B,20,131,00023B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20131000240,20,131,000240,42,89,23,2,2,108,44,4,121,32,24,128,121,35
2013100024A,20,131,00024A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20131000260,20,131,000260,78.6,92.5,14.8,5.6,0,117.4,68.4,3.7,142.4,45.3,39.8,143.3,130.4,55.5
20131000270,20,131,000270,153.9,188.5,33.3,6.7,2,220,149.3,8.5,288.6,97.2,78.6,297.3,269.4,101.6
20131000280,20,131,000280,137.9,206.5,27.8,6.2,4,241.6,116.3,9.2,287.9,83.3,62.1,303.7,280,87.7
20131000290,20,131,000290,44,134,16,0,0,154,39,3,170,23,24,162,169,25
20131000300,20,131,000300,45,94,14,6,0,107,45,8,121,39,26,135,117,44
20131900010,20,131,900010,0.2,0.2,0,0,0,0.3,0.2,0,0.4,0.1,0.1,0.4,0.3,0.1
2013190001A,20,131,90001A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013190001B,20,131,90001B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20133000010,20,133,000010,66,121,16,1,0,157,38,6,169,34,34,164,163,40
2013300002A,20,133,00002A,104.8,151.7,10,3,0,183.6,78.8,5,199.6,67.9,65.9,199.6,204.6,62.9
20133000030,20,133,000030,85,131,10,0,1,154,63,5,161,63,61,162,154,70
20133000040,20,133,000040,26.7,39.4,3.1,5,1,48.7,21.6,5,51.8,22.5,24.5,50.7,48.8,26.5
20133000050,20,133,000050,93.9,99.7,9.8,2.9,3.9,122.2,79.2,8.8,131,78.2,73.3,134.9,133,77.2
20133000060,20,133,000060,91.5,135,9.1,6,3,150.2,78.4,12,171.2,70.4,74.4,166.2,164.3,75.3
20133000070,20,133,000070,171.1,200.6,23.2,17.1,2,243.4,146.4,18.1,260.6,148.3,137.4,259.4,265.7,142.3
20133000080,20,133,000080,124,117,8,10,5,148,104,9,168,94,92,168,160,102
20133000090,20,133,000090,246.9,314.7,17.5,9.2,6,383.3,185.7,17.2,416.5,169.5,168.7,407.2,406.7,174.5
20133000100,20,133,000100,131,152,12,11,2,169,124,11,192,109,100,197,182,118
20133000110,20,133,000110,100.4,104.4,8.9,13.9,5,134.2,88.5,7,144.2,81.5,87.5,138.2,145.2,82.5
2013300012A,20,133,00012A,61.6,93.4,7.7,3.8,4.8,105,60.6,4.8,118.5,51.9,46.2,120.4,119.4,48.1
2013300012B,20,133,00012B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013300012C,20,133,00012C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013300012D,20,133,00012D,1.3,2,0.2,0.1,0.1,2.2,1.3,0.1,2.5,1.1,1,2.5,2.5,1
20133000140,20,133,000140,94,119,16,8,5,155,62,26,174,64,62,171,174,64
20133000150,20,133,000150,55,93,11,8,2,115,37,12,128,39,38,123,118,46
20133000160,20,133,000160,85,57,6,2,3,71,72,5,83,69,67,76,76,74
20133000170,20,133,000170,29,54,3,0,1,57,24,6,64,21,23,62,62,25
20133000180,20,133,000180,144,182,14,7,8,233,105,13,246,104,100,247,252,107
20133000190,20,133,000190,59.9,115.8,10,1,0.1,135.9,46.8,3.1,141,42.9,43.8,139.1,144.9,39.9
20133000200,20,133,000200,18,103,7,1,2,118,9,3,117,12,9,120,117,13
20133000210,20,133,000210,35,64.8,4.2,2.2,0.1,76.2,27.9,2.1,79.6,27.7,26.6,79.6,77.6,29.6
2013300022A,20,133,00022A,10.8,24,1.3,0.6,0,28.5,7.6,0.6,29.1,7,7.6,28.5,29.8,7
2013300022B,20,133,00022B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013300022C,20,133,00022C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013300022D,20,133,00022D,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20133000230,20,133,000230,56,64,8,0,4,87,36,6,92,35,27,98,99,29
20133000240,20,133,000240,94,154,20,7,2,192,67,12,213,59,64,202,203,68
20133120020,20,133,120020,71,166,7,8,1,185,50,13,196,54,48,197,192,53
20133120030,20,133,120030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20133120040,20,133,120040,13,71,4,4,0,75,11,3,79,11,13,75,78,12
20133900010,20,133,900010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20133900020,20,133,900020,0.2,0.5,0,0,0,0.5,0.1,0,0.6,0.1,0.1,0.5,0.6,0.1
20135000010,20,135,000010,15,104,19,1,0,118,19,1,125,8,6,125,127,9
20135000020,20,135,000020,6,26,2,0,0,31,3,0,29,5,3,30,29,4
20135000030,20,135,000030,8,30,1,1,0,29,7,0,35,2,6,30,30,6
20135000040,20,135,000040,9,46,6,1,1,46,11,2,53,6,4,54,54,6
20135000050,20,135,000050,2,18,2,0,0,20,1,1,20,2,0,20,22,0
20135000060,20,135,000060,3,26,1,0,0,29,0,0,30,0,1,26,30,0
20135000070,20,135,000070,47,115,17,1,1,125,47,6,146,30,21,154,147,28
20135000080,20,135,000080,73,220,36,0,0,260,59,8,286,38,31,285,289,35
20135000090,20,135,000090,19,74,10,0,0,78,18,3,90,11,10,86,87,12
20135000100,20,135,000100,52,128,16,2,0,150,38,7,160,36,28,161,161,28
20135000110,20,135,000110,16,21,2,0,0,24,14,1,33,6,5,31,32,6
20137000010,20,137,000010,46,138,22,3,2,161,36,8,176,29,14,191,178,27
20137000020,20,137,000020,61,188,24,1,2,224,43,4,236,33,22,244,234,39
20137000030,20,137,000030,10,35,6,2,1,46,10,1,47,8,8,46,46,8
20137000040,20,137,000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20137000050,20,137,000050,46,111,6,4,1,122,35,6,133,31,24,139,136,28
20137000060,20,137,000060,9,23,3,2,0,31,6,0,33,4,4,32,33,3
20137000070,20,137,000070,4,31,7,0,0,38,1,2,38,2,1,40,42,0
20137000080,20,137,000080,95,205,21,9,2,242,76,12,260,67,55,272,266,65
20137000090,20,137,000090,139,216,28,11,3,288,92,6,302,82,57,324,314,75
20137000100,20,137,000100,94,187,21,6,1,222,74,14,242,62,48,258,248,60
20137000110,20,137,000110,6,37,4,1,0,44,2,2,45,2,0,45,46,1
20137000120,20,137,000120,1,16,0,0,0,15,3,0,16,1,2,15,16,1
20139000007,20,139,000007,44.1,55.1,17,4,1,71.1,41.1,7,95.1,26.1,28,89.1,93.1,24.1
20139000010,20,139,000010,43,74,14,3,2,87,42,7,109,26,23,113,102,31
20139000020,20,139,000020,23,19,8,2,0,26,21,2,32,18,13,36,32,16
20139000030,20,139,000030,30,42,9,0,1,52,27,2,67,14,12,68,66,15
20139000040,20,139,000040,34.9,59.2,6.8,2.9,1,66,31,4.8,82.5,21.4,19.4,83.4,83.4,19.4
20139000050,20,139,000050,304,429,72,21,8,525,263,39,624,207,162,660,587,234
20139000060,20,139,000060,91.2,130.6,16.1,2.7,2.7,144.9,87.6,9.8,175.3,68.9,53.7,186.9,182.4,61.7
20139000080,20,139,000080,18,29,2,1,0,31,16,3,35,15,11,39,39,11
20139000090,20,139,000090,86,139,29,2,3,169,85,5,196,61,59,194,192,65
20139000100,20,139,000100,80.4,112.2,16.9,7,1,132.1,76.5,8.9,158.9,59.6,45.7,168.8,154.9,59.6
20139000110,20,139,000110,149,201,33,5,2,232,141,11,292,95,64,318,285,99
20139000120,20,139,000120,217,211,54,6,4,255,210,20,341,146,121,359,319,164
20139000130,20,139,000130,166,192,44,4,3,241,142,23,303,104,80,320,304,100
20139000140,20,139,000140,31.8,62.6,8.9,1,1,71.6,27.8,2,90.5,11.9,8.9,93.5,85.5,15.9
